"","sample","gene","anova_p","mean_between","mean_intra","fdr"
"1351","D5","ENSG00000051180",0.0845,0.6155,0.8838,0.8981
"1352","D5","ENSG00000185800",0.741,3.0822,3.0233,0.9855
"1353","D5","ENSG00000249042",0.3876,-2.223,-3.0403,0.9267
"1354","D5","ENSG00000260103",0.0078,-0.3459,0.1268,0.6538
"1355","D5","ENSG00000147403",0.1829,8.1482,8.2492,0.92
"1356","D5","ENSG00000075407",0.1043,2.6693,2.5209,0.9149
"1357","D5","ENSG00000196466",0.0071,0.4859,-9e-04,0.6538
"1358","D5","ENSG00000231177",0.8977,2.9638,2.9499,0.9948
"1359","D5","ENSG00000104979",0.5975,2.7246,2.6235,0.9775
"1360","D5","ENSG00000121281",0.1379,3.0617,3.2146,0.92
"1361","D5","ENSG00000214745",0.1184,1.8533,2.0737,0.92
"1362","D5","ENSG00000181754",0.5593,0.0732,-0.0085,0.966
"1363","D5","ENSG00000129250",0.9894,3.3421,3.343,0.9976
"1364","D5","ENSG00000104723",0.5355,-6.3927,-6.6439,0.9562
"1365","D5","ENSG00000124701",0.0295,1.282,1.6294,0.7872
"1366","D5","ENSG00000160299",0.5561,3.8097,3.7897,0.966
"1367","D5","ENSG00000182489",0.6154,-2.2665,-2.0232,0.9775
"1368","D5","ENSG00000161055",0.6398,-2.5426,-2.0033,0.9786
"1369","D5","ENSG00000272927",0.4781,0.3924,0.1766,0.9562
"1370","D5","ENSG00000281649",0.62,4.5197,4.5539,0.9775
"1371","D5","ENSG00000008394",0.4247,-1.2442,-0.9525,0.947
"1372","D5","ENSG00000279841",0.3564,-0.3954,-0.1411,0.9223
"1373","D5","ENSG00000155792",0.7949,-2.3698,-2.4904,0.9942
"1374","D5","ENSG00000258334",0.365,-6.1251,-6.6439,0.9223
"1375","D5","ENSG00000281021",0.4285,0.3914,0.5639,0.947
"1376","D5","ENSG00000238622",0.6385,0.6401,0.1276,0.9786
"1377","D5","ENSG00000075399",0.2777,1.5943,1.7532,0.92
"1378","D5","ENSG00000206706",0.722,-0.9337,-0.7668,0.9848
"1379","D5","ENSG00000254701",0.1682,4.0696,3.8992,0.92
"1380","D5","ENSG00000166710",0.3815,6.8538,6.5304,0.9226
"1381","D5","ENSG00000066468",0.5784,-6.4575,-6.6439,0.9722
"1382","D5","ENSG00000162706",0.534,-5.5835,-6.0778,0.9562
"1383","D5","ENSG00000240429",0.6453,0.6943,0.5389,0.9786
"1384","D5","ENSG00000268573",0.0863,0.5614,0.8159,0.8981
"1385","D5","ENSG00000184743",0.838,3.8978,3.8818,0.9948
"1386","D5","ENSG00000169062",0.9635,2.4357,2.4418,0.9969
"1387","D5","ENSG00000241511",0.0635,-0.774,0.5577,0.896
"1388","D5","ENSG00000271199",0.2709,-1.7633,-0.3119,0.92
"1389","D5","ENSG00000285253",0.1748,-3.0621,-1.5382,0.92
"1390","D5","ENSG00000099889",0.3807,-0.469,-0.2614,0.9223
"1391","D5","ENSG00000168288",0.4457,4.3634,4.4848,0.9497
"1392","D5","ENSG00000253475",0.3516,-0.307,0.0409,0.9223
"1393","D5","ENSG00000115204",0.5197,2.982,3.0459,0.9562
"1394","D5","ENSG00000271697",0.1789,-0.9927,-2.5586,0.92
"1395","D5","ENSG00000110435",0.9014,2.7453,2.7576,0.9948
"1396","D5","ENSG00000240065",0.7085,5.4421,5.4677,0.9798
"1397","D5","ENSG00000162408",0.0672,3.4699,3.5402,0.896
"1398","D5","ENSG00000130950",0.3359,-0.9234,-0.5434,0.9223
"1399","D5","ENSG00000154079",0.564,0.6851,0.5745,0.9691
"1400","D5","ENSG00000248405",0.3109,-5.5422,-4.5634,0.9223
"1401","D5","ENSG00000258922",0.2742,-3.9009,-5.404,0.92
"1402","D5","ENSG00000225528",0.5868,-4.6365,-5.4224,0.9742
"1403","D5","ENSG00000185269",0.1489,-4.049,-2.3961,0.92
"1404","D5","ENSG00000167077",0.2967,1.0963,1.2199,0.9223
"1405","D5","ENSG00000127314",0.4499,2.4052,2.3412,0.9502
"1406","D5","ENSG00000175711",0.3487,0.7067,0.5904,0.9223
"1407","D5","ENSG00000275001",0.1619,-3.8263,-1.5686,0.92
"1408","D5","ENSG00000184208",0.1283,1.8168,1.6662,0.92
"1409","D5","ENSG00000144635",0.6676,2.1642,2.121,0.9786
"1410","D5","ENSG00000109832",0.9437,-6.4566,-6.4403,0.9969
"1411","D5","ENSG00000123609",0.5854,4.0286,3.9709,0.9742
"1412","D5","ENSG00000147896",0.1662,-1.666,-2.9818,0.92
"1413","D5","ENSG00000211835",0.0337,0.4895,-0.7869,0.8136
"1414","D5","ENSG00000147127",0.3177,-1.8017,-2.3787,0.9223
"1415","D5","ENSG00000254894",0.6684,-6.358,-6.6439,0.9786
"1416","D5","ENSG00000118363",0.3226,3.8498,3.7518,0.9223
"1417","D5","ENSG00000204623",0.4486,1.2666,1.151,0.9502
"1418","D5","ENSG00000090975",0.0767,-0.496,-0.2273,0.8981
"1419","D5","ENSG00000280232",0.3629,0.0851,0.435,0.9223
"1420","D5","ENSG00000236938",0.4238,-4.8462,-3.7438,0.947
"1421","D5","ENSG00000259498",0.3843,-5.679,-4.8931,0.9249
"1422","D5","ENSG00000177888",0.0534,0.7378,0.4332,0.876
"1423","D5","ENSG00000254997",0.9731,-4.191,-4.2315,0.9976
"1424","D5","ENSG00000251230",0.8646,-3.6687,-3.8473,0.9948
"1425","D5","ENSG00000030419",0.3439,3.9104,4.0592,0.9223
"1426","D5","ENSG00000002919",0.0716,3.6832,3.8602,0.8981
"1427","D5","ENSG00000131042",0.2856,-6.3303,-5.7556,0.92
"1428","D5","ENSG00000158815",0.6124,-0.7724,-0.9199,0.9775
"1429","D5","ENSG00000241229",0.023,1.1918,2.0741,0.7419
"1430","D5","ENSG00000252503",0.3708,-0.8084,0.2501,0.9223
"1431","D5","ENSG00000250471",0.3741,-4.6195,-3.3788,0.9223
"1432","D5","ENSG00000273297",0.1847,-5.0211,-6.6439,0.92
"1433","D5","ENSG00000240770",0.0242,-0.8236,-0.3449,0.7446
"1434","D5","ENSG00000212579",0.1884,-1.4953,0.3785,0.92
"1435","D5","ENSG00000267005",0.3848,-3.668,-5.073,0.925
"1436","D5","ENSG00000128050",0.0132,4.1648,4.5899,0.7135
"1437","D5","ENSG00000283644",0.2592,-2.528,-0.6196,0.92
"1438","D5","ENSG00000235763",0.6256,-0.5777,-1.009,0.9775
"1439","D5","ENSG00000078369",0.8107,5.3114,5.2957,0.9948
"1440","D5","ENSG00000179873",0.1017,-1.538,-1.0786,0.9137
"1441","D5","ENSG00000255949",0.2834,1.4722,0.3645,0.92
"1442","D5","ENSG00000079215",0.496,-0.7164,-0.5469,0.9562
"1443","D5","ENSG00000236397",0.2192,0.2031,-0.051,0.92
"1444","D5","ENSG00000113387",0.1925,3.2918,3.1532,0.92
"1445","D5","ENSG00000234297",0.2362,-5.7328,-6.6439,0.92
"1446","D5","ENSG00000140749",0.8844,-1.5823,-1.6154,0.9948
"1447","D5","ENSG00000132436",0.9691,2.1604,2.1689,0.9976
"1448","D5","ENSG00000180929",0.197,-2.9923,-4.1912,0.92
"1449","D5","ENSG00000279526",0.2209,-0.3256,-0.8019,0.92
"1450","D5","ENSG00000269148",0.6288,0.946,0.7762,0.9782
"1451","D5","ENSG00000134884",0.0213,4.2141,3.9417,0.7333
"1452","D5","ENSG00000260253",0.8818,-0.474,-0.5573,0.9948
"1453","D5","ENSG00000146282",0.1726,3.1023,2.9703,0.92
"1454","D5","ENSG00000182158",0.7414,4.9987,4.9768,0.9855
"1455","D5","ENSG00000240074",0.0085,-1.2019,-2.4827,0.6538
"1456","D5","ENSG00000185201",0.9272,3.6655,3.6509,0.9948
"1457","D5","ENSG00000078699",0.0426,1.0974,1.4485,0.8606
"1458","D5","ENSG00000198816",0.1173,1.7747,2.0411,0.92
"1459","D5","ENSG00000146221",0.5721,-5.0327,-5.4868,0.9713
"1460","D5","ENSG00000199347",0.5864,3.6551,3.5013,0.9742
"1461","D5","ENSG00000246777",0.0284,-4.5289,-2.7695,0.7872
"1462","D5","ENSG00000260912",0.4275,0.2302,-0.0124,0.947
"1463","D5","ENSG00000259106",0.117,-1.9636,-3.0712,0.92
"1464","D5","ENSG00000207932",0.1091,1.0042,-1.0574,0.92
"1465","D5","ENSG00000122966",0.2266,-0.2851,-0.1479,0.92
"1466","D5","ENSG00000105967",0.7348,-1.7286,-1.8379,0.9855
"1467","D5","ENSG00000171459",0.2101,-3.8358,-2.1552,0.92
"1468","D5","ENSG00000197782",0.4345,1.6524,1.7615,0.947
"1469","D5","ENSG00000236129",0.8784,-2.2691,-2.0497,0.9948
"1470","D5","ENSG00000122970",0.4256,0.3172,0.2023,0.947
"1471","D5","ENSG00000155970",0.3131,-0.8525,-1.0155,0.9223
"1472","D5","ENSG00000075415",0.2733,4.5719,4.6578,0.92
"1473","D5","ENSG00000171724",0.4999,-5.5029,-4.9587,0.9562
"1474","D5","ENSG00000188985",0.3775,-4.7008,-3.6932,0.9223
"1475","D5","ENSG00000258730",0.3475,-0.8565,-0.6542,0.9223
"1476","D5","ENSG00000236317",0.2873,-2.6441,-1.3195,0.92
"1477","D5","ENSG00000130349",0.8611,1.8086,1.7854,0.9948
"1478","D5","ENSG00000212211",0.4176,-2.3287,-1.0279,0.947
"1479","D5","ENSG00000132780",0.2782,3.2028,3.1076,0.92
"1480","D5","ENSG00000197728",0.7639,5.1613,5.1967,0.9895
"1481","D5","ENSG00000262188",0.5419,-3.388,-2.8285,0.9577
"1482","D5","ENSG00000215817",0.2182,-1.6034,-1.3522,0.92
"1483","D5","ENSG00000172965",0.3391,-3.2201,-3.4588,0.9223
"1484","D5","ENSG00000171311",0.942,2.4984,2.5054,0.9969
"1485","D5","ENSG00000239791",0.8972,-4.1858,-4.0204,0.9948
"1486","D5","ENSG00000125538",0.919,0.6064,0.5886,0.9948
"1487","D5","ENSG00000166143",0.038,-3.8891,-6.6439,0.8348
"1488","D5","ENSG00000257355",0.8948,-3.5324,-3.7417,0.9948
"1489","D5","ENSG00000207022",0.0657,-0.6097,-2.6148,0.896
"1490","D5","ENSG00000115234",0.9392,4.2174,4.2229,0.9969
"1491","D5","ENSG00000267383",0.4299,-1.6546,-1.908,0.947
"1492","D5","ENSG00000187950",0.0036,-6.5439,-5.706,0.6538
"1493","D5","ENSG00000183324",0.8467,-2.3468,-2.1751,0.9948
"1494","D5","ENSG00000215493",0.941,0.8752,0.8567,0.9969
"1495","D5","ENSG00000198899",0.1552,6.5464,6.231,0.92
"1496","D5","ENSG00000088682",0.1476,2.1329,2.2947,0.92
"1497","D5","ENSG00000160446",0.2689,1.7595,1.5667,0.92
"1498","D5","ENSG00000277299",0.0477,-0.3065,-1.8401,0.8729
"1499","D5","ENSG00000257568",0.1019,-0.9937,-1.6169,0.9137
"1500","D5","ENSG00000204116",0.8642,1.0487,1.0762,0.9948
"1501","D5","ENSG00000267740",0.3346,-1.8259,-1.1151,0.9223
"1502","D5","ENSG00000137309",0.2132,6.4103,6.3148,0.92
"1503","D5","ENSG00000164855",0.3481,-3.0072,-3.334,0.9223
"1504","D5","ENSG00000085840",0.2794,0.459,0.7018,0.92
"1505","D5","ENSG00000232862",0.0164,-5.5952,-3.2652,0.7321
"1506","D5","ENSG00000200571",0.4859,-1.182,-0.647,0.9562
"1507","D5","ENSG00000202513",0.7835,-2.6169,-3.0971,0.9922
"1508","D5","ENSG00000187123",0.5477,-5.4443,-5.0324,0.9626
"1509","D5","ENSG00000242607",0.8181,-2.6405,-2.8109,0.9948
"1510","D5","ENSG00000211891",0.1006,-1.8667,-3.1583,0.9104
"1511","D5","ENSG00000076248",0.2536,3.0888,3.1938,0.92
"1512","D5","ENSG00000120694",0.9272,3.5991,3.6062,0.9948
"1513","D5","ENSG00000100325",0.2664,3.2112,3.2976,0.92
"1514","D5","ENSG00000115850",0.2517,-1.0813,-0.9338,0.92
"1515","D5","ENSG00000178789",0.6157,-5.3782,-5.8553,0.9775
"1516","D5","ENSG00000224137",0.0859,5.3422,5.1855,0.8981
"1517","D5","ENSG00000156802",0.7746,2.3856,2.3609,0.9911
"1518","D5","ENSG00000125772",0.3559,4.0725,4.1359,0.9223
"1519","D5","ENSG00000257896",0.3956,-0.749,-0.9354,0.9267
"1520","D5","ENSG00000124143",0.3638,-5.087,-4.1722,0.9223
"1521","D5","ENSG00000023734",0.1091,5.2177,5.1093,0.92
"1522","D5","ENSG00000261794",0.4579,-0.7881,-0.5685,0.9503
"1523","D5","ENSG00000266171",0.1944,0.1693,0.554,0.92
"1524","D5","ENSG00000250565",0.4863,0.7036,0.7735,0.9562
"1525","D5","ENSG00000279500",0.9029,3.7734,3.7881,0.9948
"1526","D5","ENSG00000233347",0.5043,-1.9563,-1.2252,0.9562
"1527","D5","ENSG00000126266",0.346,0.7707,0.8915,0.9223
"1528","D5","ENSG00000182858",0.6401,1.6729,1.7267,0.9786
"1529","D5","ENSG00000260063",0.3798,-0.25,-0.5733,0.9223
"1530","D5","ENSG00000144152",0.7731,-5.8375,-6.0244,0.9911
"1531","D5","ENSG00000167555",0.6103,1.6356,1.5807,0.9775
"1532","D5","ENSG00000207563",0.4544,-0.6684,0.1515,0.9503
"1533","D5","ENSG00000198130",0.5803,1.2997,1.346,0.9722
"1534","D5","ENSG00000221296",0.5211,-1.5617,-2.4221,0.9562
"1535","D5","ENSG00000283867",0.7311,-0.7325,-0.9409,0.9855
"1536","D5","ENSG00000235262",0.9873,0.4476,0.4435,0.9976
"1537","D5","ENSG00000224195",0.885,-2.7067,-2.9513,0.9948
"1538","D5","ENSG00000269560",0.8829,-0.2691,-0.3385,0.9948
"1539","D5","ENSG00000220600",0.3912,-4.1727,-3.128,0.9267
"1540","D5","ENSG00000181588",0.1268,1.0406,1.2919,0.92
"1541","D5","ENSG00000277402",0.66,4.264,4.3304,0.9786
"1542","D5","ENSG00000276662",0.1634,0.3244,0.7389,0.92
"1543","D5","ENSG00000231500",0.7495,9.0565,9.0107,0.987
"1544","D5","ENSG00000135506",0.4791,4.0517,4.0885,0.9562
"1545","D5","ENSG00000233621",0.0503,-1.0691,-1.9253,0.8729
"1546","D5","ENSG00000180210",0.0708,-3.5472,-5.283,0.8981
"1547","D5","ENSG00000139780",0.8083,-1.9283,-1.695,0.9948
"1548","D5","ENSG00000128683",0.6674,-5.7313,-5.5187,0.9786
"1549","D5","ENSG00000257122",0.7147,3.6816,3.7058,0.9798
"1550","D5","ENSG00000262580",0.1788,2.4928,2.6524,0.92
"1551","D5","ENSG00000103061",0.5978,2.4637,2.3775,0.9775
"1552","D5","ENSG00000160679",0.0369,2.9082,3.024,0.8289
"1553","D5","ENSG00000198821",0.6985,-4.3653,-4.6827,0.9798
"1554","D5","ENSG00000248469",0.9635,-5.5556,-5.6052,0.9969
"1555","D5","ENSG00000183889",0.6784,3.2794,3.3105,0.9798
"1556","D5","ENSG00000263235",0.0205,0.4444,-0.1448,0.7321
"1557","D5","ENSG00000257596",0.9289,0.6505,0.6859,0.9948
"1558","D5","ENSG00000143297",0.9356,1.9093,1.9032,0.9969
"1559","D5","ENSG00000234006",0.8953,-3.4054,-3.6123,0.9948
"1560","D5","ENSG00000196993",0.0347,-1.116,-4.0309,0.8136
"1561","D5","ENSG00000013573",0.7599,2.0182,2.0508,0.9887
"1562","D5","ENSG00000216937",0.0497,-0.841,-1.108,0.8729
"1563","D5","ENSG00000269959",0.5277,-5.8058,-5.3549,0.9562
"1564","D5","ENSG00000101342",0.0903,-2.1912,-3.7101,0.8981
"1565","D5","ENSG00000283629",0.7166,-3.8336,-3.2477,0.9816
"1566","D5","ENSG00000181790",0.2518,-2.5324,-2.8234,0.92
"1567","D5","ENSG00000135837",0.6375,3.4549,3.4183,0.9786
"1568","D5","ENSG00000248508",0.6984,1.856,1.8962,0.9798
"1569","D5","ENSG00000004939",0.8493,-5.896,-5.7678,0.9948
"1570","D5","ENSG00000235100",0.4529,-3.6926,-4.5676,0.9503
"1571","D5","ENSG00000236263",0.2684,-3.1214,-4.7593,0.92
"1572","D5","ENSG00000251364",0.951,0.3966,0.4093,0.9969
"1573","D5","ENSG00000244183",0.2382,0.6901,0.1792,0.92
"1574","D5","ENSG00000259073",0.5355,-0.1239,-0.3595,0.9562
"1575","D5","ENSG00000157303",0.9626,3.261,3.2537,0.9969
"1576","D5","ENSG00000226117",0.9195,0.461,0.5211,0.9948
"1577","D5","ENSG00000160838",0.7394,-4.053,-3.9034,0.9855
"1578","D5","ENSG00000224815",0.5376,-2.3994,-3.0121,0.9562
"1579","D5","ENSG00000091164",0.2563,2.0277,1.8221,0.92
"1580","D5","ENSG00000261654",0.4282,-1.7139,-1.5684,0.947
"1581","D5","ENSG00000124098",0.3587,1.1631,1.296,0.9223
"1582","D5","ENSG00000174943",0.0461,2.4615,2.734,0.8729
"1583","D5","ENSG00000104880",0.9215,2.8456,2.8064,0.9948
"1584","D5","ENSG00000184270",0.2808,5.5814,5.4633,0.92
"1585","D5","ENSG00000103023",0.0934,-5.8072,-4.3075,0.8981
"1586","D5","ENSG00000184903",0.4309,1.3995,1.4913,0.947
"1587","D5","ENSG00000234175",0.2671,-2.7888,-1.0574,0.92
"1588","D5","ENSG00000267083",0.6551,-1.8031,-2.0554,0.9786
"1589","D5","ENSG00000214783",0.1639,0.3255,0.1546,0.92
"1590","D5","ENSG00000207452",0.4965,-1.1769,-0.1185,0.9562
"1591","D5","ENSG00000227232",0.4382,3.0791,3.1418,0.947
"1592","D5","ENSG00000262529",0.5219,-3.9993,-5.0993,0.9562
"1593","D5","ENSG00000251935",0.9715,-4.5057,-4.4438,0.9976
"1594","D5","ENSG00000115568",0.8422,2.9349,2.9511,0.9948
"1595","D5","ENSG00000186765",0.6184,0.2851,0.1688,0.9775
"1596","D5","ENSG00000266744",0.8415,-4.0026,-3.6951,0.9948
"1597","D5","ENSG00000103832",0.294,-5.8729,-5.2226,0.9223
"1598","D5","ENSG00000213197",0.0337,1.2186,0.5961,0.8136
"1599","D5","ENSG00000149679",0.1862,1.7489,1.5619,0.92
"1600","D5","ENSG00000119729",0.6162,2.6605,2.5512,0.9775
"1601","D5","ENSG00000260136",0.3131,-0.367,0.0329,0.9223
"1602","D5","ENSG00000232006",0.2044,-5.662,-4.6109,0.92
"1603","D5","ENSG00000131876",0.7278,2.7487,2.7723,0.9848
"1604","D5","ENSG00000265706",0.3752,0.7824,1.1916,0.9223
"1605","D5","ENSG00000239203",0.6498,1.162,1.3429,0.9786
"1606","D5","ENSG00000137404",0.7132,1.3522,1.2537,0.9798
"1607","D5","ENSG00000258662",0.3301,0.7362,0.9156,0.9223
"1608","D5","ENSG00000180878",0.7009,-1.0863,-1.29,0.9798
"1609","D5","ENSG00000104763",0.3725,3.8568,3.9813,0.9223
"1610","D5","ENSG00000239670",0.3127,0.2274,0.5692,0.9223
"1611","D5","ENSG00000261159",0.2021,0.8321,1.1375,0.92
"1612","D5","ENSG00000121318",0.0788,-0.8494,-1.5542,0.8981
"1613","D5","ENSG00000281696",0.3587,-1.4362,-0.3541,0.9223
"1614","D5","ENSG00000256087",0.601,0.7993,0.7251,0.9775
"1615","D5","ENSG00000179304",0.113,1.6061,2.0409,0.92
"1616","D5","ENSG00000198826",0.2654,1.7324,1.4782,0.92
"1617","D5","ENSG00000229930",0.5092,-1.3071,-0.9672,0.9562
"1618","D5","ENSG00000258529",0.9915,-4.9011,-4.8793,0.9976
"1619","D5","ENSG00000108785",0.4604,1.0774,1.2374,0.9503
"1620","D5","ENSG00000272768",0.8747,0.0859,0.04,0.9948
"1621","D5","ENSG00000261019",0.8784,-4.8054,-5.0001,0.9948
"1622","D5","ENSG00000154978",2e-04,4.8456,5.1052,0.1333
"1623","D5","ENSG00000125875",0.7931,2.5352,2.499,0.9942
"1624","D5","ENSG00000115310",0.0667,2.5529,2.6953,0.896
"1625","D5","ENSG00000224699",0.4916,-0.3981,-0.2899,0.9562
"1626","D5","ENSG00000225556",0.0177,0.0854,0.5152,0.7321
"1627","D5","ENSG00000181038",0.1457,2.7284,2.9526,0.92
"1628","D5","ENSG00000274967",0.6633,-3.8132,-3.0004,0.9786
"1629","D5","ENSG00000182798",0.927,-5.5127,-5.6141,0.9948
"1630","D5","ENSG00000124228",0.9606,3.3453,3.3485,0.9969
"1631","D5","ENSG00000259710",0.0054,-0.8172,-3.4423,0.6538
"1632","D5","ENSG00000282865",0.0928,-0.5921,-1.1032,0.8981
"1633","D5","ENSG00000122545",0.3934,3.8388,3.7575,0.9267
"1634","D5","ENSG00000273565",0.2928,-2.022,-3.3146,0.9223
"1635","D5","ENSG00000253846",0.4465,-0.6689,-0.4294,0.95
"1636","D5","ENSG00000119707",0.7509,2.9829,2.944,0.9875
"1637","D5","ENSG00000180667",0.2528,0.471,0.6412,0.92
"1638","D5","ENSG00000267638",0.1568,-1.1769,-1.8659,0.92
"1639","D5","ENSG00000142784",0.8376,3.1822,3.2172,0.9948
"1640","D5","ENSG00000250571",0.5835,1.3799,1.5419,0.9733
"1641","D5","ENSG00000173614",0.8383,1.2096,1.2463,0.9948
"1642","D5","ENSG00000237007",0.9622,-2.6141,-2.6967,0.9969
"1643","D5","ENSG00000232060",0.5386,-6.3132,-6.6439,0.9562
"1644","D5","ENSG00000138642",0.1625,2.224,2.3778,0.92
"1645","D5","ENSG00000185246",0.3828,3.0333,3.1348,0.9235
"1646","D5","ENSG00000255337",0.9024,-4.1764,-3.9837,0.9948
"1647","D5","ENSG00000174939",0.0958,-1.7758,-2.2096,0.8995
"1648","D5","ENSG00000134297",0.0284,0.3431,-0.1379,0.7872
"1649","D5","ENSG00000252452",0.3373,0.8878,0.2546,0.9223
"1650","D5","ENSG00000253190",0.0411,-3.1955,-5.558,0.8474
"1651","D5","ENSG00000271642",0.9735,-0.0933,-0.083,0.9976
"1652","D5","ENSG00000259191",0.9797,-5.1728,-5.2057,0.9976
"1653","D5","ENSG00000042813",0.9074,-6.0288,-5.9461,0.9948
"1654","D5","ENSG00000128692",0.18,-1.3238,-2.2286,0.92
"1655","D5","ENSG00000225988",0.3407,-5.7243,-6.6439,0.9223
"1656","D5","ENSG00000204624",0.3456,-4.793,-5.3618,0.9223
"1657","D5","ENSG00000105642",0.7069,-2.2017,-2.0546,0.9798
"1658","D5","ENSG00000120370",0.9203,1.2104,1.2225,0.9948
"1659","D5","ENSG00000224818",0.8173,-4.0553,-4.5554,0.9948
"1660","D5","ENSG00000161921",0.2225,-2.7937,-2.2496,0.92
"1661","D5","ENSG00000171488",0.0511,-1.4869,-1.8775,0.8729
"1662","D5","ENSG00000236567",0.7494,-0.3803,-0.3011,0.987
"1663","D5","ENSG00000152253",0.0204,-1.6286,-3.6466,0.7321
"1664","D5","ENSG00000241429",0.3639,-0.3648,-0.0801,0.9223
"1665","D5","ENSG00000197013",0.946,0.5592,0.5689,0.9969
"1666","D5","ENSG00000170092",0.7396,0.1901,0.1318,0.9855
"1667","D5","ENSG00000113389",0.1103,-6.3373,-5.7105,0.92
"1668","D5","ENSG00000209482",0.9311,3.2243,3.2083,0.9948
"1669","D5","ENSG00000227351",0.2252,-5.2587,-6.6439,0.92
"1670","D5","ENSG00000237286",0.8037,1.6122,1.6563,0.9948
"1671","D5","ENSG00000122912",0.2278,0.9373,1.0886,0.92
"1672","D5","ENSG00000131558",0.5847,2.9001,2.9555,0.9742
"1673","D5","ENSG00000104872",0.0556,3.0857,3.3356,0.876
"1674","D5","ENSG00000285458",0.8361,-1.176,-1.0866,0.9948
"1675","D5","ENSG00000243230",0.7106,-3.2628,-3.7972,0.9798
"1676","D5","ENSG00000159335",0.8194,2.7513,2.7913,0.9948
"1677","D5","ENSG00000180884",0.4054,0.6015,0.7885,0.9394
"1678","D5","ENSG00000158528",0.8244,-5.1259,-5.2549,0.9948
"1679","D5","ENSG00000280234",0.5303,-4.8698,-5.5414,0.9562
"1680","D5","ENSG00000187999",0.3957,-2.0112,-2.9518,0.9267
"1681","D5","ENSG00000204084",0.0119,3.5468,3.6695,0.6971
"1682","D5","ENSG00000164199",0.6452,-3.1415,-3.2163,0.9786
"1683","D5","ENSG00000155592",0.7413,1.6294,1.6007,0.9855
"1684","D5","ENSG00000196268",0.8337,0.7567,0.7232,0.9948
"1685","D5","ENSG00000234193",0.0353,-1.3565,-3.3258,0.8136
"1686","D5","ENSG00000231468",0.1461,0.1526,-0.4082,0.92
"1687","D5","ENSG00000249222",0.3512,-2.0694,-1.4834,0.9223
"1688","D5","ENSG00000015479",0.7835,3.4441,3.4792,0.9922
"1689","D5","ENSG00000230795",0.3663,-3.0451,-2.1155,0.9223
"1690","D5","ENSG00000186642",0.7747,-5.1746,-5.0577,0.9911
"1691","D5","ENSG00000256274",0.762,-1.5323,-1.3703,0.9891
"1692","D5","ENSG00000282961",0.7997,-1.914,-1.9468,0.9948
"1693","D5","ENSG00000259810",0.7586,-4.114,-4.3896,0.9887
"1694","D5","ENSG00000272855",0.6582,-5.6314,-5.0882,0.9786
"1695","D5","ENSG00000166471",0.3053,1.7997,2.0074,0.9223
"1696","D5","ENSG00000100603",0.4973,4.3129,4.2454,0.9562
"1697","D5","ENSG00000238103",0.8479,1.7813,1.7374,0.9948
"1698","D5","ENSG00000254027",0.0763,-2.3668,-0.7072,0.8981
"1699","D5","ENSG00000254641",0.6074,-3.3362,-4.3281,0.9775
"1700","D5","ENSG00000067596",0.052,3.0912,3.1836,0.8739
"1701","D5","ENSG00000224831",0.1053,-0.2369,-0.5907,0.9197
"1702","D5","ENSG00000263558",0.7046,-5.4927,-4.9917,0.9798
"1703","D5","ENSG00000222506",0.4199,0.3688,0.6474,0.947
"1704","D5","ENSG00000258818",0.2255,-3.198,-1.7654,0.92
"1705","D5","ENSG00000275630",0.1554,-4.2599,-6.6439,0.92
"1706","D5","ENSG00000069696",0.1963,-3.2887,-1.5528,0.92
"1707","D5","ENSG00000206418",0.1935,2.858,2.7319,0.92
"1708","D5","ENSG00000255669",0.3039,-2.2356,-1.6696,0.9223
"1709","D5","ENSG00000106479",0.3181,2.1499,2.0893,0.9223
"1710","D5","ENSG00000228507",0.0447,-0.6293,-1.8583,0.868
"1711","D5","ENSG00000256407",0.6328,-4.9865,-5.4091,0.9786
"1712","D5","ENSG00000285417",0.893,-4.1441,-4.0296,0.9948
"1713","D5","ENSG00000135838",0.9182,0.3066,0.2911,0.9948
"1714","D5","ENSG00000166595",0.81,4.5889,4.6108,0.9948
"1715","D5","ENSG00000272885",0.1551,-4.5933,-6.6439,0.92
"1716","D5","ENSG00000238273",0.7276,-4.9616,-4.5984,0.9848
"1717","D5","ENSG00000185787",0.3665,4.2378,4.3346,0.9223
"1718","D5","ENSG00000151552",0.3172,2.3562,2.2429,0.9223
"1719","D5","ENSG00000153956",0.0201,-6.6439,-6.6439,0.7321
"1720","D5","ENSG00000276926",0.8035,2.6848,2.7418,0.9948
"1721","D5","ENSG00000211639",0.8175,-5.0216,-5.3484,0.9948
"1722","D5","ENSG00000252835",0.7777,5.8537,5.8023,0.9911
"1723","D5","ENSG00000182308",0.7471,-1.6879,-1.7932,0.9863
"1724","D5","ENSG00000125827",0.7128,2.8476,2.8158,0.9798
"1725","D5","ENSG00000270751",0.0663,0.2841,-1.7498,0.896
"1726","D5","ENSG00000225779",0.1799,-0.108,-0.5358,0.92
"1727","D5","ENSG00000241014",0.4527,-1.9631,-2.1977,0.9503
