"","sample","gene","anova_p","mean_between","mean_intra","fdr"
"3421","D6","ENSG00000259498",0.378,-5.7792,-5.1098,0.9954
"3422","D6","ENSG00000177888",0.5069,0.782,0.9152,0.9954
"3423","D6","ENSG00000254997",0.6898,-4.5608,-5.0012,0.9954
"3424","D6","ENSG00000251230",0.0046,-0.1393,-1.5797,0.5111
"3425","D6","ENSG00000030419",0.3891,4.0079,4.1965,0.9954
"3426","D6","ENSG00000002919",0.0258,4.4643,4.6695,0.8897
"3427","D6","ENSG00000131042",0.1636,-5.6215,-6.6439,0.9954
"3428","D6","ENSG00000158815",0.8827,-1.7626,-1.8226,0.9954
"3429","D6","ENSG00000241229",0.2036,1.6624,1.1233,0.9954
"3430","D6","ENSG00000252503",0.2645,0.2751,1.0988,0.9954
"3431","D6","ENSG00000250471",0.5463,-4.7052,-4.1599,0.9954
"3432","D6","ENSG00000273297",0.964,-5.4817,-5.5323,0.9998
"3433","D6","ENSG00000240770",0.5222,-0.6724,-0.5103,0.9954
"3434","D6","ENSG00000212579",0.1553,-2.3222,-5.0276,0.9954
"3435","D6","ENSG00000267005",0.8004,-4.6682,-5.0874,0.9954
"3436","D6","ENSG00000128050",0.7148,3.8789,3.7951,0.9954
"3437","D6","ENSG00000283644",0.0078,-0.4762,-3.4237,0.7273
"3438","D6","ENSG00000235763",0.3882,0.1859,0.6658,0.9954
"3439","D6","ENSG00000078369",0.0443,5.2069,5.2724,0.952
"3440","D6","ENSG00000179873",0.1713,-2.3043,-1.5233,0.9954
"3441","D6","ENSG00000255949",0.5189,1.8548,1.1752,0.9954
"3442","D6","ENSG00000079215",0.4325,-1.8214,-1.6339,0.9954
"3443","D6","ENSG00000236397",0.3644,-0.3277,-0.0621,0.9954
"3444","D6","ENSG00000113387",0.2565,3.2125,3.0827,0.9954
"3445","D6","ENSG00000234297",0.2963,-5.74,-6.6439,0.9954
"3446","D6","ENSG00000140749",0.6229,-1.6462,-1.8017,0.9954
"3447","D6","ENSG00000132436",0.6972,1.9373,1.8601,0.9954
"3448","D6","ENSG00000180929",0.8798,-2.8865,-3.0185,0.9954
"3449","D6","ENSG00000279526",0.3159,-1.0055,-1.3924,0.9954
"3450","D6","ENSG00000269148",0.9519,1.0247,1.0402,0.9988
"3451","D6","ENSG00000134884",0.6927,3.8105,3.8928,0.9954
"3452","D6","ENSG00000260253",0.7674,-0.2401,-0.104,0.9954
"3453","D6","ENSG00000146282",0.6049,3.1038,3.1644,0.9954
"3454","D6","ENSG00000182158",0.1059,5.2705,5.3474,0.9954
"3455","D6","ENSG00000240074",0.4009,-2.0003,-1.2914,0.9954
"3456","D6","ENSG00000185201",0.6925,3.9211,3.8591,0.9954
"3457","D6","ENSG00000078699",0.7092,1.0181,1.0565,0.9954
"3458","D6","ENSG00000198816",0.7765,2.2221,2.2627,0.9954
"3459","D6","ENSG00000146221",0.7169,-4.3341,-4.0929,0.9954
"3460","D6","ENSG00000199347",0.3078,4.1492,3.8902,0.9954
"3461","D6","ENSG00000246777",0.1688,-5.4485,-6.6439,0.9954
"3462","D6","ENSG00000260912",0.609,0.7289,0.6428,0.9954
"3463","D6","ENSG00000259106",0.5886,-4.3513,-3.6477,0.9954
"3464","D6","ENSG00000207932",0.6285,0.8104,1.0569,0.9954
"3465","D6","ENSG00000122966",0.2946,0.0108,-0.0908,0.9954
"3466","D6","ENSG00000105967",0.1407,-5.2056,-4.4306,0.9954
"3467","D6","ENSG00000171459",0.9928,-2.4933,-2.4873,0.9998
"3468","D6","ENSG00000197782",0.84,1.6559,1.6222,0.9954
"3469","D6","ENSG00000236129",0.3643,-2.2114,-0.9189,0.9954
"3470","D6","ENSG00000122970",0.0507,0.1074,-0.2893,0.952
"3471","D6","ENSG00000155970",0.4766,-1.3621,-1.5888,0.9954
"3472","D6","ENSG00000075415",0.1382,4.3939,4.5017,0.9954
"3473","D6","ENSG00000171724",0.928,-5.7103,-5.7937,0.997
"3474","D6","ENSG00000188985",0.4567,-4.3382,-3.806,0.9954
"3475","D6","ENSG00000258730",0.5292,-1.0657,-0.9573,0.9954
"3476","D6","ENSG00000236317",0.4331,-3.8642,-5.1774,0.9954
"3477","D6","ENSG00000130349",0.1148,1.6771,1.4413,0.9954
"3478","D6","ENSG00000212211",0.9129,-3.5662,-3.363,0.997
"3479","D6","ENSG00000132780",0.4806,2.766,2.6767,0.9954
"3480","D6","ENSG00000197728",0.5437,5.2565,5.3041,0.9954
"3481","D6","ENSG00000262188",0.9753,-1.7748,-1.7896,0.9998
"3482","D6","ENSG00000215817",0.924,-1.6716,-1.6505,0.997
"3483","D6","ENSG00000172965",0.9176,-2.7027,-2.725,0.997
"3484","D6","ENSG00000171311",0.1084,2.7713,2.6196,0.9954
"3485","D6","ENSG00000239791",0.5633,-4.4497,-5.2055,0.9954
"3486","D6","ENSG00000125538",0.0575,0.2798,-0.1675,0.952
"3487","D6","ENSG00000166143",0.0166,-4.7261,-2.1193,0.8549
"3488","D6","ENSG00000257355",0.9949,-3.6441,-3.634,0.9998
"3489","D6","ENSG00000207022",0.0812,-0.7759,-2.6405,0.9842
"3490","D6","ENSG00000115234",0.7402,4.195,4.2325,0.9954
"3491","D6","ENSG00000267383",0.5397,-1.5766,-1.7148,0.9954
"3492","D6","ENSG00000187950",0.1389,-4.9746,-6.1973,0.9954
"3493","D6","ENSG00000183324",0.6398,-3.0688,-3.613,0.9954
"3494","D6","ENSG00000215493",0.2639,0.5551,0.3259,0.9954
"3495","D6","ENSG00000198899",0.1654,5.8813,5.6543,0.9954
"3496","D6","ENSG00000088682",0.6063,2.0347,1.9746,0.9954
"3497","D6","ENSG00000160446",0.7306,1.9155,1.8062,0.9954
"3498","D6","ENSG00000277299",0.7549,-0.683,-0.5118,0.9954
"3499","D6","ENSG00000257568",0.3713,-0.8214,-0.3083,0.9954
"3500","D6","ENSG00000204116",0.8449,1.2355,1.2977,0.9954
"3501","D6","ENSG00000267740",0.854,-3.0099,-2.7675,0.9954
"3502","D6","ENSG00000137309",0.9602,5.9713,5.9684,0.9995
"3503","D6","ENSG00000164855",0.1996,-3.0182,-2.3677,0.9954
"3504","D6","ENSG00000085840",0.7574,0.3795,0.3287,0.9954
"3505","D6","ENSG00000232862",0.2667,-4.477,-3.276,0.9954
"3506","D6","ENSG00000200571",0.5397,-1.5089,-2.6302,0.9954
"3507","D6","ENSG00000202513",0.6458,-1.5545,-0.9259,0.9954
"3508","D6","ENSG00000187123",0.6684,-6.5285,-6.6439,0.9954
"3509","D6","ENSG00000242607",0.1085,-2.7671,-0.7617,0.9954
"3510","D6","ENSG00000211891",0.5908,-0.9074,-0.6646,0.9954
"3511","D6","ENSG00000076248",0.4444,2.7141,2.7934,0.9954
"3512","D6","ENSG00000120694",0.4782,4.4977,4.4232,0.9954
"3513","D6","ENSG00000100325",0.1683,3.1886,3.0479,0.9954
"3514","D6","ENSG00000115850",0.3001,-1.6831,-1.5114,0.9954
"3515","D6","ENSG00000178789",0.6333,-2.7727,-2.3817,0.9954
"3516","D6","ENSG00000224137",0.3672,4.0005,3.8671,0.9954
"3517","D6","ENSG00000156802",0.6739,2.401,2.3504,0.9954
"3518","D6","ENSG00000125772",0.2318,3.9419,4.0414,0.9954
"3519","D6","ENSG00000257896",0.3855,-0.6973,-1.0788,0.9954
"3520","D6","ENSG00000124143",0.6002,-4.206,-4.5991,0.9954
"3521","D6","ENSG00000023734",0.6104,5.0831,5.1237,0.9954
"3522","D6","ENSG00000261794",0.785,-1.011,-1.0897,0.9954
"3523","D6","ENSG00000266171",0.5917,0.3826,0.2387,0.9954
"3524","D6","ENSG00000250565",0.015,0.4407,0.1205,0.8549
"3525","D6","ENSG00000279500",0.0454,3.681,3.9252,0.952
"3526","D6","ENSG00000233347",0.0294,-1.3212,-3.5396,0.9484
"3527","D6","ENSG00000126266",0.3152,1.412,1.2433,0.9954
"3528","D6","ENSG00000182858",0.2785,1.9449,1.8184,0.9954
"3529","D6","ENSG00000260063",0.9299,-0.0325,-0.0553,0.997
"3530","D6","ENSG00000144152",0.26,-5.5532,-6.1998,0.9954
"3531","D6","ENSG00000167555",0.3594,1.5035,1.6233,0.9954
"3532","D6","ENSG00000207563",0.8322,-0.9321,-0.6226,0.9954
"3533","D6","ENSG00000198130",0.2875,1.4264,1.5212,0.9954
"3534","D6","ENSG00000221296",0.8228,-2.4707,-2.8931,0.9954
"3535","D6","ENSG00000283867",4e-04,-0.7061,2.2752,0.1333
"3536","D6","ENSG00000235262",0.5529,0.314,0.5183,0.9954
"3537","D6","ENSG00000224195",1e-04,-1.6993,-6.6439,0.05
"3538","D6","ENSG00000269560",0.1611,0.1458,-0.3058,0.9954
"3539","D6","ENSG00000220600",0.4197,-4.2795,-3.0223,0.9954
"3540","D6","ENSG00000181588",0.0065,0.2914,0.8073,0.65
"3541","D6","ENSG00000277402",0.0715,4.8279,5.0711,0.9742
"3542","D6","ENSG00000276662",0.6565,0.2263,0.1004,0.9954
"3543","D6","ENSG00000231500",0.9506,8.6104,8.6181,0.9988
"3544","D6","ENSG00000135506",0.4269,4.3592,4.4083,0.9954
"3545","D6","ENSG00000233621",0.3508,-0.6744,-0.9733,0.9954
"3546","D6","ENSG00000180210",0.9972,-4.0586,-4.0617,0.9998
"3547","D6","ENSG00000139780",0.6508,-2.2003,-2.5779,0.9954
"3548","D6","ENSG00000128683",0.0197,-3.4014,-4.084,0.8549
"3549","D6","ENSG00000257122",0.6957,3.2496,3.2201,0.9954
"3550","D6","ENSG00000262580",0.9714,2.2207,2.2154,0.9998
"3551","D6","ENSG00000103061",0.7168,2.5,2.541,0.9954
"3552","D6","ENSG00000160679",0.1398,2.9612,3.0649,0.9954
"3553","D6","ENSG00000198821",0.3197,-4.3957,-3.4553,0.9954
"3554","D6","ENSG00000248469",0.8788,-5.1692,-5.3249,0.9954
"3555","D6","ENSG00000183889",0.2245,2.9594,3.0944,0.9954
"3556","D6","ENSG00000263235",0.4235,0.0706,-0.2197,0.9954
"3557","D6","ENSG00000257596",0.5211,0.6123,0.3911,0.9954
"3558","D6","ENSG00000143297",0.3814,3.32,3.361,0.9954
"3559","D6","ENSG00000234006",0.3112,-2.3842,-0.9947,0.9954
"3560","D6","ENSG00000196993",0.8347,-1.0006,-1.2179,0.9954
"3561","D6","ENSG00000013573",0.9648,1.8728,1.8786,0.9998
"3562","D6","ENSG00000216937",0.4768,-0.9841,-1.1289,0.9954
"3563","D6","ENSG00000269959",0.4194,-5.5299,-6.1114,0.9954
"3564","D6","ENSG00000101342",0.9036,-1.8704,-1.9303,0.9968
"3565","D6","ENSG00000283629",0.4409,-2.6906,-3.5137,0.9954
"3566","D6","ENSG00000181790",0.0133,-2.2688,-1.4059,0.8549
"3567","D6","ENSG00000135837",0.5634,3.5752,3.5191,0.9954
"3568","D6","ENSG00000248508",0.9912,1.6907,1.6896,0.9998
"3569","D6","ENSG00000004939",0.5017,-5.963,-5.5748,0.9954
"3570","D6","ENSG00000235100",0.5587,-3.2714,-2.6626,0.9954
"3571","D6","ENSG00000236263",0.5649,-2.5297,-3.2481,0.9954
"3572","D6","ENSG00000251364",0.9364,0.6067,0.5946,0.997
"3573","D6","ENSG00000244183",0.665,-0.6017,-0.3549,0.9954
"3574","D6","ENSG00000259073",0.2157,0.149,0.7056,0.9954
"3575","D6","ENSG00000157303",0.0508,2.9865,3.3368,0.952
"3576","D6","ENSG00000226117",0.044,1.2786,2.0294,0.952
"3577","D6","ENSG00000160838",0.5055,-4.4671,-3.861,0.9954
"3578","D6","ENSG00000224815",0.2068,-3.4347,-5.0401,0.9954
"3579","D6","ENSG00000091164",0.534,2.119,2.0175,0.9954
"3580","D6","ENSG00000261654",0.9267,-1.283,-1.248,0.997
"3581","D6","ENSG00000124098",0.885,1.0166,1.0317,0.9954
"3582","D6","ENSG00000174943",0.7818,2.2333,2.2715,0.9954
"3583","D6","ENSG00000104880",0.1954,3.0597,2.7874,0.9954
"3584","D6","ENSG00000184270",0.8136,5.4375,5.4633,0.9954
"3585","D6","ENSG00000103023",0.4163,-6.1671,-5.5617,0.9954
"3586","D6","ENSG00000184903",0.6314,0.9347,0.8742,0.9954
"3587","D6","ENSG00000234175",0.3274,-2.2686,-0.9178,0.9954
"3588","D6","ENSG00000267083",0.9865,-1.1205,-1.1285,0.9998
"3589","D6","ENSG00000214783",0.5197,0.4166,0.3431,0.9954
"3590","D6","ENSG00000207452",0.326,-1.2216,-3.0196,0.9954
"3591","D6","ENSG00000227232",0.9361,3.1229,3.1141,0.997
"3592","D6","ENSG00000262529",0.9415,-3.4679,-3.5846,0.997
"3593","D6","ENSG00000251935",0.5087,-4.4773,-5.5058,0.9954
"3594","D6","ENSG00000115568",0.9229,2.7953,2.8017,0.997
"3595","D6","ENSG00000186765",0.3473,0.6411,0.8813,0.9954
"3596","D6","ENSG00000266744",0.8718,-3.1046,-2.8233,0.9954
"3597","D6","ENSG00000103832",0.6731,-5.4717,-5.7678,0.9954
"3598","D6","ENSG00000213197",0.8961,-0.0243,-0.1083,0.9961
"3599","D6","ENSG00000149679",0.0316,1.973,1.7995,0.952
"3600","D6","ENSG00000119729",0.4888,3.0394,2.7981,0.9954
"3601","D6","ENSG00000260136",0.5694,-0.3289,-0.1092,0.9954
"3602","D6","ENSG00000232006",0.1837,-5.0834,-4.1267,0.9954
"3603","D6","ENSG00000131876",0.0169,2.8971,3.0816,0.8549
"3604","D6","ENSG00000265706",0.5288,0.6153,0.9554,0.9954
"3605","D6","ENSG00000239203",0.1897,1.3636,1.8829,0.9954
"3606","D6","ENSG00000137404",0.3884,1.5788,1.7488,0.9954
"3607","D6","ENSG00000258662",0.4938,-0.9049,-0.6952,0.9954
"3608","D6","ENSG00000180878",0.9022,-1.5754,-1.457,0.9967
"3609","D6","ENSG00000104763",0.4055,3.1036,3.217,0.9954
"3610","D6","ENSG00000239670",0.8385,0.1927,0.1104,0.9954
"3611","D6","ENSG00000261159",0.7663,0.8041,0.711,0.9954
"3612","D6","ENSG00000121318",0.9806,-0.8497,-0.8408,0.9998
"3613","D6","ENSG00000281696",0.1255,-1.1751,0.4992,0.9954
"3614","D6","ENSG00000256087",0.3944,0.9794,1.1024,0.9954
"3615","D6","ENSG00000179304",0.0918,1.687,1.3036,0.9954
"3616","D6","ENSG00000198826",0.5086,0.5031,0.3494,0.9954
"3617","D6","ENSG00000229930",0.4918,-1.6499,-1.019,0.9954
"3618","D6","ENSG00000258529",0.2529,-4.4343,-6.3573,0.9954
"3619","D6","ENSG00000108785",0.8366,0.8991,0.9408,0.9954
"3620","D6","ENSG00000272768",0.6883,0.2222,0.3274,0.9954
"3621","D6","ENSG00000261019",0.0751,-4.6276,-2.5366,0.9742
"3622","D6","ENSG00000154978",0.0635,5.5994,5.741,0.9549
"3623","D6","ENSG00000125875",0.2922,2.4052,2.275,0.9954
"3624","D6","ENSG00000115310",0.5011,2.7832,2.8253,0.9954
"3625","D6","ENSG00000224699",0.5077,-0.5168,-0.4425,0.9954
"3626","D6","ENSG00000225556",0.2828,-1.5496,-1.2697,0.9954
"3627","D6","ENSG00000181038",0.1306,2.6906,2.8498,0.9954
"3628","D6","ENSG00000274967",0.4246,-2.1144,-0.8822,0.9954
"3629","D6","ENSG00000182798",0.1438,-3.9765,-1.9917,0.9954
"3630","D6","ENSG00000124228",0.2087,3.0976,3.0027,0.9954
"3631","D6","ENSG00000259710",0.7817,-2.9983,-3.4347,0.9954
"3632","D6","ENSG00000282865",0.1275,-1.4709,-2.0522,0.9954
"3633","D6","ENSG00000122545",0.3313,4.0236,3.9039,0.9954
"3634","D6","ENSG00000273565",0.8877,-1.1264,-1.2634,0.9954
"3635","D6","ENSG00000253846",0.9191,-0.0467,-0.0707,0.997
"3636","D6","ENSG00000119707",0.7453,2.7988,2.7554,0.9954
"3637","D6","ENSG00000180667",0.5698,1.854,1.9132,0.9954
"3638","D6","ENSG00000267638",0.4445,-2.2342,-1.1289,0.9954
"3639","D6","ENSG00000142784",0.2974,3.5056,3.3204,0.9954
"3640","D6","ENSG00000250571",0.8228,1.5971,1.5458,0.9954
"3641","D6","ENSG00000173614",0.7835,1.1136,1.0794,0.9954
"3642","D6","ENSG00000237007",0.1538,-2.7375,-0.4791,0.9954
"3643","D6","ENSG00000232060",0.74,-5.6983,-5.3759,0.9954
"3644","D6","ENSG00000138642",0.1054,2.8489,2.9967,0.9954
"3645","D6","ENSG00000185246",0.7378,2.89,2.9465,0.9954
"3646","D6","ENSG00000255337",0.9609,-2.4484,-2.5147,0.9995
"3647","D6","ENSG00000174939",0.2533,-2.574,-3.569,0.9954
"3648","D6","ENSG00000134297",0.9316,-0.0124,0.012,0.997
"3649","D6","ENSG00000252452",0.8066,0.7397,0.5895,0.9954
"3650","D6","ENSG00000253190",0.5934,-2.6084,-3.1013,0.9954
"3651","D6","ENSG00000271642",0.8643,0.4928,0.4443,0.9954
"3652","D6","ENSG00000259191",0.6774,-3.968,-4.552,0.9954
"3653","D6","ENSG00000042813",0.3803,-6.2514,-6.6439,0.9954
"3654","D6","ENSG00000128692",0.9914,-1.6035,-1.5972,0.9998
"3655","D6","ENSG00000225988",0.6623,-5.1948,-4.7705,0.9954
"3656","D6","ENSG00000204624",0.3486,-6.3331,-6.6439,0.9954
"3657","D6","ENSG00000105642",0.828,0.3329,0.2874,0.9954
"3658","D6","ENSG00000120370",0.4599,1.3778,1.4668,0.9954
"3659","D6","ENSG00000224818",0.9411,-3.1835,-3.0192,0.997
"3660","D6","ENSG00000161921",0.5597,-3.4356,-3.0298,0.9954
"3661","D6","ENSG00000171488",0.7933,-0.9624,-0.9043,0.9954
"3662","D6","ENSG00000236567",0.2019,-0.4835,-0.959,0.9954
"3663","D6","ENSG00000152253",0.9874,-1.1255,-1.1326,0.9998
"3664","D6","ENSG00000241429",0.6552,-0.2602,-0.1592,0.9954
"3665","D6","ENSG00000197013",0.7729,0.5259,0.5662,0.9954
"3666","D6","ENSG00000170092",0.9132,0.1498,0.1339,0.997
"3667","D6","ENSG00000113389",0.1028,-5.983,-6.6439,0.9954
"3668","D6","ENSG00000209482",0.4827,2.9437,2.7759,0.9954
"3669","D6","ENSG00000227351",0.5664,-4.8876,-4.1487,0.9954
"3670","D6","ENSG00000237286",0.3181,1.4523,1.2528,0.9954
"3671","D6","ENSG00000122912",0.8819,1.0741,1.0925,0.9954
"3672","D6","ENSG00000131558",0.064,2.904,3.0556,0.9552
"3673","D6","ENSG00000104872",0.5007,3.1711,3.2521,0.9954
"3674","D6","ENSG00000285458",0.1849,-0.9698,-1.4109,0.9954
"3675","D6","ENSG00000243230",0.6432,-3.8348,-3.0697,0.9954
"3676","D6","ENSG00000159335",0.6995,2.4035,2.4785,0.9954
"3677","D6","ENSG00000180884",0.692,1.0133,0.9536,0.9954
"3678","D6","ENSG00000158528",0.7094,-5.1553,-5.37,0.9954
"3679","D6","ENSG00000280234",0.274,-4.0255,-5.3465,0.9954
"3680","D6","ENSG00000187999",0.0156,-3.2772,-6.2473,0.8549
"3681","D6","ENSG00000204084",0.0451,3.6474,3.7563,0.952
"3682","D6","ENSG00000164199",0.7778,-5.1244,-5.0339,0.9954
"3683","D6","ENSG00000155592",0.8929,1.4621,1.4472,0.9954
"3684","D6","ENSG00000196268",0.3248,0.7716,0.6305,0.9954
"3685","D6","ENSG00000234193",0.9876,-1.3354,-1.3528,0.9998
"3686","D6","ENSG00000231468",0.5641,-0.7853,-0.1337,0.9954
"3687","D6","ENSG00000249222",0.6474,-2.0511,-2.554,0.9954
"3688","D6","ENSG00000015479",0.8783,3.318,3.3461,0.9954
"3689","D6","ENSG00000230795",0.3333,-1.6857,-2.2673,0.9954
"3690","D6","ENSG00000186642",0.5591,-4.3645,-4.6645,0.9954
"3691","D6","ENSG00000256274",0.5568,-1.3678,-1.6808,0.9954
"3692","D6","ENSG00000282961",0.8965,-2.3791,-2.3429,0.9961
"3693","D6","ENSG00000259810",0.2586,-4.5248,-5.6321,0.9954
"3694","D6","ENSG00000272855",0.232,-5.2912,-3.5516,0.9954
"3695","D6","ENSG00000166471",0.699,2.1159,2.188,0.9954
"3696","D6","ENSG00000100603",0.145,4.1731,4.0398,0.9954
"3697","D6","ENSG00000238103",0.0683,1.5466,2.0042,0.969
"3698","D6","ENSG00000254027",0.2746,-3.19,-1.8591,0.9954
"3699","D6","ENSG00000254641",0.2726,-4.6826,-6.6439,0.9954
"3700","D6","ENSG00000067596",0.3179,2.8511,2.8996,0.9954
"3701","D6","ENSG00000224831",0.5285,-0.1631,0.0365,0.9954
"3702","D6","ENSG00000263558",0.2061,-4.4696,-2.9095,0.9954
"3703","D6","ENSG00000222506",0.8335,0.1928,0.4556,0.9954
"3704","D6","ENSG00000258818",0.2631,-0.8476,-0.3673,0.9954
"3705","D6","ENSG00000275630",0.5702,-3.9178,-4.9154,0.9954
"3706","D6","ENSG00000069696",0.6977,-2.0534,-2.2937,0.9954
"3707","D6","ENSG00000206418",0.8257,3.0145,3.042,0.9954
"3708","D6","ENSG00000255669",0.2643,-1.6264,-1.9992,0.9954
"3709","D6","ENSG00000106479",0.1209,2.0604,2.1634,0.9954
"3710","D6","ENSG00000228507",0.3682,-1.297,-2.3952,0.9954
"3711","D6","ENSG00000256407",0.4088,-5.0959,-4.1736,0.9954
"3712","D6","ENSG00000285417",0.7895,-1.2666,-1.1642,0.9954
"3713","D6","ENSG00000135838",0.0627,0.8011,0.5597,0.9549
"3714","D6","ENSG00000166595",0.445,4.7479,4.6424,0.9954
"3715","D6","ENSG00000272885",0.3452,-5.3333,-6.6439,0.9954
"3716","D6","ENSG00000238273",0.4133,-4.0686,-4.8541,0.9954
"3717","D6","ENSG00000185787",0.257,4.3224,4.4461,0.9954
"3718","D6","ENSG00000151552",0.9917,2.0687,2.0673,0.9998
"3719","D6","ENSG00000153956",0.7779,-6.3565,-6.2622,0.9954
"3720","D6","ENSG00000276926",0.7805,2.6928,2.7511,0.9954
"3721","D6","ENSG00000211639",0.3687,-1.7781,-2.9509,0.9954
"3722","D6","ENSG00000252835",0.1826,5.7733,5.5447,0.9954
"3723","D6","ENSG00000182308",0.4703,-1.4994,-1.6697,0.9954
"3724","D6","ENSG00000125827",0.3221,2.8625,2.9354,0.9954
"3725","D6","ENSG00000270751",0.4622,1.055,0.7959,0.9954
"3726","D6","ENSG00000225779",0.6193,-0.0525,0.2091,0.9954
"3727","D6","ENSG00000241014",1e-04,-2.0437,-0.0461,0.05
"3728","D6","ENSG00000236447",0.3489,-1.7319,-3.2019,0.9954
"3729","D6","ENSG00000264292",0.7027,-0.9634,-0.3858,0.9954
"3730","D6","ENSG00000224533",0.0958,-1.8225,-3.7476,0.9954
"3731","D6","ENSG00000236375",0.6396,1.4851,1.3488,0.9954
"3732","D6","ENSG00000129911",0.5944,3.185,3.2519,0.9954
"3733","D6","ENSG00000198841",0.7546,4.1908,4.2245,0.9954
"3734","D6","ENSG00000280543",0.472,-0.3756,-0.5586,0.9954
"3735","D6","ENSG00000172939",0.1558,3.6798,3.79,0.9954
"3736","D6","ENSG00000090621",0.7956,5.0381,5.0167,0.9954
"3737","D6","ENSG00000100234",0.3477,-6.4634,-6.1273,0.9954
"3738","D6","ENSG00000236894",0.2955,-4.1786,-3.0816,0.9954
"3739","D6","ENSG00000119431",0.0722,2.3075,2.5768,0.9742
"3740","D6","ENSG00000133639",0.0395,6.0891,6.2936,0.952
"3741","D6","ENSG00000210709",0.0419,-4.9666,-1.6018,0.952
"3742","D6","ENSG00000104833",0.0541,-0.3999,0.0323,0.952
"3743","D6","ENSG00000227057",0.5578,3.5294,3.6063,0.9954
"3744","D6","ENSG00000138759",0.189,-5.8319,-5.3251,0.9954
"3745","D6","ENSG00000160013",0.8582,1.5106,1.4865,0.9954
"3746","D6","ENSG00000198039",0.0475,-0.2441,-0.5998,0.952
"3747","D6","ENSG00000110422",0.0937,3.7605,3.8998,0.9954
"3748","D6","ENSG00000269814",0.1478,-3.1378,-1.2381,0.9954
"3749","D6","ENSG00000133226",0.0218,3.6371,3.3274,0.8549
"3750","D6","ENSG00000166275",0.3719,1.3682,1.2118,0.9954
"3751","D6","ENSG00000172301",0.4571,2.2917,2.4268,0.9954
"3752","D6","ENSG00000234232",0.7959,-5.5192,-5.364,0.9954
"3753","D6","ENSG00000261187",0.087,-1.1697,-0.439,0.9954
"3754","D6","ENSG00000173436",0.0139,2.4158,2.6552,0.8549
"3755","D6","ENSG00000257621",0.8943,2.4744,2.4968,0.9958
"3756","D6","ENSG00000171467",0.8184,5.7659,5.773,0.9954
"3757","D6","ENSG00000152454",0.1099,2.5529,2.3294,0.9954
"3758","D6","ENSG00000132773",0.129,2.5299,2.7295,0.9954
"3759","D6","ENSG00000227712",0.0554,-2.2452,-4.2149,0.952
"3760","D6","ENSG00000274214",0.111,0.0839,1.0314,0.9954
"3761","D6","ENSG00000253744",0.6009,1.1482,0.9828,0.9954
"3762","D6","ENSG00000280399",0.7842,-2.9522,-2.7336,0.9954
"3763","D6","ENSG00000254593",0.9486,1.3509,1.3297,0.9988
"3764","D6","ENSG00000107957",0.9954,2.8874,2.8871,0.9998
"3765","D6","ENSG00000255823",0.5792,-4.995,-4.2664,0.9954
"3766","D6","ENSG00000259467",0.6847,-2.0551,-1.5749,0.9954
"3767","D6","ENSG00000206815",0.0252,-2.6354,-6.6439,0.8842
"3768","D6","ENSG00000146426",0.4475,0.4446,0.3824,0.9954
"3769","D6","ENSG00000226377",0.544,-3.8518,-4.8389,0.9954
"3770","D6","ENSG00000176868",0.0032,-5.8553,-2.3292,0.4714
"3771","D6","ENSG00000081148",0.1529,-1.9117,-1.5188,0.9954
"3772","D6","ENSG00000162729",0.8787,2.2795,2.2596,0.9954
"3773","D6","ENSG00000105656",0.9076,3.0763,3.0672,0.997
"3774","D6","ENSG00000233885",0.3176,0.8263,0.6907,0.9954
"3775","D6","ENSG00000266654",0.406,-3.1979,-4.5524,0.9954
"3776","D6","ENSG00000204366",0.4342,1.5016,1.375,0.9954
"3777","D6","ENSG00000104808",0.8707,-4.2263,-4.0378,0.9954
"3778","D6","ENSG00000157978",0.0478,0.9242,1.1517,0.952
"3779","D6","ENSG00000176601",0.1576,-4.2173,-3.8129,0.9954
"3780","D6","ENSG00000134508",0.1581,3.3884,3.5942,0.9954
"3781","D6","ENSG00000230300",0.8026,1.1093,1.1871,0.9954
"3782","D6","ENSG00000062485",0.7284,4.1356,4.2173,0.9954
"3783","D6","ENSG00000162702",0.0281,3.1963,2.6096,0.9367
"3784","D6","ENSG00000023902",0.5813,3.6929,3.7358,0.9954
"3785","D6","ENSG00000140459",0.0018,-6.1508,-4.2014,0.36
"3786","D6","ENSG00000283532",0.5083,-1.4844,-0.5308,0.9954
"3787","D6","ENSG00000124422",0.6498,5.4298,5.4639,0.9954
"3788","D6","ENSG00000164900",0.8406,-3.735,-3.9399,0.9954
"3789","D6","ENSG00000200063",0.1127,-0.2481,-1.5215,0.9954
"3790","D6","ENSG00000047621",0.8197,2.1836,2.2143,0.9954
"3791","D6","ENSG00000174695",0.5018,2.751,2.8206,0.9954
"3792","D6","ENSG00000227344",0.3798,-3.8256,-4.5317,0.9954
"3793","D6","ENSG00000273611",0.0758,1.3037,1.0895,0.9742
"3794","D6","ENSG00000071553",0.5673,3.711,3.7535,0.9954
"3795","D6","ENSG00000231169",0.255,0.4187,-0.0363,0.9954
"3796","D6","ENSG00000171316",0.89,2.7858,2.7744,0.9954
"3797","D6","ENSG00000234118",0.9079,2.5992,2.621,0.997
"3798","D6","ENSG00000233560",0.1048,0.4771,0.0897,0.9954
"3799","D6","ENSG00000180098",0.3603,1.8949,1.8033,0.9954
"3800","D6","ENSG00000135439",0.7396,2.5132,2.4901,0.9954
"3801","D6","ENSG00000284642",0.2671,-5.0208,-3.558,0.9954
