"","Var1","Freq","gene","compare","gene_compare","FC","medianp"
"865","ENSG00000128512 M8/D6",4,"ENSG00000128512","M8/D6","ENSG00000128512 M8/D6",0.881117732489339,0.10160358671223
"881","ENSG00000129355 M8/D6",10,"ENSG00000129355","M8/D6","ENSG00000129355 M8/D6",1.58745274508207,0.000782489745404326
"884","ENSG00000129566 M8/D6",10,"ENSG00000129566","M8/D6","ENSG00000129566 M8/D6",0.757158181614569,2.79305338150005e-05
"887","ENSG00000129757 M8/D6",7,"ENSG00000129757","M8/D6","ENSG00000129757 M8/D6",2.51290138264777,0.00454111649826634
"890","ENSG00000129911 M8/D6",5,"ENSG00000129911","M8/D6","ENSG00000129911 M8/D6",1.14930274428158,0.0375037149856457
"897","ENSG00000130449 M8/D6",9,"ENSG00000130449","M8/D6","ENSG00000130449 M8/D6",0.736711589802694,0.000804276999960535
"899","ENSG00000130517 M8/D6",4,"ENSG00000130517","M8/D6","ENSG00000130517 M8/D6",1.03956946153576,0.169271795431382
"905","ENSG00000130768 M8/D6",9,"ENSG00000130768","M8/D6","ENSG00000130768 M8/D6",0.706684474171665,0.00394709906434994
"908","ENSG00000130985 M8/D6",5,"ENSG00000130985","M8/D6","ENSG00000130985 M8/D6",0.924561903462629,0.0490527065446563
"916","ENSG00000131187 M8/D6",5,"ENSG00000131187","M8/D6","ENSG00000131187 M8/D6",1.23396351767002,0.0598252956831037
"922","ENSG00000131398 M8/D6",6,"ENSG00000131398","M8/D6","ENSG00000131398 M8/D6",0.671822964099892,0.0233011713721231
"925","ENSG00000131475 M8/D6",5,"ENSG00000131475","M8/D6","ENSG00000131475 M8/D6",0.91843543784024,0.0508284353807068
"928","ENSG00000131558 M8/D6",8,"ENSG00000131558","M8/D6","ENSG00000131558 M8/D6",0.820659247944546,0.0152362390126863
"930","ENSG00000131626 M8/D6",5,"ENSG00000131626","M8/D6","ENSG00000131626 M8/D6",1.07324835276998,0.0791069901191207
"934","ENSG00000132196 M8/D6",10,"ENSG00000132196","M8/D6","ENSG00000132196 M8/D6",1.33968188425993,0.000686607617209079
"943","ENSG00000132773 M8/D6",8,"ENSG00000132773","M8/D6","ENSG00000132773 M8/D6",0.808660914886298,0.00317844285157756
"947","ENSG00000132823 M8/D6",5,"ENSG00000132823","M8/D6","ENSG00000132823 M8/D6",0.906931433422895,0.0549033392475321
"950","ENSG00000132938 M8/D6",10,"ENSG00000132938","M8/D6","ENSG00000132938 M8/D6",0.606982699531548,0.000503850214866306
"955","ENSG00000133216 M8/D6",5,"ENSG00000133216","M8/D6","ENSG00000133216 M8/D6",0.498184471327174,0.0553379299739099
"959","ENSG00000133466 M8/D6",6,"ENSG00000133466","M8/D6","ENSG00000133466 M8/D6",0.75487685040251,0.0180939726705067
"965","ENSG00000133773 M8/D6",4,"ENSG00000133773","M8/D6","ENSG00000133773 M8/D6",0.868684835127965,0.105200940098609
"971","ENSG00000134453 M8/D6",10,"ENSG00000134453","M8/D6","ENSG00000134453 M8/D6",0.752072126863606,0.00033460865932802
"974","ENSG00000134508 M8/D6",10,"ENSG00000134508","M8/D6","ENSG00000134508 M8/D6",1.59906617932823,0.000349191786320636
"977","ENSG00000134590 M8/D6",4,"ENSG00000134590","M8/D6","ENSG00000134590 M8/D6",0.795526390434,0.0976767954552674
"980","ENSG00000134802 M8/D6",10,"ENSG00000134802","M8/D6","ENSG00000134802 M8/D6",0.796591354764009,0.000341836107316037
"986","ENSG00000134884 M8/D6",4,"ENSG00000134884","M8/D6","ENSG00000134884 M8/D6",0.937187958392122,0.305445580837306
"989","ENSG00000135048 M8/D6",10,"ENSG00000135048","M8/D6","ENSG00000135048 M8/D6",1.57591455998664,0.0011513873113669
"992","ENSG00000135070 M8/D6",4,"ENSG00000135070","M8/D6","ENSG00000135070 M8/D6",0.94507793193751,0.0696769625384681
"1006","ENSG00000135506 M8/D6",10,"ENSG00000135506","M8/D6","ENSG00000135506 M8/D6",0.814482331205761,0.000219277538329466
"1012","ENSG00000135622 M8/D6",8,"ENSG00000135622","M8/D6","ENSG00000135622 M8/D6",1.56337429741082,0.00264927474362345
"1018","ENSG00000135838 M8/D6",10,"ENSG00000135838","M8/D6","ENSG00000135838 M8/D6",0.589341074981543,9.34753352009772e-05
"1027","ENSG00000136379 M8/D6",8,"ENSG00000136379","M8/D6","ENSG00000136379 M8/D6",1.49521443381609,0.00990351854292279
"1032","ENSG00000136861 M8/D6",8,"ENSG00000136861","M8/D6","ENSG00000136861 M8/D6",1.15529655936939,0.00975639572296901
"1034","ENSG00000136878 M8/D6",5,"ENSG00000136878","M8/D6","ENSG00000136878 M8/D6",0.912067216098822,0.0660386952300183
"1044","ENSG00000137309 M8/D6",4,"ENSG00000137309","M8/D6","ENSG00000137309 M8/D6",1.09061471792726,0.172521863317625
"1047","ENSG00000137404 M8/D6",7,"ENSG00000137404","M8/D6","ENSG00000137404 M8/D6",1.20808616510297,0.0310572738287274
"1050","ENSG00000137491 M8/D6",5,"ENSG00000137491","M8/D6","ENSG00000137491 M8/D6",1.32238167295412,0.0838378833975598
"1053","ENSG00000137936 M8/D6",10,"ENSG00000137936","M8/D6","ENSG00000137936 M8/D6",0.723153680368931,0.00332736101236322
"1061","ENSG00000138642 M8/D6",8,"ENSG00000138642","M8/D6","ENSG00000138642 M8/D6",0.8375685882774,0.00204213936739227
"1067","ENSG00000139083 M8/D6",4,"ENSG00000139083","M8/D6","ENSG00000139083 M8/D6",1.09329123267242,0.361071244762175
"1086","ENSG00000140525 M8/D6",10,"ENSG00000140525","M8/D6","ENSG00000140525 M8/D6",1.93164519324529,2.48788770258004e-06
"1089","ENSG00000140612 M8/D6",7,"ENSG00000140612","M8/D6","ENSG00000140612 M8/D6",0.821597488008606,0.0261429969539024
"1093","ENSG00000140853 M8/D6",6,"ENSG00000140853","M8/D6","ENSG00000140853 M8/D6",0.899538666368008,0.0276591741825243
"1099","ENSG00000140939 M8/D6",6,"ENSG00000140939","M8/D6","ENSG00000140939 M8/D6",0.765236882963901,0.0302743156625816
"1104","ENSG00000141337 M8/D6",9,"ENSG00000141337","M8/D6","ENSG00000141337 M8/D6",0.744492520507453,0.000208442655286563
"1107","ENSG00000141452 M8/D6",8,"ENSG00000141452","M8/D6","ENSG00000141452 M8/D6",0.852351220784456,0.00155820378222782
"1113","ENSG00000141741 M8/D6",5,"ENSG00000141741","M8/D6","ENSG00000141741 M8/D6",0.783559036353369,0.0884684283100523
"1116","ENSG00000141858 M8/D6",9,"ENSG00000141858","M8/D6","ENSG00000141858 M8/D6",0.743368812322371,0.00089910721819328
"1118","ENSG00000141971 M8/D6",6,"ENSG00000141971","M8/D6","ENSG00000141971 M8/D6",1.18485848007762,0.0167583507639463
"1125","ENSG00000142178 M8/D6",10,"ENSG00000142178","M8/D6","ENSG00000142178 M8/D6",0.4073150034242,4.59731482230754e-07
"1128","ENSG00000142327 M8/D6",4,"ENSG00000142327","M8/D6","ENSG00000142327 M8/D6",0.849886935919793,0.113329329243205
"1131","ENSG00000142512 M8/D6",6,"ENSG00000142512","M8/D6","ENSG00000142512 M8/D6",0.841768056386974,0.0282554765116652
"1132","ENSG00000142556 M8/D6",4,"ENSG00000142556","M8/D6","ENSG00000142556 M8/D6",0.93376459346986,0.120710743883762
"1135","ENSG00000142765 M8/D6",10,"ENSG00000142765","M8/D6","ENSG00000142765 M8/D6",0.76568397973763,0.00049961054873626
"1139","ENSG00000143033 M8/D6",5,"ENSG00000143033","M8/D6","ENSG00000143033 M8/D6",1.12514068102627,0.0484458440079451
"1145","ENSG00000143297 M8/D6",10,"ENSG00000143297","M8/D6","ENSG00000143297 M8/D6",1.66225608357167,1.07688041941264e-07
"1148","ENSG00000143303 M8/D6",4,"ENSG00000143303","M8/D6","ENSG00000143303 M8/D6",0.835041392954958,0.0949975664175816
"1151","ENSG00000143353 M8/D6",6,"ENSG00000143353","M8/D6","ENSG00000143353 M8/D6",1.12945003364462,0.039444914165036
"1154","ENSG00000143393 M8/D6",5,"ENSG00000143393","M8/D6","ENSG00000143393 M8/D6",0.916982152366016,0.0519130698528326
"1157","ENSG00000143486 M8/D6",10,"ENSG00000143486","M8/D6","ENSG00000143486 M8/D6",0.768480125633161,2.7637524654074e-05
"1162","ENSG00000143799 M8/D6",9,"ENSG00000143799","M8/D6","ENSG00000143799 M8/D6",0.896999923700999,0.00541344557916025
"1174","ENSG00000144635 M8/D6",6,"ENSG00000144635","M8/D6","ENSG00000144635 M8/D6",1.13121267802238,0.0402408756356467
"1175","ENSG00000144741 M8/D6",4,"ENSG00000144741","M8/D6","ENSG00000144741 M8/D6",0.873212727722912,0.0529783535227817
"1181","ENSG00000145391 M8/D6",10,"ENSG00000145391","M8/D6","ENSG00000145391 M8/D6",0.47836585978573,5.79208629974378e-07
"1184","ENSG00000145687 M8/D6",10,"ENSG00000145687","M8/D6","ENSG00000145687 M8/D6",1.35612785842295,0.000128693898461527
"1190","ENSG00000145780 M8/D6",8,"ENSG00000145780","M8/D6","ENSG00000145780 M8/D6",0.826425623846416,0.00154585079163701
"1193","ENSG00000145936 M8/D6",10,"ENSG00000145936","M8/D6","ENSG00000145936 M8/D6",7.34321527964563,4.82408477464761e-06
"1195","ENSG00000145949 M8/D6",9,"ENSG00000145949","M8/D6","ENSG00000145949 M8/D6",0.461773004580718,0.00266453504515717
"1210","ENSG00000146350 M8/D6",9,"ENSG00000146350","M8/D6","ENSG00000146350 M8/D6",1.24588925768069,0.0088083808731424
"1213","ENSG00000146426 M8/D6",10,"ENSG00000146426","M8/D6","ENSG00000146426 M8/D6",0.649313398639241,0.000615953513359509
"1216","ENSG00000146828 M8/D6",9,"ENSG00000146828","M8/D6","ENSG00000146828 M8/D6",1.16183631640845,0.00392468907772649
"1219","ENSG00000146856 M8/D6",10,"ENSG00000146856","M8/D6","ENSG00000146856 M8/D6",1.53592747186057,0.000349150587157676
"1227","ENSG00000147364 M8/D6",4,"ENSG00000147364","M8/D6","ENSG00000147364 M8/D6",0.947409978105556,0.271122554534136
"1230","ENSG00000147403 M8/D6",7,"ENSG00000147403","M8/D6","ENSG00000147403 M8/D6",0.884354642715948,0.0102529686822066
"1233","ENSG00000148158 M8/D6",7,"ENSG00000148158","M8/D6","ENSG00000148158 M8/D6",1.12521586867256,0.0172499679141156
"1239","ENSG00000148219 M8/D6",8,"ENSG00000148219","M8/D6","ENSG00000148219 M8/D6",0.785392771443115,0.00927818646864332
"1244","ENSG00000148450 M8/D6",6,"ENSG00000148450","M8/D6","ENSG00000148450 M8/D6",0.834988770916507,0.0320178353402267
"1247","ENSG00000148483 M8/D6",8,"ENSG00000148483","M8/D6","ENSG00000148483 M8/D6",0.397629185413165,0.0332429029386722
"1250","ENSG00000148773 M8/D6",10,"ENSG00000148773","M8/D6","ENSG00000148773 M8/D6",2.70350973629152,0.000572436581088497
"1257","ENSG00000149809 M8/D6",5,"ENSG00000149809","M8/D6","ENSG00000149809 M8/D6",1.13449280001544,0.133814768882506
"1260","ENSG00000150867 M8/D6",10,"ENSG00000150867","M8/D6","ENSG00000150867 M8/D6",1.41020634697657,6.63762737499802e-05
"1262","ENSG00000150967 M8/D6",10,"ENSG00000150967","M8/D6","ENSG00000150967 M8/D6",0.560998873287621,0.00104973382498396
"1268","ENSG00000151422 M8/D6",5,"ENSG00000151422","M8/D6","ENSG00000151422 M8/D6",0.943387930111585,0.0556717029842957
"1272","ENSG00000151474 M8/D6",10,"ENSG00000151474","M8/D6","ENSG00000151474 M8/D6",1.52904114849005,3.34409020694986e-05
"1274","ENSG00000151503 M8/D6",4,"ENSG00000151503","M8/D6","ENSG00000151503 M8/D6",1.08682336935781,0.0774176022933859
"1284","ENSG00000152253 M8/D6",10,"ENSG00000152253","M8/D6","ENSG00000152253 M8/D6",2.52472545565684,2.49750557430576e-05
"1287","ENSG00000152454 M8/D6",8,"ENSG00000152454","M8/D6","ENSG00000152454 M8/D6",1.17692844586928,0.0101105318007063
"1290","ENSG00000152778 M8/D6",5,"ENSG00000152778","M8/D6","ENSG00000152778 M8/D6",1.10356215592113,0.0566150393851786
"1295","ENSG00000153250 M8/D6",10,"ENSG00000153250","M8/D6","ENSG00000153250 M8/D6",0.372735097378548,1.22019828515385e-05
"1301","ENSG00000154645 M8/D6",7,"ENSG00000154645","M8/D6","ENSG00000154645 M8/D6",0.600347432304201,0.0176871807054704
"1303","ENSG00000154845 M8/D6",7,"ENSG00000154845","M8/D6","ENSG00000154845 M8/D6",0.863671675589543,0.0147695250052803
"1308","ENSG00000154978 M8/D6",10,"ENSG00000154978","M8/D6","ENSG00000154978 M8/D6",0.743536398619889,0.000187820735825567
"1311","ENSG00000155307 M8/D6",10,"ENSG00000155307","M8/D6","ENSG00000155307 M8/D6",0.46160502255632,0.000111874547992895
"1314","ENSG00000155561 M8/D6",10,"ENSG00000155561","M8/D6","ENSG00000155561 M8/D6",1.15479809354808,0.00116263234016403
"1317","ENSG00000155592 M8/D6",6,"ENSG00000155592","M8/D6","ENSG00000155592 M8/D6",1.12905896419643,0.0358112584077533
"1320","ENSG00000155760 M8/D6",9,"ENSG00000155760","M8/D6","ENSG00000155760 M8/D6",0.367842495228785,0.000638314578742955
"1323","ENSG00000155792 M8/D6",10,"ENSG00000155792","M8/D6","ENSG00000155792 M8/D6",0.204629006570057,1.64502437173289e-05
"1329","ENSG00000155970 M8/D6",10,"ENSG00000155970","M8/D6","ENSG00000155970 M8/D6",1.88674220942462,6.42656955815712e-05
"1332","ENSG00000156273 M8/D6",4,"ENSG00000156273","M8/D6","ENSG00000156273 M8/D6",0.964192508509333,0.0939843026817722
