"","uchar","gene_compare","gene","compare"
"ENSG00000268670 M8/D6",8.89373944918129,"ENSG00000268670 M8/D6","ENSG00000268670","M8/D6"
"ENSG00000268902 D5/D6",24.9172687705566,"ENSG00000268902 D5/D6","ENSG00000268902","D5/D6"
"ENSG00000268902 F7/D6",34.2591025295089,"ENSG00000268902 F7/D6","ENSG00000268902","F7/D6"
"ENSG00000268902 M8/D6",31.7845714586826,"ENSG00000268902 M8/D6","ENSG00000268902","M8/D6"
"ENSG00000268975 D5/D6",29.402400851946,"ENSG00000268975 D5/D6","ENSG00000268975","D5/D6"
"ENSG00000268975 F7/D6",43.1170609698028,"ENSG00000268975 F7/D6","ENSG00000268975","F7/D6"
"ENSG00000268975 M8/D6",17.2910779969397,"ENSG00000268975 M8/D6","ENSG00000268975","M8/D6"
"ENSG00000269066 D5/D6",34.4846303441967,"ENSG00000269066 D5/D6","ENSG00000269066","D5/D6"
"ENSG00000269066 F7/D6",6.03315000530119,"ENSG00000269066 F7/D6","ENSG00000269066","F7/D6"
"ENSG00000269066 M8/D6",7.41337629857575,"ENSG00000269066 M8/D6","ENSG00000269066","M8/D6"
"ENSG00000269107 D5/D6",41.5313522609673,"ENSG00000269107 D5/D6","ENSG00000269107","D5/D6"
"ENSG00000269107 F7/D6",48.6009058158305,"ENSG00000269107 F7/D6","ENSG00000269107","F7/D6"
"ENSG00000269107 M8/D6",62.3991629665048,"ENSG00000269107 M8/D6","ENSG00000269107","M8/D6"
"ENSG00000269148 D5/D6",3.63793827691146,"ENSG00000269148 D5/D6","ENSG00000269148","D5/D6"
"ENSG00000269148 F7/D6",5.92130139840092,"ENSG00000269148 F7/D6","ENSG00000269148","F7/D6"
"ENSG00000269148 M8/D6",5.59949647559979,"ENSG00000269148 M8/D6","ENSG00000269148","M8/D6"
"ENSG00000269275 D5/D6",23.0955873793816,"ENSG00000269275 D5/D6","ENSG00000269275","D5/D6"
"ENSG00000269275 F7/D6",12.0592760002233,"ENSG00000269275 F7/D6","ENSG00000269275","F7/D6"
"ENSG00000269275 M8/D6",26.2043490183396,"ENSG00000269275 M8/D6","ENSG00000269275","M8/D6"
"ENSG00000269335 D5/D6",3.40921522034753,"ENSG00000269335 D5/D6","ENSG00000269335","D5/D6"
"ENSG00000269335 F7/D6",4.1035161043958,"ENSG00000269335 F7/D6","ENSG00000269335","F7/D6"
"ENSG00000269335 M8/D6",4.03438485216792,"ENSG00000269335 M8/D6","ENSG00000269335","M8/D6"
"ENSG00000269343 D5/D6",0.835524143455356,"ENSG00000269343 D5/D6","ENSG00000269343","D5/D6"
"ENSG00000269343 F7/D6",1.94790946351834,"ENSG00000269343 F7/D6","ENSG00000269343","F7/D6"
"ENSG00000269343 M8/D6",3.21222963800044,"ENSG00000269343 M8/D6","ENSG00000269343","M8/D6"
"ENSG00000269399 D5/D6",3.07657883407349,"ENSG00000269399 D5/D6","ENSG00000269399","D5/D6"
"ENSG00000269399 F7/D6",3.67249946173407,"ENSG00000269399 F7/D6","ENSG00000269399","F7/D6"
"ENSG00000269399 M8/D6",4.29816559126764,"ENSG00000269399 M8/D6","ENSG00000269399","M8/D6"
"ENSG00000269481 D5/D6",4.2703650149694,"ENSG00000269481 D5/D6","ENSG00000269481","D5/D6"
"ENSG00000269481 F7/D6",6.10226932647491,"ENSG00000269481 F7/D6","ENSG00000269481","F7/D6"
"ENSG00000269481 M8/D6",5.2613584571669,"ENSG00000269481 M8/D6","ENSG00000269481","M8/D6"
"ENSG00000269559 D5/D6",19.1747529217273,"ENSG00000269559 D5/D6","ENSG00000269559","D5/D6"
"ENSG00000269559 F7/D6",9.85669355558148,"ENSG00000269559 F7/D6","ENSG00000269559","F7/D6"
"ENSG00000269559 M8/D6",4.16019051955725,"ENSG00000269559 M8/D6","ENSG00000269559","M8/D6"
"ENSG00000269560 D5/D6",5.41088449091642,"ENSG00000269560 D5/D6","ENSG00000269560","D5/D6"
"ENSG00000269560 F7/D6",7.75226886036011,"ENSG00000269560 F7/D6","ENSG00000269560","F7/D6"
"ENSG00000269560 M8/D6",3.88868333852623,"ENSG00000269560 M8/D6","ENSG00000269560","M8/D6"
"ENSG00000269814 D5/D6",34.5935380339709,"ENSG00000269814 D5/D6","ENSG00000269814","D5/D6"
"ENSG00000269814 F7/D6",47.4819498690472,"ENSG00000269814 F7/D6","ENSG00000269814","F7/D6"
"ENSG00000269814 M8/D6",39.6577180232849,"ENSG00000269814 M8/D6","ENSG00000269814","M8/D6"
"ENSG00000269843 D5/D6",9.24670418018955,"ENSG00000269843 D5/D6","ENSG00000269843","D5/D6"
"ENSG00000269843 F7/D6",10.5452217481328,"ENSG00000269843 F7/D6","ENSG00000269843","F7/D6"
"ENSG00000269843 M8/D6",7.92226790915351,"ENSG00000269843 M8/D6","ENSG00000269843","M8/D6"
"ENSG00000269901 D5/D6",9.63445333696251,"ENSG00000269901 D5/D6","ENSG00000269901","D5/D6"
"ENSG00000269901 F7/D6",4.76183648818785,"ENSG00000269901 F7/D6","ENSG00000269901","F7/D6"
"ENSG00000269901 M8/D6",9.27908582858037,"ENSG00000269901 M8/D6","ENSG00000269901","M8/D6"
"ENSG00000269903 D5/D6",10.3073886676189,"ENSG00000269903 D5/D6","ENSG00000269903","D5/D6"
"ENSG00000269903 F7/D6",21.57491266769,"ENSG00000269903 F7/D6","ENSG00000269903","F7/D6"
"ENSG00000269903 M8/D6",20.9450310728136,"ENSG00000269903 M8/D6","ENSG00000269903","M8/D6"
"ENSG00000269959 D5/D6",16.5140939852145,"ENSG00000269959 D5/D6","ENSG00000269959","D5/D6"
"ENSG00000269959 F7/D6",34.9522566374173,"ENSG00000269959 F7/D6","ENSG00000269959","F7/D6"
"ENSG00000269959 M8/D6",54.3299689567079,"ENSG00000269959 M8/D6","ENSG00000269959","M8/D6"
"ENSG00000270019 D5/D6",6.93100433286253,"ENSG00000270019 D5/D6","ENSG00000270019","D5/D6"
"ENSG00000270019 F7/D6",5.63392724254951,"ENSG00000270019 F7/D6","ENSG00000270019","F7/D6"
"ENSG00000270019 M8/D6",4.54881941954405,"ENSG00000270019 M8/D6","ENSG00000270019","M8/D6"
"ENSG00000270038 D5/D6",19.3783522331625,"ENSG00000270038 D5/D6","ENSG00000270038","D5/D6"
"ENSG00000270038 F7/D6",19.5053968130132,"ENSG00000270038 F7/D6","ENSG00000270038","F7/D6"
"ENSG00000270038 M8/D6",12.6739152349985,"ENSG00000270038 M8/D6","ENSG00000270038","M8/D6"
"ENSG00000270177 D5/D6",8.12321995777278,"ENSG00000270177 D5/D6","ENSG00000270177","D5/D6"
"ENSG00000270177 F7/D6",5.54492463416527,"ENSG00000270177 F7/D6","ENSG00000270177","F7/D6"
"ENSG00000270177 M8/D6",5.34857292688048,"ENSG00000270177 M8/D6","ENSG00000270177","M8/D6"
"ENSG00000270424 D5/D6",5.0261366141971,"ENSG00000270424 D5/D6","ENSG00000270424","D5/D6"
"ENSG00000270424 F7/D6",8.65504531521136,"ENSG00000270424 F7/D6","ENSG00000270424","F7/D6"
"ENSG00000270424 M8/D6",6.4573310052639,"ENSG00000270424 M8/D6","ENSG00000270424","M8/D6"
"ENSG00000270441 D5/D6",2.61551049455338,"ENSG00000270441 D5/D6","ENSG00000270441","D5/D6"
"ENSG00000270441 F7/D6",4.24598917661663,"ENSG00000270441 F7/D6","ENSG00000270441","F7/D6"
"ENSG00000270441 M8/D6",2.9738831949254,"ENSG00000270441 M8/D6","ENSG00000270441","M8/D6"
"ENSG00000270503 D5/D6",12.9826032853344,"ENSG00000270503 D5/D6","ENSG00000270503","D5/D6"
"ENSG00000270503 F7/D6",7.39328051961084,"ENSG00000270503 F7/D6","ENSG00000270503","F7/D6"
"ENSG00000270503 M8/D6",15.4284125539804,"ENSG00000270503 M8/D6","ENSG00000270503","M8/D6"
"ENSG00000270728 D5/D6",6.14640914332184,"ENSG00000270728 D5/D6","ENSG00000270728","D5/D6"
"ENSG00000270728 F7/D6",5.74050021290454,"ENSG00000270728 F7/D6","ENSG00000270728","F7/D6"
"ENSG00000270728 M8/D6",6.00534948346553,"ENSG00000270728 M8/D6","ENSG00000270728","M8/D6"
"ENSG00000270751 D5/D6",11.1116262407974,"ENSG00000270751 D5/D6","ENSG00000270751","D5/D6"
"ENSG00000270751 F7/D6",6.47518510408506,"ENSG00000270751 F7/D6","ENSG00000270751","F7/D6"
"ENSG00000270751 M8/D6",8.2197564556824,"ENSG00000270751 M8/D6","ENSG00000270751","M8/D6"
"ENSG00000270809 D5/D6",12.6982948344114,"ENSG00000270809 D5/D6","ENSG00000270809","D5/D6"
"ENSG00000270809 F7/D6",16.3415496889113,"ENSG00000270809 F7/D6","ENSG00000270809","F7/D6"
"ENSG00000270809 M8/D6",8.98698763249614,"ENSG00000270809 M8/D6","ENSG00000270809","M8/D6"
"ENSG00000270871 D5/D6",3.36624838906187,"ENSG00000270871 D5/D6","ENSG00000270871","D5/D6"
"ENSG00000270871 F7/D6",3.39527079295283,"ENSG00000270871 F7/D6","ENSG00000270871","F7/D6"
"ENSG00000270871 M8/D6",4.68336518604268,"ENSG00000270871 M8/D6","ENSG00000270871","M8/D6"
"ENSG00000270874 D5/D6",11.473076053624,"ENSG00000270874 D5/D6","ENSG00000270874","D5/D6"
"ENSG00000270874 F7/D6",7.02457598331906,"ENSG00000270874 F7/D6","ENSG00000270874","F7/D6"
"ENSG00000270874 M8/D6",11.2219960010145,"ENSG00000270874 M8/D6","ENSG00000270874","M8/D6"
"ENSG00000270892 D5/D6",7.61181859680109,"ENSG00000270892 D5/D6","ENSG00000270892","D5/D6"
"ENSG00000270892 F7/D6",11.5354374554456,"ENSG00000270892 F7/D6","ENSG00000270892","F7/D6"
"ENSG00000270892 M8/D6",18.6994793422949,"ENSG00000270892 M8/D6","ENSG00000270892","M8/D6"
"ENSG00000270948 D5/D6",11.9171168767791,"ENSG00000270948 D5/D6","ENSG00000270948","D5/D6"
"ENSG00000270948 F7/D6",11.5929540845177,"ENSG00000270948 F7/D6","ENSG00000270948","F7/D6"
"ENSG00000270948 M8/D6",12.347464296819,"ENSG00000270948 M8/D6","ENSG00000270948","M8/D6"
"ENSG00000271096 D5/D6",10.1654563466255,"ENSG00000271096 D5/D6","ENSG00000271096","D5/D6"
"ENSG00000271096 F7/D6",22.8183871002915,"ENSG00000271096 F7/D6","ENSG00000271096","F7/D6"
"ENSG00000271096 M8/D6",5.08220428645011,"ENSG00000271096 M8/D6","ENSG00000271096","M8/D6"
"ENSG00000271199 D5/D6",14.2079540400924,"ENSG00000271199 D5/D6","ENSG00000271199","D5/D6"
"ENSG00000271199 F7/D6",7.67592053213375,"ENSG00000271199 F7/D6","ENSG00000271199","F7/D6"
"ENSG00000271199 M8/D6",9.26738309042014,"ENSG00000271199 M8/D6","ENSG00000271199","M8/D6"
"ENSG00000271204 D5/D6",9.32873919312369,"ENSG00000271204 D5/D6","ENSG00000271204","D5/D6"
"ENSG00000271204 F7/D6",12.4718630226984,"ENSG00000271204 F7/D6","ENSG00000271204","F7/D6"
"ENSG00000271204 M8/D6",7.79296506194436,"ENSG00000271204 M8/D6","ENSG00000271204","M8/D6"
"ENSG00000271245 D5/D6",28.0152418474945,"ENSG00000271245 D5/D6","ENSG00000271245","D5/D6"
"ENSG00000271245 F7/D6",17.6963194494125,"ENSG00000271245 F7/D6","ENSG00000271245","F7/D6"
"ENSG00000271245 M8/D6",22.9644057148881,"ENSG00000271245 M8/D6","ENSG00000271245","M8/D6"
"ENSG00000271360 D5/D6",34.8154301273011,"ENSG00000271360 D5/D6","ENSG00000271360","D5/D6"
"ENSG00000271360 F7/D6",19.3809209327968,"ENSG00000271360 F7/D6","ENSG00000271360","F7/D6"
"ENSG00000271360 M8/D6",28.2100264529139,"ENSG00000271360 M8/D6","ENSG00000271360","M8/D6"
"ENSG00000271425 D5/D6",2.72459456327894,"ENSG00000271425 D5/D6","ENSG00000271425","D5/D6"
"ENSG00000271425 F7/D6",0.950342087708536,"ENSG00000271425 F7/D6","ENSG00000271425","F7/D6"
"ENSG00000271425 M8/D6",2.76594480730649,"ENSG00000271425 M8/D6","ENSG00000271425","M8/D6"
"ENSG00000271537 D5/D6",17.6397111227844,"ENSG00000271537 D5/D6","ENSG00000271537","D5/D6"
"ENSG00000271537 F7/D6",16.5767228044801,"ENSG00000271537 F7/D6","ENSG00000271537","F7/D6"
"ENSG00000271537 M8/D6",23.5652939750419,"ENSG00000271537 M8/D6","ENSG00000271537","M8/D6"
"ENSG00000271555 D5/D6",12.7046765791389,"ENSG00000271555 D5/D6","ENSG00000271555","D5/D6"
"ENSG00000271555 F7/D6",16.1728983721699,"ENSG00000271555 F7/D6","ENSG00000271555","F7/D6"
"ENSG00000271555 M8/D6",23.9459557818234,"ENSG00000271555 M8/D6","ENSG00000271555","M8/D6"
"ENSG00000271615 D5/D6",20.7705707385815,"ENSG00000271615 D5/D6","ENSG00000271615","D5/D6"
"ENSG00000271615 F7/D6",7.80108731746256,"ENSG00000271615 F7/D6","ENSG00000271615","F7/D6"
"ENSG00000271615 M8/D6",20.3511040295453,"ENSG00000271615 M8/D6","ENSG00000271615","M8/D6"
"ENSG00000271642 D5/D6",24.1791166645151,"ENSG00000271642 D5/D6","ENSG00000271642","D5/D6"
"ENSG00000271642 F7/D6",25.4538113998029,"ENSG00000271642 F7/D6","ENSG00000271642","F7/D6"
"ENSG00000271642 M8/D6",15.9694575297262,"ENSG00000271642 M8/D6","ENSG00000271642","M8/D6"
"ENSG00000271697 D5/D6",12.2775624433314,"ENSG00000271697 D5/D6","ENSG00000271697","D5/D6"
"ENSG00000271697 F7/D6",18.3298384953199,"ENSG00000271697 F7/D6","ENSG00000271697","F7/D6"
"ENSG00000271697 M8/D6",13.2350350155641,"ENSG00000271697 M8/D6","ENSG00000271697","M8/D6"
"ENSG00000271743 D5/D6",8.08836809963551,"ENSG00000271743 D5/D6","ENSG00000271743","D5/D6"
"ENSG00000271743 F7/D6",8.73570849471068,"ENSG00000271743 F7/D6","ENSG00000271743","F7/D6"
"ENSG00000271743 M8/D6",10.8355575408783,"ENSG00000271743 M8/D6","ENSG00000271743","M8/D6"
"ENSG00000271752 D5/D6",8.2246632998088,"ENSG00000271752 D5/D6","ENSG00000271752","D5/D6"
"ENSG00000271752 F7/D6",14.741903742982,"ENSG00000271752 F7/D6","ENSG00000271752","F7/D6"
"ENSG00000271752 M8/D6",16.4716999221192,"ENSG00000271752 M8/D6","ENSG00000271752","M8/D6"
"ENSG00000271778 D5/D6",14.5234628733321,"ENSG00000271778 D5/D6","ENSG00000271778","D5/D6"
"ENSG00000271778 F7/D6",19.0224567488585,"ENSG00000271778 F7/D6","ENSG00000271778","F7/D6"
"ENSG00000271778 M8/D6",10.5011953910031,"ENSG00000271778 M8/D6","ENSG00000271778","M8/D6"
"ENSG00000271803 D5/D6",28.1497661158939,"ENSG00000271803 D5/D6","ENSG00000271803","D5/D6"
"ENSG00000271803 F7/D6",27.6681679870991,"ENSG00000271803 F7/D6","ENSG00000271803","F7/D6"
"ENSG00000271803 M8/D6",14.8694979722875,"ENSG00000271803 M8/D6","ENSG00000271803","M8/D6"
"ENSG00000271870 D5/D6",3.24778319959297,"ENSG00000271870 D5/D6","ENSG00000271870","D5/D6"
"ENSG00000271870 F7/D6",1.02573729110774,"ENSG00000271870 F7/D6","ENSG00000271870","F7/D6"
"ENSG00000271870 M8/D6",1.92263030229186,"ENSG00000271870 M8/D6","ENSG00000271870","M8/D6"
"ENSG00000271871 D5/D6",13.3732015369593,"ENSG00000271871 D5/D6","ENSG00000271871","D5/D6"
"ENSG00000271871 F7/D6",7.0717152986532,"ENSG00000271871 F7/D6","ENSG00000271871","F7/D6"
"ENSG00000271871 M8/D6",5.52498823279168,"ENSG00000271871 M8/D6","ENSG00000271871","M8/D6"
"ENSG00000271976 D5/D6",2.54198291456031,"ENSG00000271976 D5/D6","ENSG00000271976","D5/D6"
"ENSG00000271976 F7/D6",1.86213017649417,"ENSG00000271976 F7/D6","ENSG00000271976","F7/D6"
"ENSG00000271976 M8/D6",0.833763066363139,"ENSG00000271976 M8/D6","ENSG00000271976","M8/D6"
"ENSG00000271992 D5/D6",2.19801120048389,"ENSG00000271992 D5/D6","ENSG00000271992","D5/D6"
"ENSG00000271992 F7/D6",5.13341199664449,"ENSG00000271992 F7/D6","ENSG00000271992","F7/D6"
"ENSG00000271992 M8/D6",3.63753914107563,"ENSG00000271992 M8/D6","ENSG00000271992","M8/D6"
"ENSG00000272010 D5/D6",8.95421098980731,"ENSG00000272010 D5/D6","ENSG00000272010","D5/D6"
"ENSG00000272010 F7/D6",7.55054630261978,"ENSG00000272010 F7/D6","ENSG00000272010","F7/D6"
"ENSG00000272010 M8/D6",8.15327471093543,"ENSG00000272010 M8/D6","ENSG00000272010","M8/D6"
"ENSG00000272109 D5/D6",9.02218001392163,"ENSG00000272109 D5/D6","ENSG00000272109","D5/D6"
"ENSG00000272109 F7/D6",8.76554081916579,"ENSG00000272109 F7/D6","ENSG00000272109","F7/D6"
"ENSG00000272109 M8/D6",6.14038183224978,"ENSG00000272109 M8/D6","ENSG00000272109","M8/D6"
"ENSG00000272130 D5/D6",5.73899799110003,"ENSG00000272130 D5/D6","ENSG00000272130","D5/D6"
"ENSG00000272130 F7/D6",8.89131028156921,"ENSG00000272130 F7/D6","ENSG00000272130","F7/D6"
"ENSG00000272130 M8/D6",10.753558675884,"ENSG00000272130 M8/D6","ENSG00000272130","M8/D6"
"ENSG00000272320 D5/D6",34.8125046701847,"ENSG00000272320 D5/D6","ENSG00000272320","D5/D6"
"ENSG00000272320 F7/D6",20.1902299437027,"ENSG00000272320 F7/D6","ENSG00000272320","F7/D6"
"ENSG00000272320 M8/D6",30.0272349507617,"ENSG00000272320 M8/D6","ENSG00000272320","M8/D6"
"ENSG00000272465 D5/D6",12.4262293918397,"ENSG00000272465 D5/D6","ENSG00000272465","D5/D6"
"ENSG00000272465 F7/D6",12.0889153474672,"ENSG00000272465 F7/D6","ENSG00000272465","F7/D6"
"ENSG00000272465 M8/D6",9.20383881984823,"ENSG00000272465 M8/D6","ENSG00000272465","M8/D6"
"ENSG00000272501 D5/D6",2.52270116860637,"ENSG00000272501 D5/D6","ENSG00000272501","D5/D6"
"ENSG00000272501 F7/D6",2.9725398516501,"ENSG00000272501 F7/D6","ENSG00000272501","F7/D6"
"ENSG00000272501 M8/D6",3.25191092358513,"ENSG00000272501 M8/D6","ENSG00000272501","M8/D6"
"ENSG00000272505 D5/D6",2.6431974797792,"ENSG00000272505 D5/D6","ENSG00000272505","D5/D6"
"ENSG00000272505 F7/D6",1.66880384013354,"ENSG00000272505 F7/D6","ENSG00000272505","F7/D6"
"ENSG00000272505 M8/D6",4.05223286931479,"ENSG00000272505 M8/D6","ENSG00000272505","M8/D6"
"ENSG00000272533 D5/D6",20.0696726801125,"ENSG00000272533 D5/D6","ENSG00000272533","D5/D6"
"ENSG00000272533 F7/D6",5.96410389913938,"ENSG00000272533 F7/D6","ENSG00000272533","F7/D6"
"ENSG00000272533 M8/D6",6.6969966965076,"ENSG00000272533 M8/D6","ENSG00000272533","M8/D6"
"ENSG00000272541 D5/D6",10.9020929046624,"ENSG00000272541 D5/D6","ENSG00000272541","D5/D6"
"ENSG00000272541 F7/D6",9.90791226919788,"ENSG00000272541 F7/D6","ENSG00000272541","F7/D6"
"ENSG00000272541 M8/D6",11.7679948250972,"ENSG00000272541 M8/D6","ENSG00000272541","M8/D6"
"ENSG00000272650 D5/D6",10.827876162197,"ENSG00000272650 D5/D6","ENSG00000272650","D5/D6"
"ENSG00000272650 F7/D6",8.31361119045579,"ENSG00000272650 F7/D6","ENSG00000272650","F7/D6"
"ENSG00000272650 M8/D6",6.17594758749386,"ENSG00000272650 M8/D6","ENSG00000272650","M8/D6"
"ENSG00000272768 D5/D6",18.5194987852864,"ENSG00000272768 D5/D6","ENSG00000272768","D5/D6"
"ENSG00000272768 F7/D6",6.24531159755409,"ENSG00000272768 F7/D6","ENSG00000272768","F7/D6"
"ENSG00000272768 M8/D6",7.69664396696683,"ENSG00000272768 M8/D6","ENSG00000272768","M8/D6"
"ENSG00000272798 D5/D6",14.370101814063,"ENSG00000272798 D5/D6","ENSG00000272798","D5/D6"
"ENSG00000272798 F7/D6",9.50170656671444,"ENSG00000272798 F7/D6","ENSG00000272798","F7/D6"
"ENSG00000272798 M8/D6",14.2493956589641,"ENSG00000272798 M8/D6","ENSG00000272798","M8/D6"
"ENSG00000272855 D5/D6",27.6876523160792,"ENSG00000272855 D5/D6","ENSG00000272855","D5/D6"
"ENSG00000272855 F7/D6",7.16766781340238,"ENSG00000272855 F7/D6","ENSG00000272855","F7/D6"
"ENSG00000272855 M8/D6",21.2427051437318,"ENSG00000272855 M8/D6","ENSG00000272855","M8/D6"
"ENSG00000272885 D5/D6",19.6014531950153,"ENSG00000272885 D5/D6","ENSG00000272885","D5/D6"
"ENSG00000272885 F7/D6",18.5229373117932,"ENSG00000272885 F7/D6","ENSG00000272885","F7/D6"
"ENSG00000272885 M8/D6",14.8815841391503,"ENSG00000272885 M8/D6","ENSG00000272885","M8/D6"
"ENSG00000272910 D5/D6",10.6921198405507,"ENSG00000272910 D5/D6","ENSG00000272910","D5/D6"
"ENSG00000272910 F7/D6",9.10435340036761,"ENSG00000272910 F7/D6","ENSG00000272910","F7/D6"
"ENSG00000272910 M8/D6",8.5066891653281,"ENSG00000272910 M8/D6","ENSG00000272910","M8/D6"
"ENSG00000272927 D5/D6",3.78036876098761,"ENSG00000272927 D5/D6","ENSG00000272927","D5/D6"
"ENSG00000272927 F7/D6",3.56755996575856,"ENSG00000272927 F7/D6","ENSG00000272927","F7/D6"
"ENSG00000272927 M8/D6",5.50373269027225,"ENSG00000272927 M8/D6","ENSG00000272927","M8/D6"
"ENSG00000273008 D5/D6",6.9969212536951,"ENSG00000273008 D5/D6","ENSG00000273008","D5/D6"
"ENSG00000273008 F7/D6",7.11614308084166,"ENSG00000273008 F7/D6","ENSG00000273008","F7/D6"
"ENSG00000273008 M8/D6",4.75306009054073,"ENSG00000273008 M8/D6","ENSG00000273008","M8/D6"
"ENSG00000273045 D5/D6",22.5794546561221,"ENSG00000273045 D5/D6","ENSG00000273045","D5/D6"
"ENSG00000273045 F7/D6",31.8005220448903,"ENSG00000273045 F7/D6","ENSG00000273045","F7/D6"
"ENSG00000273045 M8/D6",28.2233161491116,"ENSG00000273045 M8/D6","ENSG00000273045","M8/D6"
"ENSG00000273064 D5/D6",7.56125799236558,"ENSG00000273064 D5/D6","ENSG00000273064","D5/D6"
"ENSG00000273064 F7/D6",4.34473552641063,"ENSG00000273064 F7/D6","ENSG00000273064","F7/D6"
"ENSG00000273064 M8/D6",6.62950974329752,"ENSG00000273064 M8/D6","ENSG00000273064","M8/D6"
"ENSG00000273137 D5/D6",2.10775626186602,"ENSG00000273137 D5/D6","ENSG00000273137","D5/D6"
"ENSG00000273137 F7/D6",2.11597543552321,"ENSG00000273137 F7/D6","ENSG00000273137","F7/D6"
"ENSG00000273137 M8/D6",3.25660326419097,"ENSG00000273137 M8/D6","ENSG00000273137","M8/D6"
"ENSG00000273179 D5/D6",11.9354272959775,"ENSG00000273179 D5/D6","ENSG00000273179","D5/D6"
"ENSG00000273179 F7/D6",13.4036546087488,"ENSG00000273179 F7/D6","ENSG00000273179","F7/D6"
"ENSG00000273179 M8/D6",14.3057621512178,"ENSG00000273179 M8/D6","ENSG00000273179","M8/D6"
"ENSG00000273226 D5/D6",1.78762200404813,"ENSG00000273226 D5/D6","ENSG00000273226","D5/D6"
"ENSG00000273226 F7/D6",3.06298785722647,"ENSG00000273226 F7/D6","ENSG00000273226","F7/D6"
"ENSG00000273226 M8/D6",4.61560747174177,"ENSG00000273226 M8/D6","ENSG00000273226","M8/D6"
"ENSG00000273234 D5/D6",19.4338047996947,"ENSG00000273234 D5/D6","ENSG00000273234","D5/D6"
"ENSG00000273234 F7/D6",11.3988192593007,"ENSG00000273234 F7/D6","ENSG00000273234","F7/D6"
"ENSG00000273234 M8/D6",13.7118427391608,"ENSG00000273234 M8/D6","ENSG00000273234","M8/D6"
"ENSG00000273297 D5/D6",27.2467828631875,"ENSG00000273297 D5/D6","ENSG00000273297","D5/D6"
"ENSG00000273297 F7/D6",22.5260870586397,"ENSG00000273297 F7/D6","ENSG00000273297","F7/D6"
"ENSG00000273297 M8/D6",46.7517410947859,"ENSG00000273297 M8/D6","ENSG00000273297","M8/D6"
"ENSG00000273308 D5/D6",5.29829330086138,"ENSG00000273308 D5/D6","ENSG00000273308","D5/D6"
"ENSG00000273308 F7/D6",5.35116287257652,"ENSG00000273308 F7/D6","ENSG00000273308","F7/D6"
"ENSG00000273308 M8/D6",4.97160332615537,"ENSG00000273308 M8/D6","ENSG00000273308","M8/D6"
"ENSG00000273365 D5/D6",26.2429136895909,"ENSG00000273365 D5/D6","ENSG00000273365","D5/D6"
"ENSG00000273365 F7/D6",21.8657534507347,"ENSG00000273365 F7/D6","ENSG00000273365","F7/D6"
"ENSG00000273365 M8/D6",23.2291624262658,"ENSG00000273365 M8/D6","ENSG00000273365","M8/D6"
"ENSG00000273374 D5/D6",6.40564950590448,"ENSG00000273374 D5/D6","ENSG00000273374","D5/D6"
"ENSG00000273374 F7/D6",6.04948659424622,"ENSG00000273374 F7/D6","ENSG00000273374","F7/D6"
"ENSG00000273374 M8/D6",5.37884561159553,"ENSG00000273374 M8/D6","ENSG00000273374","M8/D6"
"ENSG00000273474 D5/D6",19.6277153668644,"ENSG00000273474 D5/D6","ENSG00000273474","D5/D6"
"ENSG00000273474 F7/D6",10.2252356710923,"ENSG00000273474 F7/D6","ENSG00000273474","F7/D6"
"ENSG00000273474 M8/D6",14.7639645184066,"ENSG00000273474 M8/D6","ENSG00000273474","M8/D6"
"ENSG00000273478 D5/D6",3.56157720971525,"ENSG00000273478 D5/D6","ENSG00000273478","D5/D6"
"ENSG00000273478 F7/D6",3.95476202271533,"ENSG00000273478 F7/D6","ENSG00000273478","F7/D6"
"ENSG00000273478 M8/D6",5.47990592875475,"ENSG00000273478 M8/D6","ENSG00000273478","M8/D6"
"ENSG00000273496 D5/D6",13.3950434332293,"ENSG00000273496 D5/D6","ENSG00000273496","D5/D6"
"ENSG00000273496 F7/D6",19.0823959514929,"ENSG00000273496 F7/D6","ENSG00000273496","F7/D6"
"ENSG00000273496 M8/D6",21.8793295495149,"ENSG00000273496 M8/D6","ENSG00000273496","M8/D6"
"ENSG00000273565 D5/D6",23.5726983027558,"ENSG00000273565 D5/D6","ENSG00000273565","D5/D6"
"ENSG00000273565 F7/D6",18.8929019582707,"ENSG00000273565 F7/D6","ENSG00000273565","F7/D6"
"ENSG00000273565 M8/D6",22.3721537039291,"ENSG00000273565 M8/D6","ENSG00000273565","M8/D6"
"ENSG00000273611 D5/D6",2.67928946699437,"ENSG00000273611 D5/D6","ENSG00000273611","D5/D6"
"ENSG00000273611 F7/D6",1.40843631909676,"ENSG00000273611 F7/D6","ENSG00000273611","F7/D6"
"ENSG00000273611 M8/D6",4.77785577798284,"ENSG00000273611 M8/D6","ENSG00000273611","M8/D6"
"ENSG00000273901 D5/D6",9.58589975136142,"ENSG00000273901 D5/D6","ENSG00000273901","D5/D6"
"ENSG00000273901 F7/D6",9.34564292161276,"ENSG00000273901 F7/D6","ENSG00000273901","F7/D6"
"ENSG00000273901 M8/D6",8.61753338078353,"ENSG00000273901 M8/D6","ENSG00000273901","M8/D6"
"ENSG00000273982 D5/D6",61.0080413624586,"ENSG00000273982 D5/D6","ENSG00000273982","D5/D6"
"ENSG00000273982 F7/D6",34.6207049175829,"ENSG00000273982 F7/D6","ENSG00000273982","F7/D6"
