"sample","gene","anova_p","mean_between","mean_intra","fdr"
"F7","ENSG00000272109",0.8073,-0.2372,0.0343,0.9934
"F7","ENSG00000151503",0.6304,2.0282,2.0593,0.9934
"F7","ENSG00000231527",0.1288,1.4959,1.2527,0.9934
"F7","ENSG00000156970",0.5721,1.3671,1.295,0.9934
"F7","ENSG00000273045",0.0405,-2.1012,-3.5079,0.9934
"F7","ENSG00000254726",0.217,-1.2662,-1.5369,0.9934
"F7","ENSG00000226981",0.7779,-3.815,-3.4135,0.9934
"F7","ENSG00000260793",0.4743,-0.2776,-0.0817,0.9934
"F7","ENSG00000279957",0.2851,0.3807,0.0746,0.9934
"F7","ENSG00000160229",0.1072,1.0564,0.8421,0.9934
"F7","ENSG00000251442",0.3794,-3.466,-2.8458,0.9934
"F7","ENSG00000253697",0.2806,0.8409,0.2353,0.9934
"F7","ENSG00000263968",0.0586,2.138,2.5929,0.9934
"F7","ENSG00000249119",0.6698,-0.6944,-0.8819,0.9934
"F7","ENSG00000176903",0.9071,3.7407,3.7314,0.9963
"F7","ENSG00000164176",0.1849,-6.1436,-5.437,0.9934
"F7","ENSG00000058866",0.5208,-0.5154,-0.3884,0.9934
"F7","ENSG00000224707",0.6184,0.4394,0.281,0.9934
"F7","ENSG00000244617",0.3284,-1.2446,-0.8055,0.9934
"F7","ENSG00000157379",0.674,1.9724,2.0066,0.9934
"F7","ENSG00000277662",0.0435,0.8479,0.3271,0.9934
"F7","ENSG00000124097",0.5619,0.0776,0.286,0.9934
"F7","ENSG00000206808",0.6192,-1.6229,-2.3317,0.9934
"F7","ENSG00000206903",0.5436,-3.8919,-5.0053,0.9934
"F7","ENSG00000157456",0.6113,1.7231,1.7749,0.9934
"F7","ENSG00000229243",0.7719,-5.5367,-5.3309,0.9934
"F7","ENSG00000251792",0.8705,-4.8014,-5.0642,0.9934
"F7","ENSG00000251805",0.22,0.8949,0.3915,0.9934
"F7","ENSG00000254352",0.1491,0.5943,1.3856,0.9934
"F7","ENSG00000226268",0.9859,-1.0126,-1.0192,0.9995
"F7","ENSG00000198056",0.7859,2.0749,2.033,0.9934
"F7","ENSG00000116396",0.5083,2.1944,2.1488,0.9934
"F7","ENSG00000203814",0.1824,3.7661,3.5991,0.9934
"F7","ENSG00000215032",0.4368,1.1768,1.3616,0.9934
"F7","ENSG00000281179",0.4388,1.934,1.8183,0.9934
"F7","ENSG00000154645",0.4204,-3.0699,-2.5097,0.9934
"F7","ENSG00000232082",0.5684,0.8788,0.75,0.9934
"F7","ENSG00000011295",0.5489,2.5689,2.4841,0.9934
"F7","ENSG00000279583",0.6548,0.9416,1.3286,0.9934
"F7","ENSG00000243498",0.6339,0.8802,0.6457,0.9934
"F7","ENSG00000258137",0.2576,-3.7125,-2.7802,0.9934
"F7","ENSG00000253456",0.8297,1.5321,1.562,0.9934
"F7","ENSG00000205413",0.757,3.7377,3.6836,0.9934
"F7","ENSG00000223156",0.2675,-2.7178,-1.1777,0.9934
"F7","ENSG00000233044",0.4632,-0.0237,0.2233,0.9934
"F7","ENSG00000280216",0.6586,-3.5705,-2.8551,0.9934
"F7","ENSG00000165406",0.637,2.7944,2.8247,0.9934
"F7","ENSG00000162819",0.6025,2.4454,2.5207,0.9934
"F7","ENSG00000237073",0.9596,0.0824,0.069,0.9995
"F7","ENSG00000235904",0.4077,-4.3642,-5.1572,0.9934
"F7","ENSG00000239713",0.7623,3.8883,3.8702,0.9934
"F7","ENSG00000237646",0.9918,0.0061,0.0034,0.9995
"F7","ENSG00000278816",0.6818,-1.8644,-1.3943,0.9934
"F7","ENSG00000126804",0.6511,2.9894,2.8713,0.9934
"F7","ENSG00000278399",0.0464,-2.6355,-4.4656,0.9934
"F7","ENSG00000275854",0.5212,0.55,0.8112,0.9934
"F7","ENSG00000140612",0.0326,3.1416,3.3232,0.9934
"F7","ENSG00000252615",0.3865,-2.0442,-0.9424,0.9934
"F7","ENSG00000221510",0.6214,0.0178,0.6343,0.9934
"F7","ENSG00000125122",0.5362,0.8001,0.6835,0.9934
"F7","ENSG00000178201",0.5946,-0.782,-0.9426,0.9934
"F7","ENSG00000227290",0.3593,-1.2969,-1.7282,0.9934
"F7","ENSG00000170509",0.7188,-5.298,-5.6237,0.9934
"F7","ENSG00000238009",0.6753,-5.1082,-5.5808,0.9934
"F7","ENSG00000146828",0.8314,1.9687,1.9918,0.9934
"F7","ENSG00000145757",0.9797,-2.2384,-2.2518,0.9995
"F7","ENSG00000270871",0.2463,2.6986,2.83,0.9934
"F7","ENSG00000136936",0.6139,2.3208,2.2282,0.9934
"F7","ENSG00000279278",0.9632,-0.7319,-0.7249,0.9995
"F7","ENSG00000262209",0.8299,-0.3356,-0.2463,0.9934
"F7","ENSG00000265975",0.547,0.7247,0.5637,0.9934
"F7","ENSG00000141452",0.3441,3.5784,3.641,0.9934
"F7","ENSG00000168036",0.0834,3.0059,3.1066,0.9934
"F7","ENSG00000206715",0.4234,-1.0443,0.4178,0.9934
"F7","ENSG00000130711",0.7222,-4.7836,-4.446,0.9934
"F7","ENSG00000169188",0.4332,2.5661,2.5002,0.9934
"F7","ENSG00000243686",0.0017,2.104,-1.7375,0.9934
"F7","ENSG00000171492",0.3565,3.0712,2.7431,0.9934
"F7","ENSG00000265018",0.9715,0.5689,0.5636,0.9995
"F7","ENSG00000263766",0.6845,-0.6513,-0.4604,0.9934
"F7","ENSG00000160404",0.5915,0.0455,0.1512,0.9934
"F7","ENSG00000244540",0.3983,-0.9735,-0.0949,0.9934
"F7","ENSG00000273234",0.7931,-4.1238,-3.7737,0.9934
"F7","ENSG00000228590",0.9394,-1.5054,-1.4729,0.9995
"F7","ENSG00000179141",0.8562,-3.3169,-3.4753,0.9934
"F7","ENSG00000118503",0.6844,6.746,6.762,0.9934
"F7","ENSG00000121879",0.5913,3.4332,3.4861,0.9934
"F7","ENSG00000070371",0.039,-5.1818,-4.2721,0.9934
"F7","ENSG00000260954",0.2743,-2.0776,-1.2159,0.9934
"F7","ENSG00000279507",0.8301,1.3011,1.3714,0.9934
"F7","ENSG00000243871",0.4461,-1.6239,-2.7005,0.9934
"F7","ENSG00000226977",0.4315,0.1003,-0.3902,0.9934
"F7","ENSG00000196620",0.1935,-6.3254,-5.0167,0.9934
"F7","ENSG00000254838",0.9577,3.1031,3.107,0.9995
"F7","ENSG00000170430",0.2593,1.9576,2.0928,0.9934
"F7","ENSG00000144741",0.4387,1.8456,1.9711,0.9934
"F7","ENSG00000110900",0.1318,0.6949,2.0958,0.9934
"F7","ENSG00000146856",0.2281,-0.5781,-0.8092,0.9934
"F7","ENSG00000112118",0.6925,4.4624,4.441,0.9934
"F7","ENSG00000057663",0.381,1.5918,1.7107,0.9934
"F7","ENSG00000128917",0.8335,-0.5891,-0.631,0.9934
"F7","ENSG00000239246",0.8305,0.8361,0.9,0.9934
"F7","ENSG00000181449",0.9853,-5.9317,-5.919,0.9995
"F7","ENSG00000227176",0.4012,-0.2534,0.0119,0.9934
"F7","ENSG00000141994",0.8831,2.347,2.366,0.9934
"F7","ENSG00000166743",0.647,-4.9682,-4.6034,0.9934
"F7","ENSG00000271870",0.4658,2.6887,2.8929,0.9934
"F7","ENSG00000007384",0.3814,-1.4819,-1.7236,0.9934
"F7","ENSG00000105327",0.29,2.4241,2.5424,0.9934
"F7","ENSG00000230649",0.308,-0.9673,-0.3581,0.9934
"F7","ENSG00000259187",0.5909,-4.387,-3.5497,0.9934
"F7","ENSG00000254099",0.4721,-1.1909,-0.4452,0.9934
"F7","ENSG00000166582",0.099,2.7224,2.8826,0.9934
"F7","ENSG00000237770",0.7497,-2.0356,-1.8864,0.9934
"F7","ENSG00000152778",0.8707,4.2417,4.2542,0.9934
"F7","ENSG00000203995",0.7282,1.6031,1.6391,0.9934
"F7","ENSG00000272798",0.0732,-0.7258,0.0231,0.9934
"F7","ENSG00000106336",0.9011,-2.4546,-2.4103,0.9958
"F7","ENSG00000124541",0.068,3.5935,3.4614,0.9934
"F7","ENSG00000126001",0.1727,1.641,1.5269,0.9934
"F7","ENSG00000232162",0.6059,1.423,1.2834,0.9934
"F7","ENSG00000259327",0.0201,-6.6439,-6.6439,0.9934
"F7","ENSG00000170759",0.3313,4.7469,4.6689,0.9934
"F7","ENSG00000263338",0.4505,-1.009,-1.2663,0.9934
"F7","ENSG00000107147",0.3168,-5.0588,-4.7007,0.9934
"F7","ENSG00000141101",0.5266,5.0489,5.1027,0.9934
"F7","ENSG00000236449",0.0626,-0.8225,-1.1307,0.9934
"F7","ENSG00000159339",0.5015,-2.8503,-2.5497,0.9934
"F7","ENSG00000107014",0.4543,-0.3954,-0.0766,0.9934
"F7","ENSG00000072694",0.3512,3.1769,3.2462,0.9934
"F7","ENSG00000178163",0.5954,2.4446,2.5023,0.9934
"F7","ENSG00000237399",0.2692,-0.4043,0.2803,0.9934
"F7","ENSG00000117362",0.0301,3.5632,3.8059,0.9934
"F7","ENSG00000168955",0.8111,-3.0018,-2.8574,0.9934
"F7","ENSG00000145780",0.6398,2.958,3.0099,0.9934
"F7","ENSG00000066933",0.4059,1.9979,1.9278,0.9934
"F7","ENSG00000198909",0.2477,2.7843,2.9087,0.9934
"F7","ENSG00000115129",0.4921,1.4544,1.3587,0.9934
"F7","ENSG00000271992",0.9714,2.5899,2.5968,0.9995
"F7","ENSG00000161888",0.2413,-0.136,-0.4185,0.9934
"F7","ENSG00000279629",0.1333,-4.1301,-2.2945,0.9934
"F7","ENSG00000211869",0.1424,1.1308,0.5879,0.9934
"F7","ENSG00000163218",0.2073,-1.7054,-2.403,0.9934
"F7","ENSG00000232466",0.4484,2.1048,2.31,0.9934
"F7","ENSG00000272501",0.8473,0.6986,0.6744,0.9934
"F7","ENSG00000120942",0.497,2.2461,2.2916,0.9934
"F7","ENSG00000269901",0.0947,0.8405,0.2065,0.9934
"F7","ENSG00000229473",0.73,1.9044,1.8281,0.9934
"F7","ENSG00000279114",0.8866,-2.0288,-1.9735,0.9934
"F7","ENSG00000122778",0.0409,-0.8279,-1.1578,0.9934
"F7","ENSG00000164591",0.9461,-3.552,-3.5174,0.9995
"F7","ENSG00000254266",0.8467,-0.9305,-0.8656,0.9934
"F7","ENSG00000167604",0.7977,3.4783,3.4547,0.9934
"F7","ENSG00000204519",0.3842,0.4728,-0.1561,0.9934
"F7","ENSG00000277130",0.7707,0.0918,0.1796,0.9934
"F7","ENSG00000186814",0.9349,2.0754,2.0666,0.9995
"F7","ENSG00000140153",0.0936,1.26,1.6863,0.9934
"F7","ENSG00000088727",0.7297,-0.3136,-0.3695,0.9934
"F7","ENSG00000156535",0.4224,2.0802,2.1645,0.9934
"F7","ENSG00000249407",0.6027,-3.0383,-3.9563,0.9934
"F7","ENSG00000143393",0.576,3.4523,3.54,0.9934
"F7","ENSG00000270038",0.845,-5.6157,-5.4083,0.9934
"F7","ENSG00000263680",0.0594,1.3189,1.688,0.9934
"F7","ENSG00000205089",0.5451,1.3,1.3792,0.9934
"F7","ENSG00000280079",0.4954,-2.8641,-2.1498,0.9934
"F7","ENSG00000135070",0.6078,2.1415,2.0906,0.9934
"F7","ENSG00000230530",0.9569,-1.6877,-1.7072,0.9995
"F7","ENSG00000235299",0.012,1.7259,1.2257,0.9934
"F7","ENSG00000227008",0.6906,-1.978,-2.202,0.9934
"F7","ENSG00000119777",0.9979,3.4146,3.4148,0.9995
"F7","ENSG00000130768",0.6747,0.8283,0.7586,0.9934
"F7","ENSG00000256811",0.0998,-4.4765,-1.9357,0.9934
"F7","ENSG00000137218",0.5447,0.8854,0.8248,0.9934
"F7","ENSG00000263368",0.8335,1.6473,1.5851,0.9934
"F7","ENSG00000223791",0.408,-1.7524,-2.2307,0.9934
"F7","ENSG00000217643",0.8307,0.8604,0.7798,0.9934
"F7","ENSG00000069424",0.765,4.166,4.1939,0.9934
"F7","ENSG00000250474",0.2113,-3.2833,-4.8074,0.9934
"F7","ENSG00000100483",0.8568,2.0207,1.9812,0.9934
"F7","ENSG00000176894",0.1963,2.1755,2.3904,0.9934
"F7","ENSG00000182944",0.0155,4.2813,4.1377,0.9934
"F7","ENSG00000135048",0.5235,-1.9891,-2.1163,0.9934
"F7","ENSG00000225704",0.4532,-3.8516,-5.1327,0.9934
"F7","ENSG00000214203",0.9961,-1.5578,-1.5546,0.9995
"F7","ENSG00000268095",0.4873,-3.384,-2.4354,0.9934
"F7","ENSG00000139531",0.8175,0.606,0.5496,0.9934
"F7","ENSG00000257979",0.0082,-2.4903,-6.6439,0.9934
"F7","ENSG00000207091",0.2044,1.4195,0.8957,0.9934
"F7","ENSG00000258186",0.6985,4.7653,4.8407,0.9934
"F7","ENSG00000148158",0.6169,0.9269,0.8748,0.9934
"F7","ENSG00000270019",0.1363,0.8954,1.2414,0.9934
"F7","ENSG00000259238",0.0669,1.3389,1.6925,0.9934
"F7","ENSG00000261582",0.3967,-0.3759,-0.0265,0.9934
"F7","ENSG00000276775",0.1725,-4.2291,-6.0619,0.9934
"F7","ENSG00000238188",0.538,-1.5072,-0.7982,0.9934
"F7","ENSG00000116489",0.2333,5.0354,5.2941,0.9934
"F7","ENSG00000091010",0.3984,-4.0298,-3.3268,0.9934
"F7","ENSG00000242590",0.0201,-6.6439,-6.6439,0.9934
"F7","ENSG00000207380",0.8807,-1.3748,-1.5953,0.9934
"F7","ENSG00000103569",0.0985,0.2548,0.0443,0.9934
"F7","ENSG00000282860",0.5783,0.2687,0.5525,0.9934
"F7","ENSG00000198837",0.4301,3.9204,3.9957,0.9934
"F7","ENSG00000235066",0.2447,-0.9999,-1.2097,0.9934
"F7","ENSG00000223685",0.9156,-1.5778,-1.6188,0.998
"F7","ENSG00000174007",0.2206,1.3326,1.5471,0.9934
"F7","ENSG00000198663",0.3283,2.1891,1.8488,0.9934
"F7","ENSG00000234287",0.7773,0.2049,0.0725,0.9934
"F7","ENSG00000243396",0.8601,-1.2665,-1.1549,0.9934
"F7","ENSG00000278462",0.3535,1.2678,1.7351,0.9934
"F7","ENSG00000220614",0.1404,2.5627,2.1679,0.9934
"F7","ENSG00000284032",0.6762,3.6162,3.7342,0.9934
"F7","ENSG00000058056",0.8301,1.5126,1.472,0.9934
"F7","ENSG00000267143",0.0085,-6.2179,-2.3753,0.9934
"F7","ENSG00000080845",0.6242,1.7051,1.6319,0.9934
"F7","ENSG00000206922",0.3713,-2.7609,-1.3156,0.9934
"F7","ENSG00000230183",0.0737,-5.0533,-6.3745,0.9934
"F7","ENSG00000107249",0.6983,-1.4416,-1.4881,0.9934
"F7","ENSG00000110375",0.3678,-3.0457,-4.065,0.9934
"F7","ENSG00000105662",0.9032,-0.6631,-0.696,0.9963
"F7","ENSG00000276058",0.7057,-1.1966,-0.8223,0.9934
"F7","ENSG00000231701",0.5648,-4.2309,-3.3167,0.9934
"F7","ENSG00000279333",0.2301,-4.8214,-2.6074,0.9934
"F7","ENSG00000176046",0.365,-6.1302,-6.6439,0.9934
"F7","ENSG00000149654",0.8934,-5.3764,-5.4795,0.9934
"F7","ENSG00000177144",0.5983,2.5988,2.5462,0.9934
"F7","ENSG00000234785",0.8846,-3.5937,-3.4499,0.9934
"F7","ENSG00000161021",0.6838,3.4804,3.5147,0.9934
"F7","ENSG00000178307",0.7567,1.873,1.8168,0.9934
"F7","ENSG00000124942",0.2852,1.9566,3.1566,0.9934
"F7","ENSG00000178297",0.6789,-0.1274,-0.2067,0.9934
"F7","ENSG00000080603",0.9509,3.5107,3.505,0.9995
"F7","ENSG00000271615",0.698,-0.3922,-0.273,0.9934
"F7","ENSG00000207588",0.4215,1.3161,1.6909,0.9934
"F7","ENSG00000275672",0.6142,-1.9669,-2.4502,0.9934
"F7","ENSG00000118680",0.1429,5.9897,6.1075,0.9934
"F7","ENSG00000273064",0.3624,-0.676,-0.3159,0.9934
"F7","ENSG00000252652",0.3774,1.4533,1.7222,0.9934
"F7","ENSG00000171595",0.3823,-3.0818,-2.3627,0.9934
"F7","ENSG00000188761",0.9291,-2.9765,-2.9278,0.998
"F7","ENSG00000186298",0.3974,4.1426,4.0373,0.9934
"F7","ENSG00000233222",0.8493,-4.1317,-3.8232,0.9934
"F7","ENSG00000125149",0.1301,1.2925,1.4529,0.9934
"F7","ENSG00000169718",0.7042,3.4258,3.3835,0.9934
"F7","ENSG00000236056",0.5819,-2.2676,-2.8068,0.9934
"F7","ENSG00000259553",0.2077,-4.2378,-5.5232,0.9934
"F7","ENSG00000278963",0.8172,0.5912,0.6473,0.9934
"F7","ENSG00000253893",0.7387,-1.1014,-1.2391,0.9934
"F7","ENSG00000264281",0.0955,4.5721,4.2797,0.9934
"F7","ENSG00000162630",0.6565,0.6116,0.5316,0.9934
"F7","ENSG00000275092",0.6052,1.253,1.1558,0.9934
"F7","ENSG00000267565",0.2771,0.2101,0.8447,0.9934
"F7","ENSG00000198538",0.1613,1.3868,1.6207,0.9934
"F7","ENSG00000171462",0.6495,1.2796,1.182,0.9934
"F7","ENSG00000139083",0.2016,4.7705,4.7249,0.9934
"F7","ENSG00000270177",0.3027,-0.3147,0.0311,0.9934
"F7","ENSG00000256234",0.5531,-1.8181,-1.6286,0.9934
"F7","ENSG00000137463",0.9975,-3.8968,-3.9003,0.9995
"F7","ENSG00000261612",0.4538,-1.9904,-3.0767,0.9934
"F7","ENSG00000067057",0.8647,5.1735,5.1833,0.9934
"F7","ENSG00000150867",0.5629,4.5112,4.5579,0.9934
"F7","ENSG00000197822",0.5012,1.3756,1.4661,0.9934
"F7","ENSG00000143493",0.9206,2.9506,2.9603,0.998
"F7","ENSG00000233579",0.842,-0.805,-0.9032,0.9934
"F7","ENSG00000277882",0.413,-3.5902,-5.0309,0.9934
"F7","ENSG00000254482",0.8633,-3.6889,-3.9421,0.9934
"F7","ENSG00000259295",0.3401,-2.1288,-1.8341,0.9934
"F7","ENSG00000125484",0.0776,2.7604,2.8545,0.9934
"F7","ENSG00000270948",0.4061,-3.1296,-2.1299,0.9934
"F7","ENSG00000170006",0.9502,2.6861,2.6918,0.9995
"F7","ENSG00000145879",0.6138,-4.2567,-4.7666,0.9934
"F7","ENSG00000228446",0.4022,1.3568,1.0958,0.9934
"F7","ENSG00000279201",0.1499,-3.8287,-1.9417,0.9934
"F7","ENSG00000168887",0.297,2.7591,2.8693,0.9934
"F7","ENSG00000019186",0.6082,-5.7099,-5.3069,0.9934
"F7","ENSG00000198740",0.1921,2.0786,2.2189,0.9934
"F7","ENSG00000256351",0.2202,-1.2054,-0.5175,0.9934
"F7","ENSG00000112335",0.2452,4.167,3.913,0.9934
"F7","ENSG00000224897",0.3645,-3.7758,-3.4403,0.9934
"F7","ENSG00000163879",0.5102,-1.2938,-1.5062,0.9934
"F7","ENSG00000260084",0.1582,-4.2736,-6.6439,0.9934
"F7","ENSG00000260286",0.6898,-3.3548,-3.9245,0.9934
"F7","ENSG00000092931",0.7556,2.1848,2.1422,0.9934
"F7","ENSG00000198795",0.6684,-6.5684,-6.6439,0.9934
"F7","ENSG00000168246",0.969,3.0451,3.0413,0.9995
"F7","ENSG00000231564",0.5196,1.2902,1.0196,0.9934
"F7","ENSG00000226067",0.7478,1.593,1.6278,0.9934
"F7","ENSG00000187122",0.2699,-2.1977,-2.4414,0.9934
"F7","ENSG00000231181",0.5703,1.4017,1.2894,0.9934
"F7","ENSG00000272505",0.1682,1.0482,0.8575,0.9934
"F7","ENSG00000168778",0.0903,1.2279,1.4033,0.9934
"F7","ENSG00000232630",0.2529,1.0088,0.725,0.9934
"F7","ENSG00000214827",0.0383,-0.4506,-1.3506,0.9934
"F7","ENSG00000234678",0.6772,-0.0938,-0.2407,0.9934
"F7","ENSG00000170270",0.917,1.6515,1.6748,0.998
"F7","ENSG00000252822",0.1776,-4.2159,-6.6439,0.9934
"F7","ENSG00000261559",0.9463,-4.152,-4.2399,0.9995
"F7","ENSG00000199530",0.6577,-0.3107,-0.6226,0.9934
"F7","ENSG00000232217",0.9128,-0.1078,-0.0378,0.998
"F7","ENSG00000265972",0.3379,4.1522,4.2224,0.9934
"F7","ENSG00000240509",0.962,-2.5206,-2.5612,0.9995
"F7","ENSG00000176753",0.0718,-4.4186,-2.9344,0.9934
"F7","ENSG00000273982",0.1554,-3.5182,-5.1076,0.9934
"F7","ENSG00000102699",0.8854,4.7554,4.7463,0.9934
"F7","ENSG00000157483",0.8105,4.2236,4.2149,0.9934
"F7","ENSG00000196365",0.3643,5.4914,5.4167,0.9934
"F7","ENSG00000148677",0.6944,-4.3442,-4.7705,0.9934
"F7","ENSG00000122121",0.419,-3.6376,-2.9325,0.9934
"F7","ENSG00000252034",0.156,-2.7782,-0.3493,0.9934
"F7","ENSG00000253368",0.687,-2.6463,-2.4183,0.9934
"F7","ENSG00000142765",0.3734,3.492,3.5939,0.9934
"F7","ENSG00000126261",0.3578,4.3694,4.2788,0.9934
"F7","ENSG00000087152",0.1496,3.6862,3.8061,0.9934
"F7","ENSG00000244306",0.9627,-4.4707,-4.4546,0.9995
"F7","ENSG00000235776",0.6665,-1.522,-1.3255,0.9934
"F7","ENSG00000176171",0.9724,3.572,3.5697,0.9995
"F7","ENSG00000174749",0.5952,1.0225,1.0721,0.9934
"F7","ENSG00000109670",0.817,3.5621,3.539,0.9934
"F7","ENSG00000172172",0.2171,2.0158,1.8752,0.9934
"F7","ENSG00000201367",0.8706,0.9768,1.0141,0.9934
"F7","ENSG00000132938",0.8033,1.1131,1.0925,0.9934
"F7","ENSG00000117676",0.5303,4.3647,4.4523,0.9934
"F7","ENSG00000268902",0.5453,-6.1322,-6.6439,0.9934
"F7","ENSG00000276988",0.8675,-0.7527,-0.5716,0.9934
"F7","ENSG00000170684",0.749,2.8652,2.918,0.9934
"F7","ENSG00000259096",0.2916,-2.1518,-2.7353,0.9934
"F7","ENSG00000214248",0.6543,-1.2637,-1.3932,0.9934
"F7","ENSG00000268088",0.5647,3.1981,3.3008,0.9934
"F7","ENSG00000115339",0.8569,0.6399,0.6577,0.9934
"F7","ENSG00000119242",0.1738,-0.0295,-0.3761,0.9934
"F7","ENSG00000231584",0.973,1.7131,1.7197,0.9995
"F7","ENSG00000243501",0.8843,-3.7287,-3.8791,0.9934
"F7","ENSG00000129566",0.348,3.2858,3.3326,0.9934
"F7","ENSG00000226617",0.8693,-5.0572,-5.3087,0.9934
"F7","ENSG00000115425",0.7271,1.4959,1.5333,0.9934
"F7","ENSG00000214215",0.6106,-0.4896,-0.6724,0.9934
"F7","ENSG00000273226",0.667,1.0407,0.8639,0.9934
"F7","ENSG00000268975",0.1523,-1.4292,0.4933,0.9934
"F7","ENSG00000167552",0.9882,2.5959,2.5907,0.9995
"F7","ENSG00000270892",0.1302,-2.5129,-4.4752,0.9934
"F7","ENSG00000227398",0.8183,-0.1418,-0.0959,0.9934
"F7","ENSG00000207635",0.3303,-0.6729,-1.307,0.9934
"F7","ENSG00000105137",0.0375,-3.0667,-4.0949,0.9934
"F7","ENSG00000168610",0.3312,5.657,5.6928,0.9934
"F7","ENSG00000234619",0.3956,0.2861,-0.022,0.9934
"F7","ENSG00000235413",0.2499,0.5958,0.8123,0.9934
"F7","ENSG00000215347",0.5461,1.407,1.2877,0.9934
"F7","ENSG00000070214",0.6594,2.0137,2.0524,0.9934
"F7","ENSG00000250012",0.2634,-3.4467,-1.7624,0.9934
"F7","ENSG00000110799",0.6801,-5.9348,-5.7386,0.9934
"F7","ENSG00000261570",0.0952,-4.8716,-2.5639,0.9934
"F7","ENSG00000244604",0.0502,-0.35,-2.5119,0.9934
"F7","ENSG00000223960",0.8004,2.7865,2.8034,0.9934
"F7","ENSG00000255836",0.4276,-5.4165,-6.0786,0.9934
"F7","ENSG00000171786",0.5243,-1.3582,-1.582,0.9934
"F7","ENSG00000223284",0.9993,-1.6857,-1.687,0.9995
"F7","ENSG00000277443",0.5521,6.4982,6.5493,0.9934
"F7","ENSG00000115053",0.19,5.3299,5.1514,0.9934
"F7","ENSG00000198003",0.8234,-1.9447,-1.8448,0.9934
"F7","ENSG00000184916",0.7883,-2.8582,-2.9584,0.9934
"F7","ENSG00000278978",0.4557,-2.6245,-3.2009,0.9934
"F7","ENSG00000139973",0.2763,-5.8345,-5.4089,0.9934
"F7","ENSG00000169139",0.1375,1.5095,1.3254,0.9934
"F7","ENSG00000136878",0.5465,3.0232,2.9522,0.9934
"F7","ENSG00000054179",0.2857,0.2637,0.5589,0.9934
"F7","ENSG00000163875",0.7232,3.082,3.1183,0.9934
"F7","ENSG00000253426",0.8696,-0.7185,-0.6398,0.9934
"F7","ENSG00000265137",0.227,-0.4108,1.0509,0.9934
"F7","ENSG00000271204",0.2883,4.5009,4.3893,0.9934
"F7","ENSG00000271752",0.8833,-2.5591,-2.3256,0.9934
"F7","ENSG00000161682",0.385,-2.6956,-2.1498,0.9934
"F7","ENSG00000118181",0.5772,8.1288,8.0681,0.9934
"F7","ENSG00000252479",0.8525,-2.4513,-2.1228,0.9934
"F7","ENSG00000101282",0.4965,-5.4821,-4.7913,0.9934
"F7","ENSG00000181524",0.1234,-0.4506,-1.251,0.9934
"F7","ENSG00000155561",0.8932,3.9443,3.9362,0.9934
"F7","ENSG00000167562",0.2375,1.0014,1.222,0.9934
"F7","ENSG00000252915",0.7926,-2.3118,-2.7988,0.9934
"F7","ENSG00000170703",0.8419,-4.8236,-4.7022,0.9934
"F7","ENSG00000174004",0.7952,4.4498,4.4288,0.9934
"F7","ENSG00000237301",0.1068,-0.3234,0.0454,0.9934
"F7","ENSG00000162775",0.7098,4.0642,4.0882,0.9934
"F7","ENSG00000236559",0.0438,1.9444,1.5175,0.9934
"F7","ENSG00000124440",0.1311,-5.6826,-6.3989,0.9934
"F7","ENSG00000163376",0.7799,1.2641,1.303,0.9934
"F7","ENSG00000228237",0.5581,0.339,0.1015,0.9934
"F7","ENSG00000108830",0.7339,-4.3285,-4.1032,0.9934
"F7","ENSG00000069275",0.5717,4.556,4.5983,0.9934
"F7","ENSG00000181350",0.3113,2.419,2.51,0.9934
"F7","ENSG00000215190",0.2065,1.3956,1.5909,0.9934
"F7","ENSG00000160683",0.584,1.9105,1.7571,0.9934
"F7","ENSG00000109684",0.5709,0.1062,0.2085,0.9934
"F7","ENSG00000202100",0.3235,-3.2509,-1.595,0.9934
"F7","ENSG00000226576",0.9316,-1.4034,-1.4928,0.9992
"F7","ENSG00000262179",0.4892,-4.9491,-3.9607,0.9934
"F7","ENSG00000226944",0.0701,-1.2022,-0.3228,0.9934
"F7","ENSG00000267373",0.5211,-2.4437,-3.2871,0.9934
"F7","ENSG00000181035",0.9838,2.5036,2.5057,0.9995
"F7","ENSG00000157510",0.3476,-4.5493,-3.971,0.9934
"F7","ENSG00000279372",0.9544,-3.1937,-3.0955,0.9995
"F7","ENSG00000272320",0.5334,-1.7304,-2.0147,0.9934
"F7","ENSG00000196456",0.8838,1.9766,2.007,0.9934
"F7","ENSG00000058600",0.7106,2.6918,2.6614,0.9934
"F7","ENSG00000262539",0.4439,-1.6222,-1.2555,0.9934
"F7","ENSG00000274964",0.3297,-0.2882,0.9519,0.9934
"F7","ENSG00000115541",0.696,3.1405,3.1929,0.9934
"F7","ENSG00000100445",0.7485,2.7918,2.8457,0.9934
"F7","ENSG00000207468",0.7876,0.8341,0.989,0.9934
"F7","ENSG00000179222",0.4133,3.8242,3.7832,0.9934
"F7","ENSG00000235989",0.6803,0.2183,-0.0407,0.9934
"F7","ENSG00000106351",0.3841,2.669,2.5627,0.9934
"F7","ENSG00000280739",0.2359,-1.1573,-1.4857,0.9934
"F7","ENSG00000180998",0.6737,-4.456,-4.7658,0.9934
"F7","ENSG00000168878",0.7982,-3.1255,-3.2295,0.9934
"F7","ENSG00000167363",0.2879,-1.4974,-1.1247,0.9934
"F7","ENSG00000232133",0.3867,-1.4458,-1.1075,0.9934
