"gene_compare","log2fc_p","gene","compare"
"ENSG00000157456 F7/D6",0.908435843992736,"ENSG00000157456","F7/D6"
"ENSG00000267353 F7/D6",0.0627353878404545,"ENSG00000267353","F7/D6"
"ENSG00000280739 F7/D6",0.702839298959739,"ENSG00000280739","F7/D6"
"ENSG00000198039 F7/D6",0.574469709942235,"ENSG00000198039","F7/D6"
"ENSG00000167077 F7/D6",0.267855235398606,"ENSG00000167077","F7/D6"
"ENSG00000023902 F7/D6",0.109600916268618,"ENSG00000023902","F7/D6"
"ENSG00000182199 F7/D6",0.36827485287269,"ENSG00000182199","F7/D6"
"ENSG00000204673 F7/D6",0.395300399775009,"ENSG00000204673","F7/D6"
"ENSG00000119801 F7/D6",0.823070925992327,"ENSG00000119801","F7/D6"
"ENSG00000186468 F7/D6",0.771094176661611,"ENSG00000186468","F7/D6"
"ENSG00000011295 F7/D6",0.589141553054714,"ENSG00000011295","F7/D6"
"ENSG00000226121 F7/D6",0.0655801663524834,"ENSG00000226121","F7/D6"
"ENSG00000113389 F7/D6",0.956792272086993,"ENSG00000113389","F7/D6"
"ENSG00000261971 F7/D6",0.702541597260905,"ENSG00000261971","F7/D6"
"ENSG00000185798 F7/D6",0.154827011573519,"ENSG00000185798","F7/D6"
"ENSG00000269481 F7/D6",0.568459635375977,"ENSG00000269481","F7/D6"
"ENSG00000207392 F7/D6",0.393064128517254,"ENSG00000207392","F7/D6"
"ENSG00000174943 F7/D6",0.44085653698935,"ENSG00000174943","F7/D6"
"ENSG00000118363 F7/D6",0.963413817916024,"ENSG00000118363","F7/D6"
"ENSG00000254165 F7/D6",0.394732748771849,"ENSG00000254165","F7/D6"
"ENSG00000278419 F7/D6",0.341502116661106,"ENSG00000278419","F7/D6"
"ENSG00000185049 F7/D6",0.769300159620039,"ENSG00000185049","F7/D6"
"ENSG00000237039 F7/D6",0.466649443917507,"ENSG00000237039","F7/D6"
"ENSG00000157992 F7/D6",0.649742339052393,"ENSG00000157992","F7/D6"
"ENSG00000166257 F7/D6",0.00935813963337987,"ENSG00000166257","F7/D6"
"ENSG00000182158 F7/D6",0.593411918908136,"ENSG00000182158","F7/D6"
"ENSG00000019186 F7/D6",0.0613387079493953,"ENSG00000019186","F7/D6"
"ENSG00000248240 F7/D6",0.44840389121511,"ENSG00000248240","F7/D6"
"ENSG00000269148 F7/D6",0.766660998768256,"ENSG00000269148","F7/D6"
"ENSG00000258867 F7/D6",0.0685702888392292,"ENSG00000258867","F7/D6"
"ENSG00000168522 F7/D6",0.413066396243319,"ENSG00000168522","F7/D6"
"ENSG00000203761 F7/D6",0.110314750839298,"ENSG00000203761","F7/D6"
"ENSG00000268095 F7/D6",0.287513743831502,"ENSG00000268095","F7/D6"
"ENSG00000180878 F7/D6",0.118965079053638,"ENSG00000180878","F7/D6"
"ENSG00000203995 F7/D6",0.477550561132313,"ENSG00000203995","F7/D6"
"ENSG00000253047 F7/D6",0.717916119683516,"ENSG00000253047","F7/D6"
"ENSG00000122378 F7/D6",0.623951105689639,"ENSG00000122378","F7/D6"
"ENSG00000110422 F7/D6",0.5306898059856,"ENSG00000110422","F7/D6"
"ENSG00000282961 F7/D6",0.174678549634478,"ENSG00000282961","F7/D6"
"ENSG00000023734 F7/D6",0.578249111164613,"ENSG00000023734","F7/D6"
"ENSG00000085840 F7/D6",0.999522791819451,"ENSG00000085840","F7/D6"
"ENSG00000231104 F7/D6",0.106065186440813,"ENSG00000231104","F7/D6"
"ENSG00000132823 F7/D6",0.287954382008026,"ENSG00000132823","F7/D6"
"ENSG00000270948 F7/D6",0.383373284245214,"ENSG00000270948","F7/D6"
"ENSG00000165475 F7/D6",0.457593814525302,"ENSG00000165475","F7/D6"
"ENSG00000186298 F7/D6",0.547590401522667,"ENSG00000186298","F7/D6"
"ENSG00000100105 F7/D6",0.437631305634619,"ENSG00000100105","F7/D6"
"ENSG00000133226 F7/D6",0.283340157175169,"ENSG00000133226","F7/D6"
"ENSG00000275854 F7/D6",0.502769817195612,"ENSG00000275854","F7/D6"
"ENSG00000180210 F7/D6",0.514676376574309,"ENSG00000180210","F7/D6"
"ENSG00000233885 F7/D6",0.166851379946557,"ENSG00000233885","F7/D6"
"ENSG00000274290 F7/D6",0.0206228161373861,"ENSG00000274290","F7/D6"
"ENSG00000204619 F7/D6",0.339757041404235,"ENSG00000204619","F7/D6"
"ENSG00000100902 F7/D6",0.834187235219098,"ENSG00000100902","F7/D6"
"ENSG00000271976 F7/D6",0.475514916962602,"ENSG00000271976","F7/D6"
"ENSG00000273478 F7/D6",0.769072639158023,"ENSG00000273478","F7/D6"
"ENSG00000262539 F7/D6",0.36246756294598,"ENSG00000262539","F7/D6"
"ENSG00000231500 F7/D6",0.742028636615214,"ENSG00000231500","F7/D6"
"ENSG00000156304 F7/D6",0.0287990689714285,"ENSG00000156304","F7/D6"
"ENSG00000219201 F7/D6",0.795232943251023,"ENSG00000219201","F7/D6"
"ENSG00000128050 F7/D6",0.0403453771668707,"ENSG00000128050","F7/D6"
"ENSG00000168826 F7/D6",0.340255123623735,"ENSG00000168826","F7/D6"
"ENSG00000121350 F7/D6",0.570462878905755,"ENSG00000121350","F7/D6"
"ENSG00000182944 F7/D6",0.398015845849106,"ENSG00000182944","F7/D6"
"ENSG00000087152 F7/D6",0.704720486005046,"ENSG00000087152","F7/D6"
"ENSG00000240509 F7/D6",0.00837579998644025,"ENSG00000240509","F7/D6"
"ENSG00000176753 F7/D6",0.136010490770141,"ENSG00000176753","F7/D6"
"ENSG00000166455 F7/D6",0.902962353028381,"ENSG00000166455","F7/D6"
"ENSG00000262728 F7/D6",0.73507999239455,"ENSG00000262728","F7/D6"
"ENSG00000277130 F7/D6",0.114470654393565,"ENSG00000277130","F7/D6"
"ENSG00000280194 F7/D6",0.253046179534687,"ENSG00000280194","F7/D6"
"ENSG00000231701 F7/D6",0.235433658342607,"ENSG00000231701","F7/D6"
"ENSG00000161682 F7/D6",0.836787084230437,"ENSG00000161682","F7/D6"
"ENSG00000071553 F7/D6",0.388493110126934,"ENSG00000071553","F7/D6"
"ENSG00000131187 F7/D6",0.0609096660062593,"ENSG00000131187","F7/D6"
"ENSG00000086589 F7/D6",0.739081478204628,"ENSG00000086589","F7/D6"
"ENSG00000100591 F7/D6",0.00614912265988652,"ENSG00000100591","F7/D6"
"ENSG00000239203 F7/D6",0.745450785250588,"ENSG00000239203","F7/D6"
"ENSG00000186814 F7/D6",0.896792136312245,"ENSG00000186814","F7/D6"
"ENSG00000159884 F7/D6",0.101702847617138,"ENSG00000159884","F7/D6"
"ENSG00000231789 F7/D6",0.878282281414148,"ENSG00000231789","F7/D6"
"ENSG00000279278 F7/D6",0.152243797509674,"ENSG00000279278","F7/D6"
"ENSG00000110717 F7/D6",0.59214747734021,"ENSG00000110717","F7/D6"
"ENSG00000226049 F7/D6",0.403973219142016,"ENSG00000226049","F7/D6"
"ENSG00000281179 F7/D6",0.998735659475692,"ENSG00000281179","F7/D6"
"ENSG00000145041 F7/D6",0.247438450407045,"ENSG00000145041","F7/D6"
"ENSG00000115541 F7/D6",0.264892648100009,"ENSG00000115541","F7/D6"
"ENSG00000104979 F7/D6",0.00549022763699159,"ENSG00000104979","F7/D6"
"ENSG00000214093 F7/D6",0.121952808388041,"ENSG00000214093","F7/D6"
"ENSG00000106771 F7/D6",0.962037476618342,"ENSG00000106771","F7/D6"
"ENSG00000250317 F7/D6",0.192530842661681,"ENSG00000250317","F7/D6"
"ENSG00000168887 F7/D6",0.0426955228755716,"ENSG00000168887","F7/D6"
"ENSG00000168778 F7/D6",0.136835500854603,"ENSG00000168778","F7/D6"
"ENSG00000246375 F7/D6",0.0834167180366196,"ENSG00000246375","F7/D6"
"ENSG00000130175 F7/D6",0.370410749975971,"ENSG00000130175","F7/D6"
"ENSG00000011114 F7/D6",0.622469452241067,"ENSG00000011114","F7/D6"
"ENSG00000205356 F7/D6",0.094506239658198,"ENSG00000205356","F7/D6"
"ENSG00000108785 F7/D6",0.518920686412533,"ENSG00000108785","F7/D6"
"ENSG00000160683 F7/D6",0.675665947134119,"ENSG00000160683","F7/D6"
"ENSG00000235530 F7/D6",0.603648705726535,"ENSG00000235530","F7/D6"
"ENSG00000169139 F7/D6",0.123186543776055,"ENSG00000169139","F7/D6"
"ENSG00000138780 F7/D6",0.197568884760379,"ENSG00000138780","F7/D6"
"ENSG00000170270 F7/D6",0.238854569663885,"ENSG00000170270","F7/D6"
"ENSG00000143486 F7/D6",0.545977266345406,"ENSG00000143486","F7/D6"
"ENSG00000161888 F7/D6",0.0431442827886127,"ENSG00000161888","F7/D6"
"ENSG00000281691 F7/D6",0.448997379796735,"ENSG00000281691","F7/D6"
"ENSG00000115234 F7/D6",0.985638252034541,"ENSG00000115234","F7/D6"
"ENSG00000243566 F7/D6",0.60489398927793,"ENSG00000243566","F7/D6"
"ENSG00000174748 F7/D6",0.762773102415758,"ENSG00000174748","F7/D6"
"ENSG00000122026 F7/D6",0.775111090970796,"ENSG00000122026","F7/D6"
"ENSG00000115129 F7/D6",0.719150816265506,"ENSG00000115129","F7/D6"
"ENSG00000279805 F7/D6",0.478229702515306,"ENSG00000279805","F7/D6"
"ENSG00000276903 F7/D6",0.749358387485107,"ENSG00000276903","F7/D6"
"ENSG00000101546 F7/D6",0.752196567827202,"ENSG00000101546","F7/D6"
"ENSG00000169032 F7/D6",0.506215123096811,"ENSG00000169032","F7/D6"
"ENSG00000160229 F7/D6",0.677723438542092,"ENSG00000160229","F7/D6"
"ENSG00000247877 F7/D6",0.802733559750608,"ENSG00000247877","F7/D6"
"ENSG00000206652 F7/D6",0.58991491130846,"ENSG00000206652","F7/D6"
"ENSG00000224699 F7/D6",0.56912874549055,"ENSG00000224699","F7/D6"
"ENSG00000185379 F7/D6",0.661410139458976,"ENSG00000185379","F7/D6"
"ENSG00000252026 F7/D6",0.959372821621771,"ENSG00000252026","F7/D6"
"ENSG00000231177 F7/D6",0.950196148964769,"ENSG00000231177","F7/D6"
"ENSG00000262413 F7/D6",0.144261518031023,"ENSG00000262413","F7/D6"
"ENSG00000236792 F7/D6",0.26006751262668,"ENSG00000236792","F7/D6"
"ENSG00000216937 F7/D6",0.571022704751882,"ENSG00000216937","F7/D6"
"ENSG00000278462 F7/D6",0.00214005349456523,"ENSG00000278462","F7/D6"
"ENSG00000124701 F7/D6",0.781817022630362,"ENSG00000124701","F7/D6"
"ENSG00000132436 F7/D6",0.745672902991354,"ENSG00000132436","F7/D6"
"ENSG00000213064 F7/D6",0.370948077949899,"ENSG00000213064","F7/D6"
"ENSG00000127184 F7/D6",0.627746184436079,"ENSG00000127184","F7/D6"
"ENSG00000149809 F7/D6",0.415429760730555,"ENSG00000149809","F7/D6"
"ENSG00000206731 F7/D6",0.979757457039262,"ENSG00000206731","F7/D6"
"ENSG00000231468 F7/D6",0.207936167939914,"ENSG00000231468","F7/D6"
"ENSG00000058056 F7/D6",0.307388273663047,"ENSG00000058056","F7/D6"
"ENSG00000120694 F7/D6",0.639382815071296,"ENSG00000120694","F7/D6"
"ENSG00000057935 F7/D6",0.063182423550794,"ENSG00000057935","F7/D6"
"ENSG00000030419 F7/D6",0.541406697287591,"ENSG00000030419","F7/D6"
"ENSG00000251184 F7/D6",0.55455043416464,"ENSG00000251184","F7/D6"
"ENSG00000179222 F7/D6",0.124045590080711,"ENSG00000179222","F7/D6"
"ENSG00000159335 F7/D6",0.388469159676415,"ENSG00000159335","F7/D6"
"ENSG00000142512 F7/D6",0.218402446837489,"ENSG00000142512","F7/D6"
"ENSG00000182858 F7/D6",0.198905095675824,"ENSG00000182858","F7/D6"
"ENSG00000221263 F7/D6",0.537989476196915,"ENSG00000221263","F7/D6"
"ENSG00000269343 F7/D6",0.128559935273326,"ENSG00000269343","F7/D6"
"ENSG00000245384 F7/D6",0.993144981568304,"ENSG00000245384","F7/D6"
"ENSG00000008282 F7/D6",0.348398596212615,"ENSG00000008282","F7/D6"
"ENSG00000160200 F7/D6",0.390678584979108,"ENSG00000160200","F7/D6"
"ENSG00000174695 F7/D6",0.660353241585681,"ENSG00000174695","F7/D6"
"ENSG00000184208 F7/D6",0.172529680208566,"ENSG00000184208","F7/D6"
"ENSG00000277462 F7/D6",0.632771621573192,"ENSG00000277462","F7/D6"
"ENSG00000221916 F7/D6",0.495572661853878,"ENSG00000221916","F7/D6"
"ENSG00000011485 F7/D6",0.220573817424494,"ENSG00000011485","F7/D6"
"ENSG00000101342 F7/D6",0.449898837746646,"ENSG00000101342","F7/D6"
"ENSG00000268333 F7/D6",0.422070213614762,"ENSG00000268333","F7/D6"
"ENSG00000196678 F7/D6",0.312886218294758,"ENSG00000196678","F7/D6"
"ENSG00000164342 F7/D6",0.665503566562534,"ENSG00000164342","F7/D6"
"ENSG00000171490 F7/D6",0.727275488823208,"ENSG00000171490","F7/D6"
"ENSG00000167552 F7/D6",0.359325620801881,"ENSG00000167552","F7/D6"
"ENSG00000185800 F7/D6",0.550053865012586,"ENSG00000185800","F7/D6"
"ENSG00000275467 F7/D6",0.558343214720643,"ENSG00000275467","F7/D6"
"ENSG00000272541 F7/D6",0.661875780528677,"ENSG00000272541","F7/D6"
"ENSG00000129911 F7/D6",0.401202287028046,"ENSG00000129911","F7/D6"
"ENSG00000161203 F7/D6",0.616519749425505,"ENSG00000161203","F7/D6"
"ENSG00000167562 F7/D6",0.775495992942113,"ENSG00000167562","F7/D6"
"ENSG00000079819 F7/D6",0.12763835908883,"ENSG00000079819","F7/D6"
"ENSG00000053702 F7/D6",0.427218057926881,"ENSG00000053702","F7/D6"
"ENSG00000125484 F7/D6",0.281217578914885,"ENSG00000125484","F7/D6"
"ENSG00000204084 F7/D6",0.0796973235848007,"ENSG00000204084","F7/D6"
"ENSG00000187097 F7/D6",0.616154882020069,"ENSG00000187097","F7/D6"
"ENSG00000124155 F7/D6",0.698128048805036,"ENSG00000124155","F7/D6"
"ENSG00000111832 F7/D6",0.573852724065103,"ENSG00000111832","F7/D6"
"ENSG00000108509 F7/D6",0.516707363870546,"ENSG00000108509","F7/D6"
"ENSG00000263766 F7/D6",0.38588274731259,"ENSG00000263766","F7/D6"
"ENSG00000273137 F7/D6",0.188055754668605,"ENSG00000273137","F7/D6"
"ENSG00000099942 F7/D6",0.743134859841986,"ENSG00000099942","F7/D6"
"ENSG00000141971 F7/D6",0.038469467500556,"ENSG00000141971","F7/D6"
"ENSG00000231181 F7/D6",0.942198352948683,"ENSG00000231181","F7/D6"
"ENSG00000153113 F7/D6",0.328781179419051,"ENSG00000153113","F7/D6"
"ENSG00000121281 F7/D6",0.744985025097563,"ENSG00000121281","F7/D6"
"ENSG00000111850 F7/D6",0.397347485494312,"ENSG00000111850","F7/D6"
"ENSG00000218565 F7/D6",0.693258558562308,"ENSG00000218565","F7/D6"
"ENSG00000260253 F7/D6",0.289253371450477,"ENSG00000260253","F7/D6"
"ENSG00000168246 F7/D6",0.0854922944028711,"ENSG00000168246","F7/D6"
"ENSG00000160570 F7/D6",0.610223460767923,"ENSG00000160570","F7/D6"
"ENSG00000116062 F7/D6",0.512848691515659,"ENSG00000116062","F7/D6"
"ENSG00000057663 F7/D6",0.231539424468543,"ENSG00000057663","F7/D6"
"ENSG00000188760 F7/D6",0.550080982424716,"ENSG00000188760","F7/D6"
"ENSG00000198911 F7/D6",0.317715351410599,"ENSG00000198911","F7/D6"
"ENSG00000115339 F7/D6",0.17846388099294,"ENSG00000115339","F7/D6"
"ENSG00000163702 F7/D6",0.547988722409322,"ENSG00000163702","F7/D6"
"ENSG00000155561 F7/D6",0.44530199153306,"ENSG00000155561","F7/D6"
"ENSG00000234287 F7/D6",0.621980248872526,"ENSG00000234287","F7/D6"
"ENSG00000241352 F7/D6",0.466292476456668,"ENSG00000241352","F7/D6"
"ENSG00000066117 F7/D6",0.0577962013162009,"ENSG00000066117","F7/D6"
"ENSG00000198909 F7/D6",0.659890727365267,"ENSG00000198909","F7/D6"
"ENSG00000135452 F7/D6",0.263884323660625,"ENSG00000135452","F7/D6"
"ENSG00000125772 F7/D6",0.964037393703042,"ENSG00000125772","F7/D6"
"ENSG00000183308 F7/D6",0.311359310779437,"ENSG00000183308","F7/D6"
"ENSG00000138642 F7/D6",0.776543972592697,"ENSG00000138642","F7/D6"
"ENSG00000143799 F7/D6",0.54601069052308,"ENSG00000143799","F7/D6"
"ENSG00000284934 F7/D6",0.870045295496978,"ENSG00000284934","F7/D6"
"ENSG00000069424 F7/D6",0.796463198351678,"ENSG00000069424","F7/D6"
"ENSG00000173614 F7/D6",0.810245725837797,"ENSG00000173614","F7/D6"
"ENSG00000151552 F7/D6",0.932388916055325,"ENSG00000151552","F7/D6"
"ENSG00000167447 F7/D6",0.469586001197715,"ENSG00000167447","F7/D6"
"ENSG00000106351 F7/D6",0.152229779744518,"ENSG00000106351","F7/D6"
"ENSG00000126261 F7/D6",0.948706139527386,"ENSG00000126261","F7/D6"
"ENSG00000174886 F7/D6",0.997670053704804,"ENSG00000174886","F7/D6"
"ENSG00000139531 F7/D6",0.886487700398158,"ENSG00000139531","F7/D6"
"ENSG00000234616 F7/D6",0.913579974763362,"ENSG00000234616","F7/D6"
"ENSG00000160193 F7/D6",0.944277342626779,"ENSG00000160193","F7/D6"
"ENSG00000115310 F7/D6",0.755537572189098,"ENSG00000115310","F7/D6"
"ENSG00000129757 F7/D6",0.820048357358738,"ENSG00000129757","F7/D6"
"ENSG00000070214 F7/D6",0.395412316891147,"ENSG00000070214","F7/D6"
"ENSG00000122545 F7/D6",0.0495419745085781,"ENSG00000122545","F7/D6"
"ENSG00000180423 F7/D6",0.0331677072304351,"ENSG00000180423","F7/D6"
"ENSG00000178105 F7/D6",0.541554853304166,"ENSG00000178105","F7/D6"
"ENSG00000109943 F7/D6",0.997226744867057,"ENSG00000109943","F7/D6"
"ENSG00000242590 F7/D6",0.534169169508132,"ENSG00000242590","F7/D6"
"ENSG00000147202 F7/D6",0.640286142553474,"ENSG00000147202","F7/D6"
"ENSG00000240087 F7/D6",0.117226031082066,"ENSG00000240087","F7/D6"
"ENSG00000119446 F7/D6",0.18193938105856,"ENSG00000119446","F7/D6"
"ENSG00000249119 F7/D6",0.564578694683724,"ENSG00000249119","F7/D6"
"ENSG00000146856 F7/D6",0.486118987251111,"ENSG00000146856","F7/D6"
"ENSG00000265137 F7/D6",0.389726616597513,"ENSG00000265137","F7/D6"
"ENSG00000256683 F7/D6",0.0320502626913552,"ENSG00000256683","F7/D6"
"ENSG00000206561 F7/D6",0.217189684544861,"ENSG00000206561","F7/D6"
"ENSG00000264278 F7/D6",0.390112903779981,"ENSG00000264278","F7/D6"
"ENSG00000228507 F7/D6",0.19348885878899,"ENSG00000228507","F7/D6"
"ENSG00000198663 F7/D6",0.348233164268649,"ENSG00000198663","F7/D6"
"ENSG00000157349 F7/D6",0.24905361493499,"ENSG00000157349","F7/D6"
"ENSG00000136143 F7/D6",0.287508014165198,"ENSG00000136143","F7/D6"
"ENSG00000224831 F7/D6",0.779515463176323,"ENSG00000224831","F7/D6"
"ENSG00000089335 F7/D6",0.100971272819247,"ENSG00000089335","F7/D6"
"ENSG00000238228 F7/D6",0.337352125697444,"ENSG00000238228","F7/D6"
"ENSG00000231969 F7/D6",0.992974761109089,"ENSG00000231969","F7/D6"
"ENSG00000101191 F7/D6",0.222181778439964,"ENSG00000101191","F7/D6"
"ENSG00000123268 F7/D6",0.0979479101242684,"ENSG00000123268","F7/D6"
"ENSG00000131876 F7/D6",0.734506468235554,"ENSG00000131876","F7/D6"
"ENSG00000223396 F7/D6",0.0918706866720694,"ENSG00000223396","F7/D6"
"ENSG00000166275 F7/D6",0.787397229488243,"ENSG00000166275","F7/D6"
"ENSG00000204186 F7/D6",0.0909926874823506,"ENSG00000204186","F7/D6"
"ENSG00000125827 F7/D6",0.946892960545438,"ENSG00000125827","F7/D6"
"ENSG00000187862 F7/D6",0.732558288105085,"ENSG00000187862","F7/D6"
"ENSG00000214940 F7/D6",0.549022625813661,"ENSG00000214940","F7/D6"
"ENSG00000204386 F7/D6",0.384779954939699,"ENSG00000204386","F7/D6"
"ENSG00000130684 F7/D6",0.358823370323193,"ENSG00000130684","F7/D6"
"ENSG00000135506 F7/D6",0.938953414612583,"ENSG00000135506","F7/D6"
"ENSG00000280334 F7/D6",0.476837895719272,"ENSG00000280334","F7/D6"
"ENSG00000151422 F7/D6",0.072730875764719,"ENSG00000151422","F7/D6"
"ENSG00000106588 F7/D6",0.176725879582736,"ENSG00000106588","F7/D6"
"ENSG00000150967 F7/D6",0.655404530986082,"ENSG00000150967","F7/D6"
"ENSG00000225285 F7/D6",0.0304377790359853,"ENSG00000225285","F7/D6"
"ENSG00000222009 F7/D6",0.205200463161172,"ENSG00000222009","F7/D6"
"ENSG00000172939 F7/D6",0.737645568521363,"ENSG00000172939","F7/D6"
"ENSG00000280399 F7/D6",0.570141727786934,"ENSG00000280399","F7/D6"
"ENSG00000255302 F7/D6",0.00346801356201724,"ENSG00000255302","F7/D6"
"ENSG00000240399 F7/D6",0.139818680250674,"ENSG00000240399","F7/D6"
"ENSG00000166471 F7/D6",0.746045177424695,"ENSG00000166471","F7/D6"
"ENSG00000101421 F7/D6",0.932869784882529,"ENSG00000101421","F7/D6"
"ENSG00000125630 F7/D6",0.30933830038863,"ENSG00000125630","F7/D6"
"ENSG00000186111 F7/D6",0.613132138882422,"ENSG00000186111","F7/D6"
"ENSG00000120675 F7/D6",0.252650125325929,"ENSG00000120675","F7/D6"
"ENSG00000069275 F7/D6",0.168598540928879,"ENSG00000069275","F7/D6"
"ENSG00000165406 F7/D6",0.285455386877491,"ENSG00000165406","F7/D6"
"ENSG00000105576 F7/D6",0.409619709178501,"ENSG00000105576","F7/D6"
"ENSG00000119707 F7/D6",0.150387273678634,"ENSG00000119707","F7/D6"
"ENSG00000104518 F7/D6",0.473712903447928,"ENSG00000104518","F7/D6"
"ENSG00000251442 F7/D6",0.888625058234023,"ENSG00000251442","F7/D6"
"ENSG00000186642 F7/D6",0.130009655989821,"ENSG00000186642","F7/D6"
"ENSG00000229372 F7/D6",0.423117419055646,"ENSG00000229372","F7/D6"
"ENSG00000151503 F7/D6",0.719146830125398,"ENSG00000151503","F7/D6"
"ENSG00000162728 F7/D6",0.743012171171632,"ENSG00000162728","F7/D6"
"ENSG00000157379 F7/D6",0.436134170029118,"ENSG00000157379","F7/D6"
"ENSG00000164074 F7/D6",0.809885889683782,"ENSG00000164074","F7/D6"
"ENSG00000136936 F7/D6",0.119273355582996,"ENSG00000136936","F7/D6"
"ENSG00000078369 F7/D6",0.380606870184523,"ENSG00000078369","F7/D6"
"ENSG00000181038 F7/D6",0.104855362436302,"ENSG00000181038","F7/D6"
"ENSG00000172602 F7/D6",0.568690395340485,"ENSG00000172602","F7/D6"
"ENSG00000152778 F7/D6",0.51887320012166,"ENSG00000152778","F7/D6"
"ENSG00000172301 F7/D6",0.123545216309892,"ENSG00000172301","F7/D6"
"ENSG00000104691 F7/D6",0.112782623185995,"ENSG00000104691","F7/D6"
"ENSG00000133216 F7/D6",0.525205322272065,"ENSG00000133216","F7/D6"
"ENSG00000182247 F7/D6",0.43139071074327,"ENSG00000182247","F7/D6"
"ENSG00000163875 F7/D6",0.894531947754269,"ENSG00000163875","F7/D6"
"ENSG00000137309 F7/D6",0.658587195775474,"ENSG00000137309","F7/D6"
"ENSG00000233509 F7/D6",0.493274095440234,"ENSG00000233509","F7/D6"
"ENSG00000171793 F7/D6",0.583172583900548,"ENSG00000171793","F7/D6"
"ENSG00000114767 F7/D6",0.787647222709927,"ENSG00000114767","F7/D6"
"ENSG00000116489 F7/D6",0.439945786454741,"ENSG00000116489","F7/D6"
"ENSG00000106780 F7/D6",0.356984770282015,"ENSG00000106780","F7/D6"
"ENSG00000199906 F7/D6",0.55218983467198,"ENSG00000199906","F7/D6"
"ENSG00000143393 F7/D6",0.96442397493935,"ENSG00000143393","F7/D6"
"ENSG00000112305 F7/D6",0.0254215830124943,"ENSG00000112305","F7/D6"
"ENSG00000246089 F7/D6",0.164871874150726,"ENSG00000246089","F7/D6"
"ENSG00000256351 F7/D6",0.7484948274818,"ENSG00000256351","F7/D6"
"ENSG00000197013 F7/D6",0.00139608051150632,"ENSG00000197013","F7/D6"
"ENSG00000242852 F7/D6",0.563598865521701,"ENSG00000242852","F7/D6"
"ENSG00000241014 F7/D6",0.265001547062047,"ENSG00000241014","F7/D6"
"ENSG00000269901 F7/D6",0.479436235365486,"ENSG00000269901","F7/D6"
"ENSG00000109670 F7/D6",0.688894273147762,"ENSG00000109670","F7/D6"
"ENSG00000213139 F7/D6",0.334583319675657,"ENSG00000213139","F7/D6"
"ENSG00000233560 F7/D6",0.657037960447102,"ENSG00000233560","F7/D6"
"ENSG00000170092 F7/D6",0.590846048865514,"ENSG00000170092","F7/D6"
"ENSG00000234694 F7/D6",0.763233696721697,"ENSG00000234694","F7/D6"
"ENSG00000134590 F7/D6",0.988363070599746,"ENSG00000134590","F7/D6"
"ENSG00000213901 F7/D6",0.131871194938014,"ENSG00000213901","F7/D6"
"ENSG00000131236 F7/D6",0.763893630879318,"ENSG00000131236","F7/D6"
"ENSG00000100918 F7/D6",0.605038952204483,"ENSG00000100918","F7/D6"
"ENSG00000171960 F7/D6",0.819473980853006,"ENSG00000171960","F7/D6"
"ENSG00000080845 F7/D6",0.384837120857371,"ENSG00000080845","F7/D6"
"ENSG00000250182 F7/D6",0.602966289405013,"ENSG00000250182","F7/D6"
"ENSG00000131100 F7/D6",0.736067553538219,"ENSG00000131100","F7/D6"
"ENSG00000151353 F7/D6",0.40770548314451,"ENSG00000151353","F7/D6"
"ENSG00000229473 F7/D6",0.435377019815834,"ENSG00000229473","F7/D6"
"ENSG00000126883 F7/D6",0.640626178924111,"ENSG00000126883","F7/D6"
"ENSG00000124224 F7/D6",0.176888147840312,"ENSG00000124224","F7/D6"
"ENSG00000091164 F7/D6",0.492993770052526,"ENSG00000091164","F7/D6"
"ENSG00000233621 F7/D6",0.634107495518138,"ENSG00000233621","F7/D6"
"ENSG00000283265 F7/D6",0.0724640020153462,"ENSG00000283265","F7/D6"
"ENSG00000113525 F7/D6",0.468332118095837,"ENSG00000113525","F7/D6"
"ENSG00000116171 F7/D6",0.752277090601331,"ENSG00000116171","F7/D6"
"ENSG00000283629 F7/D6",0.755830901992824,"ENSG00000283629","F7/D6"
"ENSG00000141337 F7/D6",0.552440887377707,"ENSG00000141337","F7/D6"
"ENSG00000228446 F7/D6",0.951752765723953,"ENSG00000228446","F7/D6"
"ENSG00000185787 F7/D6",0.114398426302131,"ENSG00000185787","F7/D6"
"ENSG00000011451 F7/D6",0.62143601204646,"ENSG00000011451","F7/D6"
"ENSG00000256407 F7/D6",0.96403819775842,"ENSG00000256407","F7/D6"
"ENSG00000140463 F7/D6",0.21733221661011,"ENSG00000140463","F7/D6"
"ENSG00000104763 F7/D6",0.138430805192507,"ENSG00000104763","F7/D6"
"ENSG00000067057 F7/D6",0.903029486769119,"ENSG00000067057","F7/D6"
"ENSG00000146247 F7/D6",0.19961015827749,"ENSG00000146247","F7/D6"
"ENSG00000262533 F7/D6",0.742207207694622,"ENSG00000262533","F7/D6"
"ENSG00000165629 F7/D6",0.917539042409272,"ENSG00000165629","F7/D6"
"ENSG00000263235 F7/D6",0.898692936968264,"ENSG00000263235","F7/D6"
"ENSG00000009335 F7/D6",0.032878297979987,"ENSG00000009335","F7/D6"
"ENSG00000134852 F7/D6",0.858988904573493,"ENSG00000134852","F7/D6"
"ENSG00000174007 F7/D6",0.500841489435791,"ENSG00000174007","F7/D6"
"ENSG00000149679 F7/D6",0.21817922279593,"ENSG00000149679","F7/D6"
"ENSG00000105248 F7/D6",0.250388853187361,"ENSG00000105248","F7/D6"
