"gene_compare","log2fc_p","gene","compare"
"ENSG00000018236 D5/D6",0.546539545349097,"ENSG00000018236","D5/D6"
"ENSG00000277299 D5/D6",0.211183131663734,"ENSG00000277299","D5/D6"
"ENSG00000238188 D5/D6",0.14616653983386,"ENSG00000238188","D5/D6"
"ENSG00000224967 D5/D6",0.0955208381883135,"ENSG00000224967","D5/D6"
"ENSG00000109670 D5/D6",0.745311520490256,"ENSG00000109670","D5/D6"
"ENSG00000147127 D5/D6",0.15131562408982,"ENSG00000147127","D5/D6"
"ENSG00000188636 D5/D6",0.40304207359424,"ENSG00000188636","D5/D6"
"ENSG00000181408 D5/D6",0.604050738876761,"ENSG00000181408","D5/D6"
"ENSG00000268902 D5/D6",0.372261915466778,"ENSG00000268902","D5/D6"
"ENSG00000006327 D5/D6",0.939119532506888,"ENSG00000006327","D5/D6"
"ENSG00000213080 D5/D6",0.852814568604621,"ENSG00000213080","D5/D6"
"ENSG00000188992 D5/D6",0.778129894414661,"ENSG00000188992","D5/D6"
"ENSG00000183476 D5/D6",0.205431896815879,"ENSG00000183476","D5/D6"
"ENSG00000031081 D5/D6",0.0242659503107891,"ENSG00000031081","D5/D6"
"ENSG00000231468 D5/D6",0.269502984101726,"ENSG00000231468","D5/D6"
"ENSG00000172301 D5/D6",0.200371589455815,"ENSG00000172301","D5/D6"
"ENSG00000280183 D5/D6",0.445352324697952,"ENSG00000280183","D5/D6"
"ENSG00000203995 D5/D6",0.31894494823006,"ENSG00000203995","D5/D6"
"ENSG00000281207 D5/D6",0.404968522335417,"ENSG00000281207","D5/D6"
"ENSG00000157510 D5/D6",0.468351670456608,"ENSG00000157510","D5/D6"
"ENSG00000219902 D5/D6",0.384274416636414,"ENSG00000219902","D5/D6"
"ENSG00000231507 D5/D6",0.0178191065657544,"ENSG00000231507","D5/D6"
"ENSG00000160013 D5/D6",0.348949231255845,"ENSG00000160013","D5/D6"
"ENSG00000198492 D5/D6",0.387211276054805,"ENSG00000198492","D5/D6"
"ENSG00000267353 D5/D6",0.397619265526777,"ENSG00000267353","D5/D6"
"ENSG00000129911 D5/D6",0.81092950668273,"ENSG00000129911","D5/D6"
"ENSG00000075073 D5/D6",0.0574484920498453,"ENSG00000075073","D5/D6"
"ENSG00000236056 D5/D6",0.243001082582916,"ENSG00000236056","D5/D6"
"ENSG00000230641 D5/D6",0.637778658162604,"ENSG00000230641","D5/D6"
"ENSG00000272505 D5/D6",0.39612406366513,"ENSG00000272505","D5/D6"
"ENSG00000222051 D5/D6",0.30690200451319,"ENSG00000222051","D5/D6"
"ENSG00000254298 D5/D6",0.654815451265958,"ENSG00000254298","D5/D6"
"ENSG00000211452 D5/D6",0.246108472343396,"ENSG00000211452","D5/D6"
"ENSG00000204366 D5/D6",0.0928368159918427,"ENSG00000204366","D5/D6"
"ENSG00000253368 D5/D6",0.351742530689132,"ENSG00000253368","D5/D6"
"ENSG00000282246 D5/D6",0.342709580785452,"ENSG00000282246","D5/D6"
"ENSG00000279841 D5/D6",0.254089151134345,"ENSG00000279841","D5/D6"
"ENSG00000253047 D5/D6",0.172541243573352,"ENSG00000253047","D5/D6"
"ENSG00000272798 D5/D6",0.435680600359031,"ENSG00000272798","D5/D6"
"ENSG00000256351 D5/D6",0.686636161802753,"ENSG00000256351","D5/D6"
"ENSG00000124942 D5/D6",0.015544213450597,"ENSG00000124942","D5/D6"
"ENSG00000230183 D5/D6",0.453213914109444,"ENSG00000230183","D5/D6"
"ENSG00000277662 D5/D6",0.277586452211833,"ENSG00000277662","D5/D6"
"ENSG00000205413 D5/D6",0.12552011131464,"ENSG00000205413","D5/D6"
"ENSG00000272465 D5/D6",0.116843476775738,"ENSG00000272465","D5/D6"
"ENSG00000155792 D5/D6",0.614300106491778,"ENSG00000155792","D5/D6"
"ENSG00000115850 D5/D6",0.0273343024985782,"ENSG00000115850","D5/D6"
"ENSG00000257446 D5/D6",0.426756968240841,"ENSG00000257446","D5/D6"
"ENSG00000230010 D5/D6",0.884883171016388,"ENSG00000230010","D5/D6"
"ENSG00000261019 D5/D6",0.791238081737342,"ENSG00000261019","D5/D6"
"ENSG00000253426 D5/D6",0.034555651329388,"ENSG00000253426","D5/D6"
"ENSG00000283757 D5/D6",0.611798140181996,"ENSG00000283757","D5/D6"
"ENSG00000207392 D5/D6",0.429826145056444,"ENSG00000207392","D5/D6"
"ENSG00000143179 D5/D6",0.020144977924833,"ENSG00000143179","D5/D6"
"ENSG00000260253 D5/D6",0.746318409801896,"ENSG00000260253","D5/D6"
"ENSG00000253483 D5/D6",0.404472854865227,"ENSG00000253483","D5/D6"
"ENSG00000167604 D5/D6",0.174042647571815,"ENSG00000167604","D5/D6"
"ENSG00000171488 D5/D6",0.108570743903307,"ENSG00000171488","D5/D6"
"ENSG00000148158 D5/D6",0.643125135651152,"ENSG00000148158","D5/D6"
"ENSG00000227038 D5/D6",0.896999673728268,"ENSG00000227038","D5/D6"
"ENSG00000213590 D5/D6",0.454203505259479,"ENSG00000213590","D5/D6"
"ENSG00000276988 D5/D6",0.841088241243362,"ENSG00000276988","D5/D6"
"ENSG00000162702 D5/D6",0.764204686881777,"ENSG00000162702","D5/D6"
"ENSG00000258920 D5/D6",0.0186085551383185,"ENSG00000258920","D5/D6"
"ENSG00000123094 D5/D6",0.831122337156529,"ENSG00000123094","D5/D6"
"ENSG00000254894 D5/D6",0.523586197174858,"ENSG00000254894","D5/D6"
"ENSG00000244617 D5/D6",0.972998771669814,"ENSG00000244617","D5/D6"
"ENSG00000228507 D5/D6",0.6900459254271,"ENSG00000228507","D5/D6"
"ENSG00000243498 D5/D6",0.426565501646507,"ENSG00000243498","D5/D6"
"ENSG00000205978 D5/D6",0.121757644571721,"ENSG00000205978","D5/D6"
"ENSG00000268670 D5/D6",0.409594431206132,"ENSG00000268670","D5/D6"
"ENSG00000241511 D5/D6",0.273577089048638,"ENSG00000241511","D5/D6"
"ENSG00000279333 D5/D6",0.851973826030022,"ENSG00000279333","D5/D6"
"ENSG00000250479 D5/D6",0.185542879556862,"ENSG00000250479","D5/D6"
"ENSG00000138642 D5/D6",0.775528094167062,"ENSG00000138642","D5/D6"
"ENSG00000174004 D5/D6",0.100767500364226,"ENSG00000174004","D5/D6"
"ENSG00000264278 D5/D6",0.285295075377114,"ENSG00000264278","D5/D6"
"ENSG00000196620 D5/D6",9.40652135433303e-05,"ENSG00000196620","D5/D6"
"ENSG00000276957 D5/D6",0.784301752140878,"ENSG00000276957","D5/D6"
"ENSG00000101342 D5/D6",0.87382604804211,"ENSG00000101342","D5/D6"
"ENSG00000259049 D5/D6",0.158798322558141,"ENSG00000259049","D5/D6"
"ENSG00000223284 D5/D6",0.243260454554166,"ENSG00000223284","D5/D6"
"ENSG00000198821 D5/D6",0.867403828747813,"ENSG00000198821","D5/D6"
"ENSG00000154645 D5/D6",0.359638471322334,"ENSG00000154645","D5/D6"
"ENSG00000231181 D5/D6",0.967051224913669,"ENSG00000231181","D5/D6"
"ENSG00000163879 D5/D6",0.179410939492198,"ENSG00000163879","D5/D6"
"ENSG00000142512 D5/D6",0.95291980905119,"ENSG00000142512","D5/D6"
"ENSG00000274214 D5/D6",0.181644679290183,"ENSG00000274214","D5/D6"
"ENSG00000135148 D5/D6",0.839259634023611,"ENSG00000135148","D5/D6"
"ENSG00000213399 D5/D6",0.522412675231263,"ENSG00000213399","D5/D6"
"ENSG00000266171 D5/D6",0.2788699957789,"ENSG00000266171","D5/D6"
"ENSG00000226631 D5/D6",0.530591344491219,"ENSG00000226631","D5/D6"
"ENSG00000227344 D5/D6",0.679353731120514,"ENSG00000227344","D5/D6"
"ENSG00000268095 D5/D6",0.112265538746623,"ENSG00000268095","D5/D6"
"ENSG00000257241 D5/D6",0.839509634785449,"ENSG00000257241","D5/D6"
"ENSG00000160200 D5/D6",0.985866112057828,"ENSG00000160200","D5/D6"
"ENSG00000227848 D5/D6",0.877852956184036,"ENSG00000227848","D5/D6"
"ENSG00000225062 D5/D6",0.0519191597041502,"ENSG00000225062","D5/D6"
"ENSG00000221944 D5/D6",0.393684632692656,"ENSG00000221944","D5/D6"
"ENSG00000260063 D5/D6",0.615644715302342,"ENSG00000260063","D5/D6"
"ENSG00000163376 D5/D6",0.00445082042414581,"ENSG00000163376","D5/D6"
"ENSG00000230638 D5/D6",0.409349311041135,"ENSG00000230638","D5/D6"
"ENSG00000254997 D5/D6",0.694101417047672,"ENSG00000254997","D5/D6"
"ENSG00000204385 D5/D6",0.00785716257699934,"ENSG00000204385","D5/D6"
"ENSG00000218891 D5/D6",0.302028280053724,"ENSG00000218891","D5/D6"
"ENSG00000165178 D5/D6",0.4940687452596,"ENSG00000165178","D5/D6"
"ENSG00000272910 D5/D6",0.731723352172184,"ENSG00000272910","D5/D6"
"ENSG00000284052 D5/D6",0.846313464891044,"ENSG00000284052","D5/D6"
"ENSG00000261342 D5/D6",0.84730252827433,"ENSG00000261342","D5/D6"
"ENSG00000132570 D5/D6",0.95011243815946,"ENSG00000132570","D5/D6"
"ENSG00000162543 D5/D6",0.231874001165414,"ENSG00000162543","D5/D6"
"ENSG00000109684 D5/D6",0.371598183049387,"ENSG00000109684","D5/D6"
"ENSG00000100234 D5/D6",0.624969655275486,"ENSG00000100234","D5/D6"
"ENSG00000167106 D5/D6",0.453079571684456,"ENSG00000167106","D5/D6"
"ENSG00000129355 D5/D6",0.479223565708585,"ENSG00000129355","D5/D6"
"ENSG00000174007 D5/D6",0.936780626703339,"ENSG00000174007","D5/D6"
"ENSG00000215840 D5/D6",0.394267949314111,"ENSG00000215840","D5/D6"
"ENSG00000154978 D5/D6",0.662242246288539,"ENSG00000154978","D5/D6"
"ENSG00000269814 D5/D6",0.674500408753709,"ENSG00000269814","D5/D6"
"ENSG00000167077 D5/D6",0.4435363161837,"ENSG00000167077","D5/D6"
"ENSG00000261794 D5/D6",0.0402494396279329,"ENSG00000261794","D5/D6"
"ENSG00000119227 D5/D6",0.0401630648973931,"ENSG00000119227","D5/D6"
"ENSG00000237007 D5/D6",0.223658824002086,"ENSG00000237007","D5/D6"
"ENSG00000278963 D5/D6",0.451922248133513,"ENSG00000278963","D5/D6"
"ENSG00000103942 D5/D6",0.695739577389772,"ENSG00000103942","D5/D6"
"ENSG00000236144 D5/D6",0.0487138384690836,"ENSG00000236144","D5/D6"
"ENSG00000247092 D5/D6",0.3437770641718,"ENSG00000247092","D5/D6"
"ENSG00000134508 D5/D6",0.676467112487659,"ENSG00000134508","D5/D6"
"ENSG00000012124 D5/D6",0.983721036662114,"ENSG00000012124","D5/D6"
"ENSG00000235100 D5/D6",0.752892408539178,"ENSG00000235100","D5/D6"
"ENSG00000116678 D5/D6",0.235164526990732,"ENSG00000116678","D5/D6"
"ENSG00000265462 D5/D6",0.509384609549824,"ENSG00000265462","D5/D6"
"ENSG00000159784 D5/D6",0.0390036395557145,"ENSG00000159784","D5/D6"
"ENSG00000158402 D5/D6",0.694093523022425,"ENSG00000158402","D5/D6"
"ENSG00000058600 D5/D6",0.992666560584053,"ENSG00000058600","D5/D6"
"ENSG00000107902 D5/D6",0.345702706405234,"ENSG00000107902","D5/D6"
"ENSG00000279536 D5/D6",0.564398337681824,"ENSG00000279536","D5/D6"
"ENSG00000249286 D5/D6",0.0111185369211922,"ENSG00000249286","D5/D6"
"ENSG00000106624 D5/D6",0.164123633852801,"ENSG00000106624","D5/D6"
"ENSG00000137309 D5/D6",0.701803977639137,"ENSG00000137309","D5/D6"
"ENSG00000179362 D5/D6",0.876425071852786,"ENSG00000179362","D5/D6"
"ENSG00000176171 D5/D6",0.433134608780484,"ENSG00000176171","D5/D6"
"ENSG00000164591 D5/D6",0.276926563366148,"ENSG00000164591","D5/D6"
"ENSG00000108947 D5/D6",0.313776618825885,"ENSG00000108947","D5/D6"
"ENSG00000246596 D5/D6",0.103544397629406,"ENSG00000246596","D5/D6"
"ENSG00000260190 D5/D6",0.388177648636115,"ENSG00000260190","D5/D6"
"ENSG00000159335 D5/D6",0.727198581048664,"ENSG00000159335","D5/D6"
"ENSG00000188760 D5/D6",0.937552851251565,"ENSG00000188760","D5/D6"
"ENSG00000099282 D5/D6",0.726705206329562,"ENSG00000099282","D5/D6"
"ENSG00000245384 D5/D6",0.909533687983812,"ENSG00000245384","D5/D6"
"ENSG00000140749 D5/D6",0.287227536541136,"ENSG00000140749","D5/D6"
"ENSG00000126243 D5/D6",0.0331383785128255,"ENSG00000126243","D5/D6"
"ENSG00000160172 D5/D6",0.101864266632858,"ENSG00000160172","D5/D6"
"ENSG00000185269 D5/D6",0.53268488578329,"ENSG00000185269","D5/D6"
"ENSG00000125780 D5/D6",0.383219025885845,"ENSG00000125780","D5/D6"
"ENSG00000235475 D5/D6",0.260694208633163,"ENSG00000235475","D5/D6"
"ENSG00000247877 D5/D6",0.279451238645539,"ENSG00000247877","D5/D6"
"ENSG00000249465 D5/D6",0.153461396861427,"ENSG00000249465","D5/D6"
"ENSG00000128268 D5/D6",0.37269483294437,"ENSG00000128268","D5/D6"
"ENSG00000130449 D5/D6",0.410086189522741,"ENSG00000130449","D5/D6"
"ENSG00000284387 D5/D6",0.270632674146467,"ENSG00000284387","D5/D6"
"ENSG00000204010 D5/D6",0.883196363315132,"ENSG00000204010","D5/D6"
"ENSG00000153250 D5/D6",0.145264266498127,"ENSG00000153250","D5/D6"
"ENSG00000116396 D5/D6",0.786357421694853,"ENSG00000116396","D5/D6"
"ENSG00000234694 D5/D6",0.0388426964421414,"ENSG00000234694","D5/D6"
"ENSG00000108830 D5/D6",0.787086664964541,"ENSG00000108830","D5/D6"
"ENSG00000211840 D5/D6",0.423053342520997,"ENSG00000211840","D5/D6"
"ENSG00000224897 D5/D6",0.434684571465598,"ENSG00000224897","D5/D6"
"ENSG00000207468 D5/D6",0.301688290065742,"ENSG00000207468","D5/D6"
"ENSG00000170703 D5/D6",0.970092344412165,"ENSG00000170703","D5/D6"
"ENSG00000078804 D5/D6",0.199593454132295,"ENSG00000078804","D5/D6"
"ENSG00000187950 D5/D6",0.186886836135715,"ENSG00000187950","D5/D6"
"ENSG00000270503 D5/D6",0.879436892925815,"ENSG00000270503","D5/D6"
"ENSG00000165046 D5/D6",0.401219946673313,"ENSG00000165046","D5/D6"
"ENSG00000088727 D5/D6",0.23916569770219,"ENSG00000088727","D5/D6"
"ENSG00000141994 D5/D6",0.478209691746395,"ENSG00000141994","D5/D6"
"ENSG00000170006 D5/D6",0.189366771256125,"ENSG00000170006","D5/D6"
"ENSG00000114767 D5/D6",0.406798154828506,"ENSG00000114767","D5/D6"
"ENSG00000163218 D5/D6",0.311968068811099,"ENSG00000163218","D5/D6"
"ENSG00000280234 D5/D6",0.435160150366636,"ENSG00000280234","D5/D6"
"ENSG00000258445 D5/D6",0.327184832795106,"ENSG00000258445","D5/D6"
"ENSG00000260912 D5/D6",0.863227807453634,"ENSG00000260912","D5/D6"
"ENSG00000115053 D5/D6",0.5128087796516,"ENSG00000115053","D5/D6"
"ENSG00000163032 D5/D6",0.000546167749445934,"ENSG00000163032","D5/D6"
"ENSG00000214248 D5/D6",0.229006948753501,"ENSG00000214248","D5/D6"
"ENSG00000279035 D5/D6",0.739048056895035,"ENSG00000279035","D5/D6"
"ENSG00000100968 D5/D6",0.275557636239457,"ENSG00000100968","D5/D6"
"ENSG00000257122 D5/D6",0.988284876875043,"ENSG00000257122","D5/D6"
"ENSG00000277621 D5/D6",0.752172968697146,"ENSG00000277621","D5/D6"
"ENSG00000105696 D5/D6",0.503784921194214,"ENSG00000105696","D5/D6"
"ENSG00000165475 D5/D6",0.495125996272504,"ENSG00000165475","D5/D6"
"ENSG00000140939 D5/D6",0.560696904103077,"ENSG00000140939","D5/D6"
"ENSG00000261490 D5/D6",0.905005109035693,"ENSG00000261490","D5/D6"
"ENSG00000244159 D5/D6",0.707281434651473,"ENSG00000244159","D5/D6"
"ENSG00000277402 D5/D6",0.5190362855742,"ENSG00000277402","D5/D6"
"ENSG00000141101 D5/D6",0.886153064613593,"ENSG00000141101","D5/D6"
"ENSG00000162694 D5/D6",0.333082653237121,"ENSG00000162694","D5/D6"
"ENSG00000246375 D5/D6",0.416372084251806,"ENSG00000246375","D5/D6"
"ENSG00000261341 D5/D6",0.443160856561222,"ENSG00000261341","D5/D6"
"ENSG00000223685 D5/D6",0.670501489668098,"ENSG00000223685","D5/D6"
"ENSG00000122778 D5/D6",0.759382118525046,"ENSG00000122778","D5/D6"
"ENSG00000213901 D5/D6",0.868198198173808,"ENSG00000213901","D5/D6"
"ENSG00000165874 D5/D6",0.810341611527684,"ENSG00000165874","D5/D6"
"ENSG00000204673 D5/D6",0.467779275245538,"ENSG00000204673","D5/D6"
"ENSG00000211937 D5/D6",0.891505287747662,"ENSG00000211937","D5/D6"
"ENSG00000187134 D5/D6",0.445944042738753,"ENSG00000187134","D5/D6"
"ENSG00000123178 D5/D6",0.960922618400422,"ENSG00000123178","D5/D6"
"ENSG00000179454 D5/D6",0.638429213844003,"ENSG00000179454","D5/D6"
"ENSG00000257696 D5/D6",0.665950168353078,"ENSG00000257696","D5/D6"
"ENSG00000104907 D5/D6",0.943551424683384,"ENSG00000104907","D5/D6"
"ENSG00000260954 D5/D6",0.373125560472865,"ENSG00000260954","D5/D6"
"ENSG00000168778 D5/D6",0.124242392325318,"ENSG00000168778","D5/D6"
"ENSG00000248469 D5/D6",0.618322490425651,"ENSG00000248469","D5/D6"
"ENSG00000275092 D5/D6",0.0552466594219928,"ENSG00000275092","D5/D6"
"ENSG00000107014 D5/D6",0.952401478192566,"ENSG00000107014","D5/D6"
"ENSG00000175600 D5/D6",0.510115456734107,"ENSG00000175600","D5/D6"
"ENSG00000168955 D5/D6",0.0209708013870126,"ENSG00000168955","D5/D6"
"ENSG00000165591 D5/D6",0.702257183132448,"ENSG00000165591","D5/D6"
"ENSG00000272650 D5/D6",0.888106634470616,"ENSG00000272650","D5/D6"
"ENSG00000228278 D5/D6",0.653073501787748,"ENSG00000228278","D5/D6"
"ENSG00000234193 D5/D6",0.234998756768936,"ENSG00000234193","D5/D6"
"ENSG00000184792 D5/D6",0.956267613006818,"ENSG00000184792","D5/D6"
"ENSG00000175741 D5/D6",0.874129652914074,"ENSG00000175741","D5/D6"
"ENSG00000224533 D5/D6",0.0726517621193672,"ENSG00000224533","D5/D6"
"ENSG00000217801 D5/D6",0.282609928411803,"ENSG00000217801","D5/D6"
"ENSG00000188026 D5/D6",0.675765101543772,"ENSG00000188026","D5/D6"
"ENSG00000223722 D5/D6",0.387520716346613,"ENSG00000223722","D5/D6"
"ENSG00000232398 D5/D6",0.222050552259016,"ENSG00000232398","D5/D6"
"ENSG00000079819 D5/D6",0.844401045833589,"ENSG00000079819","D5/D6"
"ENSG00000145780 D5/D6",0.239129478293931,"ENSG00000145780","D5/D6"
"ENSG00000284032 D5/D6",0.667008105630599,"ENSG00000284032","D5/D6"
"ENSG00000148204 D5/D6",0.371124842386051,"ENSG00000148204","D5/D6"
"ENSG00000184903 D5/D6",0.35356511807559,"ENSG00000184903","D5/D6"
"ENSG00000104763 D5/D6",0.622196401925958,"ENSG00000104763","D5/D6"
"ENSG00000115129 D5/D6",0.547799292741124,"ENSG00000115129","D5/D6"
"ENSG00000198899 D5/D6",0.260595697310341,"ENSG00000198899","D5/D6"
"ENSG00000281021 D5/D6",0.799536887806775,"ENSG00000281021","D5/D6"
"ENSG00000242590 D5/D6",0.630676334243905,"ENSG00000242590","D5/D6"
"ENSG00000163352 D5/D6",0.670268788058579,"ENSG00000163352","D5/D6"
"ENSG00000266126 D5/D6",0.0789114416873219,"ENSG00000266126","D5/D6"
"ENSG00000109943 D5/D6",0.696904719962017,"ENSG00000109943","D5/D6"
"ENSG00000189420 D5/D6",0.276523619921907,"ENSG00000189420","D5/D6"
"ENSG00000118200 D5/D6",0.81759866541341,"ENSG00000118200","D5/D6"
"ENSG00000174943 D5/D6",0.803855825017651,"ENSG00000174943","D5/D6"
"ENSG00000067842 D5/D6",0.599392424473938,"ENSG00000067842","D5/D6"
"ENSG00000157456 D5/D6",0.192198980196175,"ENSG00000157456","D5/D6"
"ENSG00000204634 D5/D6",0.873080322278962,"ENSG00000204634","D5/D6"
"ENSG00000110799 D5/D6",0.0183696073468104,"ENSG00000110799","D5/D6"
"ENSG00000079616 D5/D6",0.937595228922558,"ENSG00000079616","D5/D6"
"ENSG00000167555 D5/D6",0.207545651215255,"ENSG00000167555","D5/D6"
"ENSG00000258730 D5/D6",0.0506769285950638,"ENSG00000258730","D5/D6"
"ENSG00000279075 D5/D6",0.114436222076415,"ENSG00000279075","D5/D6"
"ENSG00000256234 D5/D6",0.863014490283779,"ENSG00000256234","D5/D6"
"ENSG00000235989 D5/D6",0.804714855915082,"ENSG00000235989","D5/D6"
"ENSG00000226781 D5/D6",0.759610828030944,"ENSG00000226781","D5/D6"
"ENSG00000247157 D5/D6",0.275787127144514,"ENSG00000247157","D5/D6"
"ENSG00000128512 D5/D6",0.929739958296837,"ENSG00000128512","D5/D6"
"ENSG00000233621 D5/D6",0.834033116434309,"ENSG00000233621","D5/D6"
"ENSG00000119927 D5/D6",0.978071078023334,"ENSG00000119927","D5/D6"
"ENSG00000006756 D5/D6",0.557406455876947,"ENSG00000006756","D5/D6"
"ENSG00000265137 D5/D6",0.779379981438338,"ENSG00000265137","D5/D6"
"ENSG00000146350 D5/D6",0.63869031087163,"ENSG00000146350","D5/D6"
"ENSG00000157470 D5/D6",0.274808269958116,"ENSG00000157470","D5/D6"
"ENSG00000160570 D5/D6",0.134117612996762,"ENSG00000160570","D5/D6"
"ENSG00000139973 D5/D6",0.368483066216283,"ENSG00000139973","D5/D6"
"ENSG00000232133 D5/D6",0.860790650768957,"ENSG00000232133","D5/D6"
"ENSG00000214203 D5/D6",0.504535834480705,"ENSG00000214203","D5/D6"
"ENSG00000101546 D5/D6",0.655756908314623,"ENSG00000101546","D5/D6"
"ENSG00000144426 D5/D6",0.0689023591196288,"ENSG00000144426","D5/D6"
"ENSG00000207932 D5/D6",0.463790854049146,"ENSG00000207932","D5/D6"
"ENSG00000250012 D5/D6",0.909399598040509,"ENSG00000250012","D5/D6"
"ENSG00000275630 D5/D6",0.0938690174509448,"ENSG00000275630","D5/D6"
"ENSG00000235066 D5/D6",0.107595329359581,"ENSG00000235066","D5/D6"
"ENSG00000160307 D5/D6",0.956668248755017,"ENSG00000160307","D5/D6"
"ENSG00000052749 D5/D6",0.292713451829265,"ENSG00000052749","D5/D6"
"ENSG00000176601 D5/D6",0.211494228894274,"ENSG00000176601","D5/D6"
"ENSG00000259438 D5/D6",0.571521455229031,"ENSG00000259438","D5/D6"
"ENSG00000180884 D5/D6",0.237120076012004,"ENSG00000180884","D5/D6"
"ENSG00000247627 D5/D6",0.612281467668841,"ENSG00000247627","D5/D6"
"ENSG00000255445 D5/D6",0.928693870674983,"ENSG00000255445","D5/D6"
"ENSG00000255234 D5/D6",0.158942644534791,"ENSG00000255234","D5/D6"
"ENSG00000120942 D5/D6",0.732555382703645,"ENSG00000120942","D5/D6"
"ENSG00000231500 D5/D6",0.699137972103654,"ENSG00000231500","D5/D6"
"ENSG00000228382 D5/D6",0.359117589261627,"ENSG00000228382","D5/D6"
"ENSG00000254003 D5/D6",0.612989940376273,"ENSG00000254003","D5/D6"
"ENSG00000278009 D5/D6",0.279595872797205,"ENSG00000278009","D5/D6"
"ENSG00000092931 D5/D6",0.586287294316373,"ENSG00000092931","D5/D6"
"ENSG00000273901 D5/D6",0.478309785548865,"ENSG00000273901","D5/D6"
"ENSG00000167900 D5/D6",0.387793720006376,"ENSG00000167900","D5/D6"
"ENSG00000274062 D5/D6",0.356562291581849,"ENSG00000274062","D5/D6"
"ENSG00000189366 D5/D6",0.732957876434407,"ENSG00000189366","D5/D6"
"ENSG00000067057 D5/D6",0.803226867150068,"ENSG00000067057","D5/D6"
"ENSG00000240509 D5/D6",0.0110273459920118,"ENSG00000240509","D5/D6"
"ENSG00000124422 D5/D6",0.567937754145242,"ENSG00000124422","D5/D6"
"ENSG00000236129 D5/D6",0.22597167956065,"ENSG00000236129","D5/D6"
"ENSG00000267216 D5/D6",0.775983408287094,"ENSG00000267216","D5/D6"
"ENSG00000270019 D5/D6",0.573082228140887,"ENSG00000270019","D5/D6"
"ENSG00000148219 D5/D6",0.589657808467349,"ENSG00000148219","D5/D6"
"ENSG00000159409 D5/D6",0.347614408230236,"ENSG00000159409","D5/D6"
"ENSG00000128050 D5/D6",0.00350296388262697,"ENSG00000128050","D5/D6"
"ENSG00000140853 D5/D6",0.174933832583245,"ENSG00000140853","D5/D6"
"ENSG00000065717 D5/D6",0.519618262274105,"ENSG00000065717","D5/D6"
"ENSG00000206561 D5/D6",0.69542610477929,"ENSG00000206561","D5/D6"
"ENSG00000276662 D5/D6",0.0923737962053731,"ENSG00000276662","D5/D6"
"ENSG00000267702 D5/D6",0.0132115343645078,"ENSG00000267702","D5/D6"
"ENSG00000105755 D5/D6",0.0823796641958618,"ENSG00000105755","D5/D6"
"ENSG00000267501 D5/D6",0.426125367228984,"ENSG00000267501","D5/D6"
"ENSG00000279805 D5/D6",0.858799484557876,"ENSG00000279805","D5/D6"
"ENSG00000280194 D5/D6",0.629371902398098,"ENSG00000280194","D5/D6"
"ENSG00000100483 D5/D6",0.150937870053015,"ENSG00000100483","D5/D6"
"ENSG00000266654 D5/D6",0.627692102867894,"ENSG00000266654","D5/D6"
"ENSG00000248240 D5/D6",0.738828388659496,"ENSG00000248240","D5/D6"
"ENSG00000066468 D5/D6",0.00318513041027977,"ENSG00000066468","D5/D6"
"ENSG00000066933 D5/D6",0.320070336361681,"ENSG00000066933","D5/D6"
"ENSG00000163702 D5/D6",0.695804703887121,"ENSG00000163702","D5/D6"
"ENSG00000260793 D5/D6",0.263304801691396,"ENSG00000260793","D5/D6"
"ENSG00000164342 D5/D6",0.569967458581885,"ENSG00000164342","D5/D6"
"ENSG00000145757 D5/D6",0.504217553426933,"ENSG00000145757","D5/D6"
"ENSG00000100105 D5/D6",0.955446606216782,"ENSG00000100105","D5/D6"
"ENSG00000125388 D5/D6",0.0335666226596852,"ENSG00000125388","D5/D6"
"ENSG00000260979 D5/D6",0.341086804013972,"ENSG00000260979","D5/D6"
"ENSG00000261159 D5/D6",0.254056232908948,"ENSG00000261159","D5/D6"
"ENSG00000178105 D5/D6",0.464609427991457,"ENSG00000178105","D5/D6"
"ENSG00000267128 D5/D6",0.45034893198971,"ENSG00000267128","D5/D6"
